dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,adv_inception_v3,128,1,1,408,408,1.0000,0.9989,1.9732
cuda,beit_base_patch16_224,128,1,1,429,429,1.0000,0.9974,1.9397
cuda,botnet26t_256,128,1,1,286,286,1.0000,0.9963,2.7186
cuda,cait_m36_384,4,76,76,1205,1464,0.8231,0.7719,2.1284
cuda,coat_lite_mini,128,17,17,493,531,0.9284,0.8028,0.9919
cuda,convit_base,64,26,26,378,533,0.7092,0.6568,0.7784
cuda,convmixer_768_32,64,1,1,296,296,1.0000,0.9977,1.0675
cuda,convnext_base,64,5,5,456,464,0.9828,0.8714,1.9191
cuda,crossvit_9_240,64,1,1,596,596,1.0000,0.9985,2.6731
cuda,cspdarknet53,64,1,1,305,305,1.0000,0.9978,6.5826
cuda,deit_base_distilled_patch16_224,128,1,1,314,314,1.0000,0.9971,1.1864
cuda,densenet121,128,13,13,565,575,0.9826,0.9958,6.6652
cuda,dla102,128,1,1,485,485,1.0000,0.9985,2.5359
cuda,dm_nfnet_f0,128,1,1,590,590,1.0000,0.9980,9.5877
cuda,dpn107,64,1,1,993,993,1.0000,0.9986,17.2087
cuda,eca_botnext26ts_256,128,1,1,328,328,1.0000,0.9979,2.9346
cuda,eca_halonext26ts,128,1,1,344,344,1.0000,0.9978,3.1744
cuda,ecaresnet101d,128,1,1,692,692,1.0000,0.9989,4.5490
cuda,ese_vovnet19b_dw,128,1,1,133,133,1.0000,0.9968,1.5843
cuda,fbnetc_100,128,1,1,258,258,1.0000,0.9979,4.7699
cuda,fbnetv3_b,128,1,1,456,456,1.0000,0.9980,9.4142
cuda,gernet_l,128,1,1,246,246,1.0000,0.9979,5.2959
cuda,ghostnet_100,128,1,1,515,515,1.0000,0.9983,2.9460
cuda,gluon_inception_v3,128,1,1,408,408,1.0000,0.9985,1.9889
cuda,gluon_senet154,64,1,1,979,979,1.0000,0.9994,9.3148
cuda,gluon_xception65,32,1,1,485,485,1.0000,0.9989,1.9753
cuda,gmixer_24_224,128,49,49,400,571,0.7005,0.6641,0.8874
cuda,gmlp_s16_224,128,31,31,372,454,0.8194,0.7836,0.9120
cuda,hardcorenas_a,128,1,1,184,184,1.0000,0.9970,2.0766
cuda,hrnet_w18,128,1,1,1471,1471,1.0000,0.9997,18.8472
cuda,inception_v3,128,1,1,408,408,1.0000,0.9989,1.9787
cuda,jx_nest_base,64,1,1,800,800,1.0000,0.9981,4.9453
cuda,lcnet_050,128,1,1,126,126,1.0000,0.9961,1.4242
cuda,legacy_senet154,64,1,1,979,979,1.0000,0.9994,5.6955
cuda,levit_128,128,1,1,622,622,1.0000,0.9983,2.6890
cuda,mixer_b16_224,128,25,25,149,236,0.6314,0.6435,0.5338
cuda,mixnet_l,128,1,1,474,474,1.0000,0.9987,12.5162
cuda,mnasnet_100,128,1,1,205,205,1.0000,0.9975,3.2382
cuda,mobilenetv2_100,128,1,1,205,205,1.0000,0.9980,3.2337
cuda,mobilenetv3_large_100,128,1,1,233,233,1.0000,0.9967,3.1369
cuda,mobilevit_s,128,1,1,376,376,1.0000,0.9981,4.4070
cuda,nasnetalarge,16,1,1,1530,1530,1.0000,0.9995,29.7024
cuda,nfnet_l0,128,1,1,521,521,1.0000,0.9988,5.8281
cuda,pit_b_224,64,1,1,356,356,1.0000,0.9975,1.5074
cuda,pnasnet5large,16,1,1,1153,1153,1.0000,0.9994,22.6543
cuda,poolformer_m36,64,1,1,617,617,1.0000,0.9988,5.6457
cuda,regnety_002,128,1,1,267,267,1.0000,0.9980,4.1388
cuda,repvgg_a2,128,1,1,231,231,1.0000,0.9977,5.1214
cuda,res2net101_26w_4s,128,1,1,842,842,1.0000,0.9992,5.6154
cuda,res2net50_14w_8s,128,1,1,721,721,1.0000,0.9993,3.8027
cuda,res2next50,128,1,1,417,417,1.0000,0.9988,2.0749
cuda,resmlp_12_224,128,1,1,181,181,1.0000,0.9954,0.8093
cuda,resnest101e,64,1,1,1003,1003,1.0000,0.9993,7.8897
cuda,resnet18,128,1,1,90,90,1.0000,0.9946,0.4116
cuda,rexnet_100,128,1,1,368,368,1.0000,0.9978,4.9333
cuda,sebotnet33ts_256,128,1,1,398,398,1.0000,0.9971,4.2386
cuda,selecsls42b,128,1,1,174,174,1.0000,0.9970,0.5738
cuda,spnasnet_100,128,1,1,253,253,1.0000,0.9980,4.6981
cuda,swin_base_patch4_window7_224,64,2,2,1421,1427,0.9958,0.9283,9.9386
cuda,swsl_resnext101_32x16d,32,1,1,450,450,1.0000,0.9989,2.3366
cuda,tf_efficientnet_b0,128,1,1,294,294,1.0000,0.9982,4.3973
cuda,tf_mixnet_l,128,1,1,489,489,1.0000,0.9987,16.2216
cuda,tinynet_a,128,1,1,343,343,1.0000,0.9980,4.9546
cuda,tnt_s_patch16_224,128,50,50,619,880,0.7034,0.6952,1.3089
cuda,twins_pcpvt_base,128,33,33,1060,1108,0.9567,0.8976,1.9459
cuda,visformer_small,128,1,1,297,297,1.0000,0.9979,1.1514
cuda,vit_base_patch16_224,128,1,1,300,300,1.0000,0.9974,1.1806
cuda,volo_d1_224,128,40,40,525,623,0.8427,0.8378,1.3344
cuda,xcit_large_24_p8_224,11,77,77,1157,1427,0.8108,0.7708,2.0829
