dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,36.420296,30.194192,7.958775,2.937074,11.221186,4.655650,1.964361,0.364283,0.340316,13.571185,6.674842
cuda,Background_Matting,4,30.452268,25.868152,9.014523,4.317070,11.738590,6.099216,2.727942,0.296630,0.487604,7.659152
cuda,LearningToPaint,96,12.311073,10.594645,4.057429,1.628917,4.550187,1.459756,0.694983,0.094240,0.242379,2.415947
cuda,Super_SloMo,6,35.624282,30.497910,10.377891,4.838896,12.228568,6.498084,2.479388,0.177428,0.370579,7.165033
cuda,alexnet,128,4.102400,3.669811,2.252743,0.330047,3.444070,0.897134,0.315356,0.020448,0.136269,1.666414
cuda,attention_is_all_you_need_pytorch,256,35.361122,30.123999,9.705080,2.965665,12.707061,5.323232,2.171404,0.436805,0.392540,13.405109,6.507045
cuda,dcgan,32,3.537302,3.200559,2.006834,0.336235,2.518641,0.244341,0.105583,0.016359,0.110857,0.969472
cuda,demucs,4,3.225796,1.714872,1.505315,0.128600,1.369441,0.168499,0.082956,0.013340
cuda,densenet121,4,75.055993,64.513327,25.135248,13.335538,26.120735,14.693795,5.078611,0.794462,0.791989,15.446364
cuda,drq,1,4.310335,3.752709,2.265343,0.260990,3.242320,0.227587,0.116055,0.020874,0.395042,1.644665
cuda,fastNLP_Bert,6,36.036384,29.862600,9.804830,2.364333,13.440433,4.809395,2.034549,0.360044,0.825475,5.729594,6.956116
cuda,functorch_dp_cifar10,64,10.359537,9.125180,4.247367,2.010321,6.539219,2.412386,0.823910,0.083768,0.766451,5.120193,0.580148
cuda,hf_Albert,8,26.233985,21.788790,4.947515,2.042270,8.057188,3.312442,1.271755,0.160909,3.016984,3.942269,8.261657
cuda,hf_Bart,4,45.850424,37.909457,10.526789,2.949055,14.689400,5.633596,2.442911,0.537909,3.070509,4.003661,10.343983
cuda,hf_Bert,4,33.325415,27.139850,6.937917,2.260282,9.990915,4.402344,1.862124,0.356487,0.759265,1.916447,6.194878
cuda,hf_Bert_large,4,64.351732,52.010932,12.780797,4.849123,17.601205,8.848194,3.567766,0.955934,1.028624,1.892283,10.940622
cuda,hf_DistilBert,8,18.771020,15.694276,5.240686,1.331189,7.179156,2.126368,1.021000,0.146378,2.151947,5.194200,5.489083
cuda,hf_GPT2,4,29.182664,23.929988,6.521776,2.468542,9.737561,4.199905,1.704235,0.299337,2.478941,3.686326,8.279610
cuda,hf_Longformer,2,79.853496,67.302598,31.492765,6.528347,38.930426,17.235538,6.052009,0.456841,16.495236,4.593003,30.845091
cuda,hf_Reformer,4,17.028774,13.613745,9.153922,1.267017,9.394459,1.479570,0.764163,0.070856,2.377426,3.162479,3.933984
cuda,hf_T5,8,32.934854,27.655346,8.839287,2.577290,12.715434,5.395330,2.057819,0.360828,2.809802,7.017714,9.405140
cuda,hf_T5_large,2,125.330651,102.703688,30.790276,10.367701,46.422961,25.552720,7.809470,2.843805,4.978144,26.574803,31.533624
cuda,lennard_jones,1000,2.778115,2.470665,1.556433,0.074905,2.113383,0.101254,0.062432,0.008865,0.107439,0.745256
cuda,mnasnet1_0,32,28.520030,24.459895,8.900561,3.935760,10.221915,4.294727,2.101690,0.259662,2.395927,7.779132,2.098423
cuda,mobilenet_v2,96,30.664403,26.507047,9.860854,4.170786,10.630781,4.758089,1.990049,0.292422,0.228942,5.304250
cuda,mobilenet_v3_large,32,32.496511,27.990684,9.885525,4.532948,11.679310,5.160954,2.067970,0.296242,29.648262,36.112646,29.415563
cuda,nvidia_deeprecommender,256,3.435251,3.039516,1.697150,0.134569,2.727931,0.159170,0.085596,0.012649,0.581150,1.755107,0.423350
cuda,phlippe_densenet,128,29.926335,25.774087,9.659544,4.347790,11.218170,5.159449,2.232714,0.283975,0.341737,6.378726
cuda,phlippe_resnet,128,11.509915,9.874699,3.791493,1.562134,4.020823,1.245285,0.661615,0.089957,0.167660,2.130074
cuda,pytorch_CycleGAN_and_pix2pix,1,14.105572,12.025002,3.729420,1.869463,5.545525,2.112898,0.834320,0.084708,0.147158,3.883218
cuda,pytorch_stargan,16,11.404138,9.960669,4.085471,1.451877,4.822964,1.417734,0.495145,0.072162,20.109681,40.046394,22.475326
cuda,pytorch_struct,200,4.454974,3.749177,1.489674,0.197661,2.806626,0.336323,0.181156,0.027872,15.505805,17.035466,15.367514
cuda,pytorch_unet,1,15.150166,13.054823,4.835622,1.856350,6.415994,2.655280,1.128545,0.107012,0.180520,3.678679
cuda,resnet152,32,80.831322,68.192708,19.903255,12.296047,19.899984,11.457115,4.277048,1.102284,3.228010,15.917700,2.412760
cuda,resnet18,16,12.541875,10.897511,4.763995,1.762470,5.543469,1.949023,0.820058,0.090068,2.784343,5.376245,2.605713
