dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.755513,21.520079,18.667380,11.595016,2.475355,15.941917,4.116125,1.829136,0.252825,24.555547,9.866184
cuda,Background_Matting,4,22.527808,20.344260,16.542296,9.981277,2.508733,15.625708,5.304024,2.740479,0.203860,26.706192,10.648624
cuda,LearningToPaint,96,13.668000,12.728941,8.805227,6.157174,0.972510,9.961691,1.378174,0.662543,0.068563,23.773776,5.811001
cuda,Super_SloMo,6,21.524240,19.405220,16.231056,10.379788,2.725666,14.257443,5.039356,2.432738,0.120498,8.413528,7.729547
cuda,alexnet,128,5.944119,5.633651,2.461954,2.142432,0.175316,5.660603,0.856353,0.281398,0.012205,3.813182,4.603707
cuda,attention_is_all_you_need_pytorch,256,25.155371,22.270359,19.214615,11.721096,2.518566,17.088706,4.215176,2.162594,0.329778,31.362304,10.734154
cuda,dcgan,32,5.712284,5.421731,2.475800,2.039456,0.316128,3.046209,0.173056,0.097223,0.010295,1.493342
cuda,demucs,4,13.198475,12.367867,8.841787,7.957664,0.422498,12.513966,0.899229,0.526256,0.031857,8.067115,5.330634
cuda,densenet121,4,51.620727,46.002424,41.681915,25.380180,7.395025,33.385211,12.589723,5.585596,0.657141,54.177293,22.016482
cuda,dlrm,1024,4.979234,4.665848,1.983456,1.549663,0.302321,2.784016,0.339738,0.132978,0.014629,1.717681
cuda,drq,1,7.439429,6.973136,3.185796,2.799343,0.117997,4.369186,0.120055,0.071493,0.013129,1.833309
cuda,fastNLP_Bert,6,26.812866,23.312261,19.683213,13.432755,1.975545,17.739115,3.389894,1.721930,0.274346,6.497051,8.784558
cuda,functorch_dp_cifar10,64,11.302633,10.567966,7.634310,5.102428,1.238027,10.453925,1.961822,1.002697,0.053180,34.081415,7.655373
cuda,hf_Albert,8,19.341932,17.382273,13.547697,8.018155,1.760681,12.339586,2.715844,1.709779,0.145291,9.006350,8.653580
cuda,hf_Bart,4,31.770990,25.627604,22.413908,14.487179,2.688776,20.653596,3.897167,2.164670,0.263752,3.980551,12.344233
cuda,hf_Bert,4,20.750124,17.364756,14.397973,8.429732,2.141704,12.133812,3.093831,1.559175,0.262527,3.031057,8.235082
