dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,18.005345,16.020818,12.995498,7.603266,1.810682,12.743244,3.176459,1.421768,0.145623,6.599826,9.076251
cuda,AlbertForQuestionAnswering,4,17.931272,15.984282,12.969726,7.604300,1.802512,12.903253,3.171929,1.423415,0.142808,3.108746,9.225049
cuda,BartForCausalLM,4,20.749341,17.332648,14.065125,8.261672,2.300330,12.439980,2.595607,1.560121,0.266307,1.553446,8.811437
cuda,BartForConditionalGeneration,2,43.289568,35.661737,32.122895,16.979894,5.214233,21.947709,7.839253,3.855101,1.039874,0.439984,16.020629
cuda,BertForMaskedLM,16,21.830130,18.224980,14.923961,8.607842,1.926792,13.176801,2.923176,1.833295,0.264559,2.612391,9.293301
cuda,BertForQuestionAnswering,16,21.115026,17.579066,14.666381,8.619956,1.902132,12.757254,3.144802,1.576170,0.261968,2.230777,8.901702
cuda,BlenderbotForCausalLM,4,31.876580,25.479784,22.637148,11.236728,3.845202,16.530737,5.521098,3.052872,0.662157,9.279065,13.898269
cuda,BlenderbotSmallForCausalLM,64,14.831575,12.646959,9.268722,5.367818,1.241027,9.178238,2.037239,1.059670,0.154304,2.849171,6.816264
cuda,BlenderbotSmallForConditionalGeneration,64,30.819566,25.446882,21.911273,11.851121,3.197137,16.564662,4.860097,2.583822,0.552088,2.329948,11.811031
cuda,CamemBert,16,22.099728,18.555129,15.317639,9.024587,1.898710,12.841939,3.395584,1.581126,0.263808,1.256629,8.167867
cuda,DebertaForMaskedLM,4,30.818037,25.045252,21.528007,15.028567,1.815039,22.923522,3.144591,2.074351,0.254032,3.468046,12.401163
cuda,DebertaForQuestionAnswering,8,33.223184,27.713373,23.591534,17.076805,1.781435,26.601898,3.283942,2.052876,0.255018,3.071459,13.957393
cuda,DebertaV2ForMaskedLM,1,41.910793,30.650877,27.435173,16.471337,2.412110,21.544435,3.765170,2.668362,0.474813,1.407728,12.580969
cuda,DebertaV2ForQuestionAnswering,2,40.447033,29.058722,25.728323,14.465129,2.772456,20.594768,5.270421,3.058996,0.499489,13.808125
cuda,DistilBertForMaskedLM,128,16.795456,14.971469,11.244911,8.169314,1.017278,12.217204,1.769570,0.869548,0.113303,8.548317,6.319672
cuda,DistilBertForQuestionAnswering,256,16.479677,14.641453,11.174621,8.026844,1.018569,12.620123,1.656976,1.064280,0.107016,10.152755,6.901160
cuda,DistillGPT2,16,15.976036,13.987028,10.586710,7.655204,1.083113,11.559839,1.888466,0.863711,0.099245,4.020761,6.158531
cuda,ElectraForCausalLM,32,22.346340,18.829210,15.599434,9.345872,1.947418,17.778453,3.629088,1.670554,0.269594,8.489782,12.836084
cuda,ElectraForQuestionAnswering,64,21.919717,18.404160,15.173439,8.914853,1.900295,17.070534,2.904144,1.815525,0.264165,2.703015,12.790758
