dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,25.903702,22.657096,18.917400,11.515727,2.508126,15.731039,4.094706,1.822847,0.252190,0.008647,23.245665,9.524170
cuda,Background_Matting,4,23.073160,20.943813,16.738640,10.225556,2.542081,15.793406,5.211535,2.766539,0.204453,0.003291,18.521846,10.663272
cuda,LearningToPaint,96,14.544664,13.618300,8.844891,6.316574,0.959499,9.805198,1.110693,0.661465,0.065239,0.002840,17.034940,5.454079
cuda,Super_SloMo,6,22.199517,20.043831,16.486113,10.570546,2.738069,14.456799,4.998591,2.423747,0.119852,8.492417,8.008119
cuda,alexnet,128,6.926747,6.612451,2.547994,2.225145,0.172457,5.900508,0.853921,0.279727,0.011995,0.002600,3.969850,3.398119
cuda,attention_is_all_you_need_pytorch,256,26.255294,23.351263,19.447371,11.916915,2.522669,16.920187,4.159214,1.949704,0.333518,0.002624,29.933045,10.434017
cuda,dcgan,32,5.777144,5.485753,2.455435,2.017781,0.324633,2.987307,0.167779,0.096528,0.010232,0.002544,1.467835
cuda,demucs,4,13.345051,12.508169,8.804644,8.039858,0.427776,12.568153,0.916970,0.529518,0.031364,0.003368,7.117713,5.313948
cuda,densenet121,4,51.063758,46.179731,41.922191,25.654297,6.778965,33.892499,12.539386,5.580309,0.649791,0.003401,39.367779,21.697793
cuda,drq,1,7.666877,7.196363,3.251349,2.884736,0.115269,4.504120,0.117888,0.070114,0.012486,0.002587,1.883451
cuda,fastNLP_Bert,6,26.889348,23.577416,19.782135,13.599727,1.935284,17.989032,3.495847,1.711156,0.267030,0.002935,6.370273,8.814662
cuda,functorch_dp_cifar10,64,11.821133,11.081800,8.049684,5.505363,1.239370,10.726141,1.953960,0.832108,0.053463,0.002668,22.718742,7.550898
cuda,hf_Albert,8,19.502633,17.557194,13.568111,8.089384,1.783769,12.741875,3.128646,1.438591,0.146940,0.002518,7.310630,8.555065
