dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.6406,162.3724,46.0981,1.2647
cuda,AlbertForQuestionAnswering,4,1.6503,160.1262,38.8716,1.3145
cuda,AllenaiLongformerBase,4,1.6568,108.6374,110.6102,0.9125
cuda,BartForCausalLM,4,1.5398,73.6173,37.8125,0.9749
cuda,BartForConditionalGeneration,2,1.4786,92.4911,62.6025,1.0139
cuda,BertForMaskedLM,16,1.5872,69.2719,43.4934,1.0498
cuda,BertForQuestionAnswering,16,1.7515,54.3055,42.0240,1.1370
cuda,BlenderbotForCausalLM,4,1.1347,80.2554,60.6211,0.9943
cuda,BlenderbotSmallForCausalLM,64,1.2587,47.2223,32.0087,0.9120
cuda,BlenderbotSmallForConditionalGeneration,64,1.3924,78.8314,45.6540,0.9803
cuda,CamemBert,16,1.5334,77.1089,40.9372,1.0469
cuda,DebertaForMaskedLM,4,0.9274,65.4922,45.8081,1.0409
cuda,DebertaForQuestionAnswering,8,1.0923,69.2010,47.5855,1.1527
cuda,DebertaV2ForMaskedLM,1,0.7269,139.4279,59.4068,0.9772
cuda,DebertaV2ForQuestionAnswering,2,0.7330,141.7143,56.9880,0.9802
cuda,DistilBertForMaskedLM,128,1.2426,68.1635,31.1357,0.9624
cuda,DistilBertForQuestionAnswering,256,1.4340,72.3083,32.8306,1.1479
cuda,DistillGPT2,16,1.7084,62.0496,22.9549,1.0641
cuda,ElectraForCausalLM,32,1.8532,47.5356,62.4817,0.9717
cuda,ElectraForQuestionAnswering,64,2.0945,54.6259,45.7185,1.1633
cuda,GPT2ForSequenceClassification,4,2.3338,39.6949,31.6951,1.2323
cuda,LayoutLMForMaskedLM,16,1.6108,69.9064,46.3121,1.0495
cuda,LayoutLMForSequenceClassification,16,1.7647,55.2804,48.4621,1.1330
cuda,M2M100ForConditionalGeneration,16,1.3420,76.2201,97.1947,0.9788
cuda,MBartForCausalLM,4,1.5512,73.1601,40.2087,0.9830
cuda,MBartForConditionalGeneration,2,1.4887,92.2446,66.5296,1.0307
cuda,MT5ForConditionalGeneration,16,1.8407,49.5572,131.3312,1.0011
cuda,MegatronBertForCausalLM,4,1.5471,59.7025,72.2795,1.0952
cuda,MegatronBertForQuestionAnswering,8,1.6560,85.6677,68.7052,1.1152
cuda,MobileBertForMaskedLM,64,1.1153,149.7823,143.2546,1.0136
cuda,MobileBertForQuestionAnswering,128,1.1245,147.9453,137.9310,0.8392
cuda,OPTForCausalLM,2,2.4691,67.8966,35.3736,1.1403
cuda,PLBartForCausalLM,8,1.6024,69.1619,27.6334,0.9887
cuda,PLBartForConditionalGeneration,4,1.6448,71.4192,50.5004,1.0495
cuda,PegasusForCausalLM,32,1.2181,59.4815,37.9740,0.9736
cuda,PegasusForConditionalGeneration,32,1.2884,107.4963,65.4979,1.0689
cuda,RobertaForCausalLM,16,1.6657,68.9968,43.6988,1.0497
cuda,RobertaForQuestionAnswering,16,1.7441,54.6873,39.1679,1.1366
cuda,Speech2Text2ForCausalLM,256,1.5269,34.7121,30.0763,0.8760
cuda,T5ForConditionalGeneration,4,1.6280,63.9951,55.5185,1.1814
cuda,T5Small,4,1.6262,64.1902,55.5553,1.1814
cuda,TrOCRForCausalLM,32,1.2813,107.0109,38.0525,0.9583
cuda,XGLMForCausalLM,8,1.3024,64.5788,63.3646,0.9742
cuda,XLNetLMHeadModel,8,1.6064,169.1107,80.9249,1.1240
cuda,YituTechConvBert,16,1.5434,80.9145,73.5367,1.0365
