dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,11.812954,7.891883,7.839929
cuda,Background_Matting,4,8.409824,5.590484,5.573604
cuda,LearningToPaint,96,3.111696,2.003471,1.988832
cuda,Super_SloMo,6,8.009891,5.742734,5.727974
cuda,alexnet,128,0.754194,0.393178,0.379222
cuda,attention_is_all_you_need_pytorch,256,11.315105,7.844992,7.829188
cuda,dcgan,32,0.692287,0.367181,0.353091
cuda,demucs,4,2.102557,1.080029,1.065553
cuda,densenet121,4,20.264505,13.545283,13.524632
cuda,dlrm,1024,0.760907,0.444787,0.430802
cuda,drq,1,1.007877,0.478417,0.463220
cuda,fastNLP_Bert,6,11.326293,7.393352,7.375765
cuda,functorch_dp_cifar10,64,2.516359,1.568353,1.553781
cuda,hf_Albert,8,8.507694,6.369064,6.354005
cuda,hf_Bart,4,17.418143,9.467650,9.448008
cuda,hf_Bert,4,12.053951,7.232986,7.215856
cuda,hf_Bert_large,4,24.702582,14.131274,14.111479
cuda,hf_BigBird,2,37.376207,26.198016,26.167767
cuda,hf_DistilBert,8,5.636644,3.562312,3.547016
cuda,hf_GPT2,4,10.110614,6.558552,6.541315
cuda,hf_GPT2_large,4,30.887848,18.927104,18.905645
cuda,hf_Longformer,2,32.378551,22.297749,22.256335
cuda,hf_Reformer,4,5.218984,2.514511,2.497338
cuda,hf_T5,8,13.054292,8.325315,8.306923
cuda,hf_T5_large,2,52.947610,32.358240,32.331690
cuda,lennard_jones,1000,0.582418,0.283719,0.269432
cuda,mnasnet1_0,32,7.594824,5.039005,5.020996
cuda,mobilenet_v2,96,7.736076,5.176368,5.160677
cuda,mobilenet_v3_large,32,8.639460,5.807714,5.791315
cuda,nvidia_deeprecommender,256,0.737058,0.374420,0.360888
cuda,phlippe_densenet,128,7.820848,5.209443,5.192899
cuda,phlippe_resnet,128,3.039052,1.963833,1.949260
cuda,pytorch_CycleGAN_and_pix2pix,1,3.086327,2.145964,2.127472
cuda,pytorch_stargan,16,3.308471,2.343161,2.328088
cuda,pytorch_struct,200,1.356847,0.798154,0.784269
cuda,pytorch_unet,1,3.849004,2.502294,2.487549
cuda,resnet152,32,24.511236,15.005684,14.983041
cuda,resnet18,16,2.970709,1.914494,1.900093
cuda,resnet50,32,7.734619,5.110851,5.093401
cuda,resnext50_32x4d,8,7.647030,5.048876,5.032795
cuda,shufflenet_v2_x1_0,128,8.762690,5.679288,5.662211
cuda,soft_actor_critic,256,0.559978,0.232661,0.218593
cuda,speech_transformer,32,14.629079,9.542856,9.524016
cuda,squeezenet1_1,32,1.793502,1.006002,0.991155
cuda,timm_efficientdet,1,44.011850,24.749138,24.723313
cuda,timm_efficientnet,32,11.101834,6.764217,6.746841
cuda,timm_nfnet,128,11.539164,6.774049,6.757753
cuda,timm_regnet,32,12.944141,7.483910,7.465095
cuda,timm_resnest,32,4.209422,2.621820,2.607034
cuda,timm_vision_transformer,8,7.767245,5.123616,5.107573
cuda,timm_vision_transformer_large,8,26.876510,16.597118,16.575008
cuda,timm_vovnet,32,6.456618,3.805923,3.790646
cuda,tts_angular,64,0.485590,0.184261,0.170319
cuda,vgg16,64,1.241981,0.684157,0.669919
cuda,yolov3,16,12.205864,7.693101,7.674964
