dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,Background_Matting,4,1.598705
cuda,LearningToPaint,96,0.750668
cuda,Super_SloMo,6,1.481323
cuda,alexnet,128,0.481797
cuda,attention_is_all_you_need_pytorch,256,2.223176
cuda,dcgan,32,0.424225
cuda,demucs,4,0.908234
cuda,densenet121,4,3.407354
cuda,dlrm,2048,0.741432
cuda,drq,1,0.465249
cuda,fastNLP_Bert,6,2.484796
cuda,hf_Albert,8,1.512249
cuda,hf_Bart,4,2.491989
cuda,hf_Bert,4,2.327001
cuda,hf_BigBird,2,49.283577
cuda,hf_DistilBert,8,1.289696
cuda,hf_GPT2,4,1.969303
cuda,hf_Longformer,2,16.788491
cuda,hf_Reformer,4,2.851213
cuda,hf_T5,8,3.141585
cuda,mnasnet1_0,32,1.437886
cuda,mobilenet_v2,96,1.461597
cuda,mobilenet_v3_large,32,1.640486
cuda,moco,32,3.186456
cuda,nvidia_deeprecommender,256,219.152560
cuda,pytorch_CycleGAN_and_pix2pix,1,0.885875
cuda,pytorch_stargan,16,0.740198
cuda,pytorch_struct,200,0.454304
cuda,pytorch_unet,1,0.955645
cuda,resnet18,16,0.768724
cuda,resnet50,32,1.445678
cuda,resnext50_32x4d,8,1.450495
cuda,shufflenet_v2_x1_0,128,1.609995
cuda,soft_actor_critic,256,0.342375
cuda,speech_transformer,32,3.039485
cuda,squeezenet1_1,32,0.739588
cuda,tacotron2,64,20.766282
cuda,timm_efficientdet,1,21.597548
cuda,timm_efficientnet,32,2.550851
cuda,timm_nfnet,128,2.336782
cuda,timm_regnet,32,3.403337
cuda,timm_resnest,32,1.028755
cuda,timm_vision_transformer,8,1.621814
cuda,timm_vovnet,32,1.963693
cuda,tts_angular,64,1.015406
cuda,vgg16,64,0.580763
cuda,yolov3,16,7.955334
