dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.443709,6.660573
cuda,botnet26t_256,128,1.356301,2.782329
cuda,cait_m36_384,2,4.100925,20.543872
cuda,coat_lite_mini,128,1.471214,4.820591
cuda,convit_base,32,3.060522,9.532907
cuda,convmixer_768_32,32,1.348588,4.466103
cuda,convnext_base,32,1.861155,6.684044
cuda,crossvit_9_240,64,1.816129,6.778494
cuda,cspdarknet53,64,2.217854,4.615247
cuda,deit_base_distilled_patch16_224,64,1.190565,3.670176
cuda,densenet121,64,3.300291,9.361557
cuda,dla102,64,1.665810,7.768595
cuda,dm_nfnet_f0,128,2.232050,5.824494
cuda,dpn107,32,3.810083,10.132734
cuda,eca_botnext26ts_256,64,1.423948,3.185375
cuda,eca_halonext26ts,64,1.483709,3.421215
cuda,ese_vovnet19b_dw,128,1.091208,2.038529
cuda,fbnetc_100,128,2.000824,4.110764
cuda,fbnetv3_b,128,3.225445,7.732434
cuda,gernet_l,128,1.945792,3.750089
cuda,ghostnet_100,128,2.135616,6.435087
cuda,gluon_inception_v3,128,1.446877,6.626797
cuda,gluon_xception65,32,1.877357,8.756731
cuda,gmixer_24_224,64,1.731485,7.060425
cuda,gmlp_s16_224,64,1.645455,6.197801
cuda,hrnet_w18,2,5.589015,33.182714
cuda,inception_v3,128,1.468513,6.693009
cuda,jx_nest_base,32,2.521937,9.512334
cuda,lcnet_050,128,1.027671,1.737160
cuda,mixer_b16_224,64,1.004560,2.814233
cuda,mixnet_l,64,5.591070,8.759544
cuda,mnasnet_100,128,1.620994,3.185819
cuda,mobilenetv2_100,128,1.610710,3.004863
cuda,mobilenetv3_large_100,128,1.625241,3.527310
cuda,mobilevit_s,32,1.854898,5.598182
cuda,nfnet_l0,64,1.929650,6.004876
cuda,pit_b_224,64,1.331143,4.239604
cuda,pnasnet5large,16,4.766557,25.266458
cuda,poolformer_m36,64,2.102019,6.735178
cuda,regnety_002,128,1.593364,4.297941
cuda,repvgg_a2,128,1.887165,3.039917
cuda,res2net101_26w_4s,64,2.904262,16.216676
cuda,res2net50_14w_8s,2,2.509321,14.041285
cuda,res2next50,2,1.461014,6.481979
cuda,resmlp_12_224,128,0.936095,2.339883
cuda,resnest101e,32,3.326734,15.651621
cuda,resnet18,128,0.591891,1.110859
cuda,rexnet_100,128,1.848864,5.056636
cuda,sebotnet33ts_256,64,1.658880,4.377630
cuda,selecsls42b,128,0.811877,2.511622
cuda,spnasnet_100,128,1.963175,4.026844
cuda,swsl_resnext101_32x16d,32,1.626147,7.455242
cuda,tf_efficientnet_b0,128,1.850296,4.978218
cuda,tf_mixnet_l,64,5.849413,8.564212
cuda,tinynet_a,128,2.199876,5.882761
cuda,tnt_s_patch16_224,64,2.305254,10.065031
cuda,twins_pcpvt_base,32,3.377509,14.576014
cuda,visformer_small,128,1.079655,3.333169
cuda,vit_base_patch16_224,64,1.172310,3.601503
cuda,volo_d1_224,64,1.804835,7.042361
cuda,xcit_large_24_p8_224,5,3.698493,18.438614
