dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9943,7.5151,8.4945
cuda,beit_base_patch16_224,64,0.9810,5.8178,8.5955
cuda,botnet26t_256,128,0.9465,4.1403,7.4459
cuda,cait_m36_384,2,0.8225,20.5602,9.1838
cuda,coat_lite_mini,128,0.9876,6.2344,7.9807
cuda,convit_base,32,0.9850,10.3406,6.5621
cuda,convmixer_768_32,32,0.9982,6.0320,7.1028
cuda,convnext_base,32,0.9229,7.9193,5.6813
cuda,crossvit_9_240,64,0.9467,8.0061,3.6223
cuda,cspdarknet53,64,0.8232,6.3224,6.6450
cuda,deit_base_distilled_patch16_224,64,0.9947,4.8050,8.1700
cuda,densenet121,64,0.8880,11.9798,4.4886
cuda,dla102,64,0.9918,8.0685,5.5488
cuda,dm_nfnet_f0,128,0.9964,7.6331,8.3640
cuda,dpn107,32,0.8111,12.7223,6.8120
cuda,eca_botnext26ts_256,64,0.7672,4.4844,5.6612
cuda,eca_halonext26ts,64,0.7732,4.7663,5.6381
cuda,ese_vovnet19b_dw,128,0.9008,3.0805,6.0866
cuda,fbnetc_100,128,0.8191,5.7315,4.3266
cuda,fbnetv3_b,128,0.7835,9.2736,7.3175
cuda,gernet_l,128,0.8354,5.2440,5.3468
cuda,ghostnet_100,128,0.9837,7.9372,3.2839
cuda,gluon_inception_v3,128,0.9943,7.4790,8.4945
cuda,gluon_xception65,32,0.9872,9.1162,8.1990
cuda,gmixer_24_224,64,0.8848,7.8336,4.8632
cuda,gmlp_s16_224,64,0.9848,7.2509,6.3855
cuda,hrnet_w18,2,0.9188,29.2497,0.4564
cuda,inception_v3,128,0.9943,7.3933,8.4945
cuda,jx_nest_base,32,0.9678,10.7667,9.8688
cuda,lcnet_050,128,0.8385,2.6134,1.6204
cuda,mixer_b16_224,64,0.9938,3.5950,5.4046
cuda,mixnet_l,64,0.8050,12.8020,4.6405
cuda,mnasnet_100,128,0.8341,4.7737,3.5702
cuda,mobilenetv2_100,128,0.8313,4.3147,6.9145
cuda,mobilenetv3_large_100,128,0.8407,4.8541,3.6911
cuda,mobilevit_s,32,0.7426,6.7264,4.6346
cuda,nfnet_l0,64,0.8268,7.4937,4.0727
cuda,pit_b_224,64,0.9961,5.5667,13.4364
cuda,pnasnet5large,16,1.0252,23.3456,10.6719
cuda,poolformer_m36,64,0.9983,8.4962,11.3957
cuda,regnety_002,128,0.9007,5.3725,1.8023
cuda,repvgg_a2,128,0.8046,4.6624,3.8971
cuda,res2net101_26w_4s,64,0.9778,14.8536,6.4960
cuda,res2net50_14w_8s,2,0.9078,13.6028,0.5026
cuda,res2next50,2,0.9204,6.9894,0.4984
cuda,resmlp_12_224,128,0.9971,3.3355,4.5376
cuda,resnest101e,32,0.9594,15.7387,5.2554
cuda,resnet18,128,0.9933,1.6746,2.3993
cuda,rexnet_100,128,0.8219,6.4513,7.8694
cuda,sebotnet33ts_256,64,0.8015,5.6259,9.8376
cuda,selecsls42b,128,0.9935,3.2347,3.9622
cuda,spnasnet_100,128,0.8002,5.4766,3.8657
cuda,swin_base_patch4_window7_224,64,0.9485,14.0475,11.4794
cuda,swsl_resnext101_32x16d,32,0.9825,7.9940,9.9294
cuda,tf_efficientnet_b0,128,0.7506,6.5270,7.7671
cuda,tf_mixnet_l,64,0.8192,13.2776,5.0068
cuda,tinynet_a,128,0.7095,7.4218,6.2989
cuda,tnt_s_patch16_224,64,0.9947,11.4259,7.3626
cuda,twins_pcpvt_base,32,0.8859,15.9068,4.5083
cuda,visformer_small,128,0.9987,4.2559,7.4562
cuda,vit_base_patch16_224,64,0.9957,4.7748,8.0929
cuda,volo_d1_224,64,0.9951,8.3637,7.8636
cuda,xcit_large_24_p8_224,5,0.8381,18.5929,7.5912
