dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,2.243954
cuda,beit_base_patch16_224,64,2.118752
cuda,botnet26t_256,128,1.900606
cuda,cait_m36_384,2,5.616778
cuda,coat_lite_mini,128,1.858446
cuda,convit_base,32,26.003467
cuda,convmixer_768_32,32,1.915574
cuda,convnext_base,32,2.588035
cuda,crossvit_9_240,64,2.629432
cuda,cspdarknet53,64,3.120019
cuda,deit_base_distilled_patch16_224,64,1.961022
cuda,densenet121,64,7.290880
cuda,dla102,64,2.742750
cuda,dm_nfnet_f0,128,2.472400
cuda,dpn107,32,5.225768
cuda,eca_botnext26ts_256,64,1.992619
cuda,eca_halonext26ts,64,2.096048
cuda,ese_vovnet19b_dw,128,1.474211
cuda,fbnetc_100,128,2.826635
cuda,fbnetv3_b,128,4.399765
cuda,gernet_l,128,2.869067
cuda,ghostnet_100,128,3.281632
cuda,gluon_inception_v3,128,2.257603
cuda,gluon_xception65,32,3.044491
cuda,gmixer_24_224,64,2.546158
cuda,gmlp_s16_224,64,2.353941
cuda,hrnet_w18,2,9.774349
cuda,inception_v3,128,2.242054
cuda,jx_nest_base,32,3.058492
cuda,lcnet_050,128,1.409847
cuda,mixer_b16_224,64,1.613566
cuda,mixnet_l,64,6.900188
cuda,mnasnet_100,128,2.272635
cuda,mobilenetv2_100,128,2.312373
cuda,mobilenetv3_large_100,128,2.313611
cuda,mobilevit_s,32,2.760245
cuda,nfnet_l0,64,2.286367
cuda,pit_b_224,64,1.938587
cuda,pnasnet5large,16,7.466506
cuda,poolformer_m36,64,3.188442
cuda,regnety_002,128,2.394561
cuda,repvgg_a2,128,2.719539
cuda,res2net101_26w_4s,64,4.258867
cuda,res2net50_14w_8s,2,3.689314
cuda,res2next50,2,2.210909
cuda,resmlp_12_224,128,1.277884
cuda,resnest101e,32,5.350618
cuda,resnet18,128,0.891670
cuda,rexnet_100,128,2.841144
cuda,sebotnet33ts_256,64,2.351830
cuda,selecsls42b,128,1.296495
cuda,spnasnet_100,128,2.780791
cuda,swin_base_patch4_window7_224,64,4.512362
cuda,swsl_resnext101_32x16d,32,3.008568
cuda,tf_efficientnet_b0,128,2.606069
cuda,tf_mixnet_l,64,6.962051
cuda,tinynet_a,128,3.149484
cuda,tnt_s_patch16_224,64,3.222503
cuda,twins_pcpvt_base,32,4.266218
cuda,visformer_small,128,1.817837
cuda,vit_base_patch16_224,64,1.923510
cuda,volo_d1_224,64,2.495344
cuda,xcit_large_24_p8_224,5,4.801428
