dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.0099,1.7475,2.5744
cuda,Background_Matting,4,0.9994,1.0727,5.9098
cuda,LearningToPaint,96,0.9994,0.5179,0.6581
cuda,Super_SloMo,6,0.9996,1.1055,3.7365
cuda,alexnet,128,1.0000,0.3573,1.4059
cuda,attention_is_all_you_need_pytorch,256,1.0055,1.4742,3.5871
cuda,dcgan,32,0.9969,0.3402,0.0619
cuda,demucs,4,0.9968,0.6999,4.5417
cuda,densenet121,4,1.0009,1.7104,0.3699
cuda,dlrm,2048,0.9952,0.5881,5.0293
cuda,drq,1,1.0046,0.3718,0.0622
cuda,fastNLP_Bert,6,0.9961,1.7373,4.1051
cuda,hf_Albert,8,1.0011,1.4911,5.8899
cuda,hf_Bart,4,1.0149,1.7594,4.8189
cuda,hf_Bert,4,1.0364,1.5163,3.3418
cuda,hf_BigBird,2,0.9951,7.4311,5.2180
cuda,hf_DistilBert,8,0.9990,0.7580,3.1521
cuda,hf_GPT2,4,1.0194,1.5412,4.6035
cuda,hf_Longformer,2,0.9875,1.7730,4.1830
cuda,hf_Reformer,4,0.9993,1.7959,1.4385
cuda,hf_T5,8,1.0016,2.7327,13.7885
cuda,mnasnet1_0,32,0.9970,0.7454,0.8370
cuda,mobilenet_v2,96,0.9988,0.8096,4.0263
cuda,mobilenet_v3_large,32,1.0018,0.8373,0.8665
cuda,moco,32,0.9966,1.6877,2.4070
cuda,nvidia_deeprecommender,256,0.9996,0.3621,3.9916
cuda,pytorch_CycleGAN_and_pix2pix,1,1.0003,0.5555,0.3366
cuda,pytorch_stargan,16,0.9957,0.5207,0.6665
cuda,pytorch_struct,200,0.9847,0.3985,0.7058
cuda,pytorch_unet,1,0.9994,0.6124,1.9833
cuda,resnet18,16,1.0016,0.5187,0.3793
cuda,resnet50,32,1.0019,0.8290,1.7684
cuda,resnext50_32x4d,8,0.9989,0.8306,0.7686
cuda,shufflenet_v2_x1_0,128,0.9980,0.9047,1.6724
cuda,soft_actor_critic,256,0.9779,0.3056,0.0253
cuda,speech_transformer,32,1.0061,1.8552,1.0113
cuda,squeezenet1_1,32,0.9985,0.4892,0.4808
cuda,tacotron2,64,0.9810,26.2384,8.4279
cuda,timm_efficientdet,1,0.8915,19.0876,0.9748
cuda,timm_efficientnet,32,0.8153,1.6645,1.5786
cuda,timm_nfnet,128,0.9989,2.1147,7.7275
cuda,timm_regnet,32,0.9780,2.1250,3.6861
cuda,timm_resnest,32,1.0033,0.5685,1.3206
cuda,timm_vision_transformer,8,1.0039,0.8940,0.6706
cuda,timm_vovnet,32,0.6066,1.4879,1.5754
cuda,tts_angular,64,0.9811,0.4682,0.3380
cuda,vgg16,64,0.9995,0.4605,4.7012
cuda,yolov3,16,0.9989,5.9445,5.6712
