dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.741601,12.824181,5.132836,1.901190,10.017869,3.611493,1.309472,0.156840,1.306524,1.439302,8.185886
cuda,AlbertForQuestionAnswering,4,14.751428,12.839341,5.088004,1.864100,9.900707,3.582449,1.283717,0.153537,0.918751,1.060596,7.688393
cuda,AllenaiLongformerBase,4,61.910037,53.146866,31.873238,6.489860,39.533992,17.187504,6.141276,0.451183,16.496280,3.224348,31.023382
cuda,BartForCausalLM,4,19.137333,15.901488,7.548018,2.104697,10.674275,4.094311,1.853361,0.345321,2.146072,2.385664,7.678653
cuda,BartForConditionalGeneration,2,48.995276,40.389695,18.254422,6.001714,24.192740,11.410619,4.695457,1.433432,0.910898,1.279121,13.160213
cuda,BertForMaskedLM,16,20.113326,16.477769,7.290626,2.290440,10.460365,4.542391,1.946175,0.359978,2.085038,2.162680,7.671721
cuda,BertForQuestionAnswering,16,19.905574,16.322052,7.248150,2.226757,10.323016,4.462107,1.912064,0.345178,1.393645,1.773040,6.818753
cuda,BlenderbotSmallForCausalLM,64,13.051613,10.760599,4.662583,1.455461,7.004628,2.593775,1.321095,0.211053,3.049535,6.931322,2.821308
cuda,BlenderbotSmallForConditionalGeneration,64,32.559574,26.856081,12.324202,3.868744,16.409895,7.562908,3.181275,0.741997,1.929623,1.904296,10.086145
cuda,CamemBert,16,20.291640,16.564703,7.180701,2.292517,10.390725,4.584534,1.952839,0.356920,0.731965,1.038562,6.359729
cuda,DebertaForMaskedLM,4,33.483187,26.434140,16.209009,3.097651,20.002843,5.853277,2.766820,0.401042,15.190202,2.645516,22.356340
cuda,DebertaForQuestionAnswering,8,33.736192,26.645856,16.440076,3.042613,19.902155,5.755126,2.724943,0.396082,17.185210,3.013429,23.970371
cuda,DebertaV2ForMaskedLM,1,51.669254,37.912428,19.781024,4.613445,23.159696,7.331203,3.865809,0.696193,34.523725,1.737978,42.989568
cuda,DebertaV2ForQuestionAnswering,2,51.945824,38.297526,20.002689,5.200518,24.214190,8.948754,4.586727,0.724581,35.008951,0.547790,44.904402
