dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,14.741906,12.730618,4.582637,1.962599,9.518087,3.651472,1.323929,0.161571,1.308403,1.456909,8.301828
cuda,AlbertForQuestionAnswering,4,14.672162,12.696987,4.593120,1.911631,9.444424,3.585688,1.308959,0.155178,0.916451,1.055822,7.773956
cuda,AllenaiLongformerBase,4,60.966586,51.921350,29.346669,6.548018,36.882583,17.471671,6.178137,0.453943,16.468225,3.284857,30.932931
cuda,BartForCausalLM,4,19.387220,15.828479,7.143267,2.160928,10.394491,3.971610,2.095384,0.357002,2.076678,2.337040,7.803827
cuda,BartForConditionalGeneration,2,49.739408,40.868026,17.963159,6.118968,23.959572,11.525837,4.763815,1.472976,0.912329,1.321349,13.341544
cuda,BertForMaskedLM,16,19.545663,15.865042,6.493936,2.254905,9.685556,4.424690,1.920553,0.351622,1.766187,2.157089,7.336838
cuda,BertForQuestionAnswering,16,19.696295,16.015104,6.614066,2.229185,9.711371,4.414320,1.920728,0.349178,1.359139,1.708960,6.809249
cuda,BlenderbotSmallForCausalLM,64,12.264234,10.023473,3.970544,1.411616,6.308742,2.561197,1.290671,0.202547,2.791054,6.620707,2.501868
cuda,BlenderbotSmallForConditionalGeneration,64,32.501541,26.622841,11.457045,3.930138,15.550196,7.585441,3.215300,0.741239,1.845096,1.864293,10.072830
cuda,CamemBert,16,19.566154,15.892896,6.561164,2.266124,9.678919,4.435749,1.930589,0.350611,0.687000,1.101292,6.193375
cuda,DebertaForMaskedLM,4,30.123096,22.950372,12.389558,3.069762,16.323375,5.785657,2.758008,0.398856,15.309379,2.561033,22.588608
cuda,DebertaForQuestionAnswering,8,30.144187,22.992219,12.471794,3.040125,16.148195,5.773453,2.739026,0.390850,16.360713,2.863273,23.352612
cuda,DebertaV2ForMaskedLM,1,47.708169,34.091578,15.567258,4.646958,19.065335,7.327203,3.872190,0.701813,34.898139,1.958003,43.512112
cuda,DebertaV2ForQuestionAnswering,2,48.214299,34.518918,15.854338,5.196419,20.246156,8.812845,4.491396,0.707672,34.913965,0.575263,44.976754
cuda,DistilBertForMaskedLM,128,11.337497,9.718515,4.783244,1.175919,6.803416,2.344312,1.049449,0.146538,1.430709,4.032204,4.691544
cuda,DistilBertForQuestionAnswering,256,11.446559,9.822404,4.883123,1.157347,7.020382,2.373974,1.046344,0.140995,0.810381,2.999402,4.170081
cuda,DistillGPT2,16,10.120111,8.562042,4.209518,1.268742,6.279328,2.254589,0.983104,0.133503,1.682588,2.691254,5.078866
cuda,ElectraForCausalLM,32,21.704442,18.003088,8.552602,2.310499,15.201184,4.952760,2.062409,0.353858,3.802809,3.958570,12.892706
cuda,ElectraForQuestionAnswering,64,19.568755,15.936554,6.597606,2.231477,11.753478,4.457930,1.914896,0.351865,2.125009,2.424147,9.636868
cuda,GPT2ForSequenceClassification,4,16.971286,13.844567,5.897905,2.621751,8.680985,3.890512,1.767796,0.300823,1.579931,2.335359,7.092736
cuda,LayoutLMForMaskedLM,16,21.134540,17.210279,7.699587,2.306417,10.943270,4.503502,1.951312,0.352731,1.797029,2.641763,7.472337
cuda,LayoutLMForSequenceClassification,16,21.261464,17.357232,7.916405,2.349956,12.696942,5.310707,2.231929,0.350189,6.183124,6.944121,13.436733
cuda,M2M100ForConditionalGeneration,16,46.428328,37.670520,15.973596,5.851584,23.739420,10.420494,4.764295,1.002626,4.345099,11.357021,18.261017
cuda,MBartForCausalLM,4,19.638129,16.097991,7.323755,2.275161,11.018760,4.341165,1.958587,0.378307,2.116415,2.267592,8.205018
cuda,MBartForConditionalGeneration,2,50.845448,41.697707,17.057208,6.519659,24.696764,12.307128,5.660997,1.574582,0.562369,0.640236,15.039464
cuda,MT5ForConditionalGeneration,16,31.423347,26.152005,11.005893,4.074805,16.656510,7.922062,2.907626,0.576295,3.986286,21.484019,13.920136
cuda,MegatronBertForCausalLM,4,38.215917,30.933174,12.558434,5.186234,18.383548,9.541670,3.865386,1.041842,1.039703,1.847342,12.299711
cuda,MegatronBertForQuestionAnswering,8,38.185605,30.957098,12.621929,5.140243,18.303132,9.474317,3.815658,1.027569,1.380008,1.666637,12.450079
cuda,MobileBertForMaskedLM,64,51.594499,42.758318,11.800279,6.191724,29.161838,15.524190,6.423922,4.088801,2.998157,4.230109,26.944787
cuda,MobileBertForQuestionAnswering,128,51.847908,43.033926,12.190412,6.241889,29.333537,15.274481,6.346334,4.057428,2.598264,3.012360,26.378727
cuda,OPTForCausalLM,2,19.015097,15.670187,7.221721,2.241994,10.401712,4.659744,2.027355,0.350084,2.467642,3.341958,8.192209
cuda,PLBartForCausalLM,8,11.243657,9.528306,4.837133,1.136940,7.081075,2.169666,1.002654,0.142461,1.294923,1.531798,4.736913
cuda,PLBartForConditionalGeneration,4,25.376048,21.009693,8.967142,3.182270,13.012239,5.626706,2.521195,0.508748,2.410480,2.658057,9.794827
cuda,PegasusForCausalLM,32,18.749645,15.349430,6.688535,2.392374,10.501730,4.071992,1.925560,0.372930,2.558287,2.413161,8.887401
cuda,PegasusForConditionalGeneration,32,37.152067,32.555948,11.915746,4.778169,20.514056,9.537897,4.255558,1.010469,1.922728,0.647905,15.562161
cuda,RobertaForCausalLM,16,19.543336,15.944796,6.642001,2.258206,9.545821,4.478151,1.925907,0.350080,0.718417,1.430769,6.006377
cuda,RobertaForQuestionAnswering,16,19.459552,15.873694,6.563895,2.223804,9.346399,4.417322,1.905060,0.341713,0.404433,0.729646,5.534504
cuda,Speech2Text2ForCausalLM,256,10.900789,8.978602,4.732485,0.990308,7.225457,1.950580,0.971699,0.145033,1.468246,1.340049,5.011798
cuda,T5ForConditionalGeneration,4,22.377768,18.677611,8.434676,2.889660,12.231374,5.303453,2.099525,0.357569,2.911285,8.175763,9.738634
cuda,T5Small,4,22.405991,18.725045,8.510019,2.872759,12.343202,5.305109,2.074146,0.365439,3.038397,7.856196,9.886476
cuda,TrOCRForCausalLM,32,19.169003,15.645069,7.067953,2.112558,10.295676,3.928671,2.083669,0.345684,1.257516,1.353469,6.907012
cuda,XGLMForCausalLM,8,38.759262,32.030724,13.296317,4.981843,20.661710,9.676265,3.984782,1.083737,4.721722,32.818378,17.331732
cuda,XLNetLMHeadModel,8,52.128174,44.462991,19.462843,8.369332,24.403296,14.134558,4.293621,1.077278,10.430695,13.642951
cuda,YituTechConvBert,16,29.236042,24.054403,10.108027,3.999805,16.048775,7.038651,2.873297,0.594036,6.012317,8.946638,16.143238
