dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.073677
cuda,AlbertForQuestionAnswering,2,1.061349
cuda,AllenaiLongformerBase,1,3.818198
cuda,BartForCausalLM,2,0.997374
cuda,BartForConditionalGeneration,1,2.440789
cuda,BertForMaskedLM,64,1.228237
cuda,BertForQuestionAnswering,64,1.222110
cuda,BigBird,1,6.247972
cuda,BlenderbotSmallForCausalLM,64,0.744931
cuda,BlenderbotSmallForConditionalGeneration,32,1.626673
cuda,CamemBert,1,1.243739
cuda,DebertaForMaskedLM,4,2.738718
cuda,DebertaForQuestionAnswering,4,2.735327
cuda,DistilBertForMaskedLM,16,0.573393
cuda,DistilBertForQuestionAnswering,32,0.584178
cuda,DistillGPT2,1,0.708928
cuda,ElectraForCausalLM,1,1.240644
cuda,ElectraForQuestionAnswering,64,1.246859
cuda,GPT2ForSequenceClassification,4,1.285071
cuda,GoogleFnet,1,0.801838
cuda,LayoutLMForMaskedLM,16,1.333145
cuda,LayoutLMForSequenceClassification,16,1.340557
cuda,M2M100ForConditionalGeneration,2,2.393607
cuda,MBartForCausalLM,16,1.010643
cuda,MBartForConditionalGeneration,8,2.456287
cuda,MT5ForConditionalGeneration,2,2.847598
cuda,MegatronBertForCausalLM,2,2.477361
cuda,MegatronBertForQuestionAnswering,8,2.444239
cuda,MobileBertForMaskedLM,16,6.215091
cuda,MobileBertForQuestionAnswering,32,6.101574
cuda,OPTForCausalLM,4,1.061571
cuda,PLBartForCausalLM,16,0.614015
cuda,PLBartForConditionalGeneration,8,1.307107
cuda,PegasusForCausalLM,8,1.044113
cuda,PegasusForConditionalGeneration,4,2.305297
cuda,RobertaForCausalLM,4,1.248552
cuda,RobertaForQuestionAnswering,64,1.229158
cuda,Speech2Text2ForCausalLM,64,0.651451
cuda,T5ForConditionalGeneration,4,1.877186
cuda,T5Small,1,1.868685
cuda,TrOCRForCausalLM,8,0.976080
cuda,XGLMForCausalLM,1,1.960370
cuda,XLNetLMHeadModel,4,2.987637
cuda,YituTechConvBert,1,1.733220
