,Compiler,torchbench,huggingface,timm_models
eager,eager,0.98x,1.00x,1.00x
aot_eager,aot_eager,0.88x,0.90x,0.88x
aot_cudagraphs,aot_cudagraphs,0.41x,0.34x,0.31x
aot_nvfuser,aot_nvfuser,0.97x,1.00x,0.84x
inductor,inductor,0.90x,0.72x,0.98x
