,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 51/52","98%, 43/44","100%, 61/61"
aot_eager,aot_eager,"94%, 49/52","93%, 41/44","95%, 58/61"
aot_cudagraphs,aot_cudagraphs,"83%, 43/52","82%, 36/44","70%, 43/61"
aot_nvfuser,aot_nvfuser,"31%, 16/52","2%, 1/44","25%, 15/61"
inductor,inductor,"69%, 36/52","68%, 30/44","57%, 35/61"
