dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,adv_inception_v3,128,1.0001,0.0,1.3876
cuda,beit_base_patch16_224,128,0.9994,0.96,0.0
cuda,botnet26t_256,128,0.8292,1.1834,1.3071
cuda,cait_m36_384,4,0.7702,1.003,0.0
cuda,coat_lite_mini,128,1.1595,1.1764,1.2969
cuda,convit_base,64,0.0,0.0,1.2599
cuda,convmixer_768_32,64,1.0327,0.0,1.0652
cuda,convnext_base,64,1.0973,0.0,0.6885
cuda,crossvit_9_240,64,1.0931,1.0517,0.0
cuda,cspdarknet53,64,0.7963,0.8415,1.1319
cuda,deit_base_distilled_patch16_224,128,1.0332,1.0485,0.0
cuda,densenet121,128,1.0366,1.0721,1.355
cuda,dla102,128,1.002,0.0,1.5094
cuda,dm_nfnet_f0,128,0.9995,1.1885,0.0
cuda,dpn107,64,0.0,0.887,1.0898
cuda,eca_botnext26ts_256,128,0.828,1.2581,1.2783
cuda,eca_halonext26ts,128,0.8291,1.2447,1.2718
cuda,ecaresnet101d,128,0.7957,1.1659,1.3388
cuda,ese_vovnet19b_dw,128,0.8529,0.0,1.2123
cuda,fbnetc_100,128,0.0,0.9806,1.0883
cuda,fbnetv3_b,128,0.0,0.9279,1.0722
cuda,gernet_l,128,0.7684,0.9101,0.9356
cuda,ghostnet_100,128,0.0,1.0301,2.0357
cuda,gluon_inception_v3,128,1.0001,0.0,1.3885
cuda,gluon_senet154,64,0.8794,1.0059,1.1294
cuda,gluon_xception65,32,0.0,0.0,1.1148
cuda,gmixer_24_224,128,0.9651,1.035,1.1043
cuda,gmlp_s16_224,128,0.8018,1.0167,1.3981
cuda,hardcorenas_a,128,0.0,0.0,1.2975
cuda,hrnet_w18,128,0.0,0.0,1.4835
cuda,inception_v3,128,1.0003,0.0,1.3885
cuda,jx_nest_base,64,1.1661,0.9997,0.0
cuda,lcnet_050,128,0.8824,1.2159,1.5702
cuda,legacy_senet154,64,0.0,0.0,1.1282
cuda,levit_128,0,0.0,0.0,0.0
cuda,mixer_b16_224,128,0.8875,0.9702,0.9963
cuda,mixnet_l,128,0.0,0.0,1.1072
cuda,mnasnet_100,128,0.0,0.9889,1.1753
cuda,mobilenetv2_100,128,0.0,0.7855,1.17
cuda,mobilenetv3_large_100,128,0.0,0.0,1.2057
cuda,mobilevit_s,0,0.0,0.0,0.0
cuda,nasnetalarge,16,1.003,0.0,0.0
cuda,nfnet_l0,128,1.0789,1.1374,1.4485
cuda,pit_b_224,64,1.0008,0.9996,1.426
cuda,pnasnet5large,16,1.0055,0.0,0.0
cuda,poolformer_m36,64,1.0437,1.0557,1.1062
cuda,regnety_002,128,1.0311,1.28,2.0172
cuda,repvgg_a2,128,0.0,0.0,0.9402
cuda,res2net101_26w_4s,128,0.9966,1.0468,1.2735
cuda,res2net50_14w_8s,128,1.0021,1.1817,1.401
cuda,res2next50,128,0.997,1.1142,1.3965
cuda,resmlp_12_224,128,1.2587,0.0,1.0321
cuda,resnest101e,64,1.013,1.1663,1.456
cuda,resnet18,128,0.9993,1.2188,1.3703
cuda,rexnet_100,128,0.0,0.0,1.2208
cuda,sebotnet33ts_256,128,0.8501,1.2288,1.2871
cuda,selecsls42b,128,0.9991,0.0,1.4054
cuda,spnasnet_100,128,0.0,0.9231,1.0753
cuda,swin_base_patch4_window7_224,64,1.0779,0.9992,0.0
cuda,swsl_resnext101_32x16d,32,0.9894,0.9773,1.0952
cuda,tf_efficientnet_b0,128,0.8816,0.0,1.1901
cuda,tf_mixnet_l,128,0.9272,0.0,1.1294
cuda,tinynet_a,128,0.0,0.0,1.0799
cuda,tnt_s_patch16_224,128,0.9545,1.0055,0.0
cuda,twins_pcpvt_base,128,0.9331,1.2697,0.0
cuda,visformer_small,128,0.0,0.0,1.2398
cuda,vit_base_patch16_224,128,0.9483,0.9711,0.0
cuda,volo_d1_224,128,0.9666,1.108,0.0
cuda,xcit_large_24_p8_224,11,0.9887,1.0765,0.0
