dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.116361,22.396803,2.183137,24.545956,4.236632,1.293769,0.247704,57.016356,4.438638
cuda,Background_Matting,4,1.486003,4.825980,1.595297,7.885276,4.100338,1.765853,0.175829,4.726121
cuda,LearningToPaint,96,0.611429,2.420973,0.688684,3.447943,1.160439,0.448777,0.064570,1.747227
cuda,Super_SloMo,6,1.732332,7.308593,1.913559,8.101629,4.032205,1.508979,0.094664,2.765678
cuda,alexnet,128,0.101329,1.438718,0.152332,2.124984,0.365978,0.161473,0.010797,0.843976
cuda,attention_is_all_you_need_pytorch,256,1.796400,9.508888,1.986620,12.291787,4.159818,1.466480,0.304392,113.765876,5.214018
cuda,dcgan,32,0.117384,1.172786,0.137754,1.813133,0.141280,0.063610,0.010077,0.784666
cuda,demucs,4,0.220840
cuda,densenet121,4,3.498192,13.486296,5.747200,18.736127,10.681948,3.584238,0.562477,11.218606
cuda,dlrm,2048,0.374468,1.126425,0.266538,1.909140,0.340223,0.105345,0.013462,1.056364
cuda,drq,1,0.187662,1.615983,0.098437,2.561965,0.096615,0.048036,0.011421,1.051640
cuda,fastNLP_Bert,6,2.133191,21.048599,1.863369,23.764653,4.103608,1.314831,0.235089,30.025152,4.673480
cuda,functorch_dp_cifar10,64,0.450794,2.775758,1.050506,5.350347,1.940154,0.560528,0.057388,3.666289,16.060914
cuda,hf_Albert,8,1.581065,3.752602,1.536461,6.833335,2.446898,1.244561,0.134802,25.304113,4.696239
cuda,hf_Bart,4,2.328437,8.840143,2.689969,11.767898,3.634857,1.561244,0.337015,23.964723,5.738512
cuda,hf_Bert,4,2.063540,7.504381,1.881174,9.138355,3.455884,1.172556,0.245516,19.519508,3.603945
cuda,hf_BigBird,2,9.916673,5.345066,1.472503,9.338439,2.258903,0.927015,0.179413,5.560759,0.884280
cuda,hf_DistilBert,8,0.867033,3.755690,1.054046,5.287635,1.409782,0.867606,0.105032,20.197605,2.631827
cuda,hf_GPT2,4,2.023999,15.189212,2.180907,16.970778,2.861902,1.151189,0.194545,36.126194,4.045565
cuda,hf_GPT2_large,4,7.177374,58.891168,5.009869,63.517619,12.376359,3.257074,0.886222,50.477322,9.880560
cuda,hf_Reformer,4,3.128230,12.040811,0.657734,12.926278,1.056184,0.541363,0.055748,15.090845,1.588537
cuda,hf_T5,8,2.823420,7.605884,2.431483,10.991835,2.809256,1.196558,0.259683,20.900418,5.932880
cuda,hf_T5_large,2,15.810580,37.455557,6.445769,47.409231,15.880883,4.509475,1.986958,100.524270,16.848130
cuda,lennard_jones,1000,0.069679,0.875891,0.056502,1.404822,0.041828,0.028373,0.005575,0.589232
cuda,mnasnet1_0,32,1.378334,5.186167,1.604684,7.044825,2.940531,1.235246,0.182163,3.536830,12.730693
cuda,mobilenet_v2,96,1.456910,5.876674,1.798945,7.524247,3.615350,1.363145,0.213555,3.523072
cuda,mobilenet_v3_large,32,1.478586,5.567973,1.862591,8.025140,3.571976,1.333182,0.208909,4.399822,28.943678
cuda,nvidia_deeprecommender,256,0.138657,0.980933,0.098921,2.009007,0.087471,0.044267,0.008197,1.133416,1.169824
cuda,pytorch_CycleGAN_and_pix2pix,1,0.516618,2.217450,0.728581,3.913230,1.478623,0.696634,0.064257,2.648432
cuda,pytorch_stargan,16,0.565451,1.899278,0.561348,3.348375,0.735255,0.454116,0.046667,2.045033,95.255482
cuda,pytorch_struct,200,0.222657,1.123665,0.135899,2.342490,0.156600,0.090724,0.018155,1.365255,70.512972
cuda,pytorch_unet,1,0.686369,2.809168,0.930083,3.885786,1.513859,0.602328,0.063453,2.041141
cuda,resnet18,16,0.577087,3.061555,0.854657,4.519133,1.500252,0.560484,0.062745,2.343133,13.865202
cuda,resnet50,32,1.462002,4.643073,1.659903,6.584776,2.946290,1.089037,0.192232,3.679949,13.474716
cuda,resnext50_32x4d,8,1.439251,3.999578,1.515272,6.112584,2.558033,1.099226,0.172858,3.705281,14.329604
cuda,shufflenet_v2_x1_0,128,1.609868,5.497956,2.263224,7.737256,3.572965,1.860524,0.255955,4.592587
cuda,soft_actor_critic,256,0.116133,1.423059,0.057327,2.314019,0.048297,0.029583,0.005586,0.952569
cuda,speech_transformer,32,2.452358,14.408272,2.100846,18.073038,4.044352,1.630027,0.277413,118.097930,6.407735
cuda,squeezenet1_1,32,0.246130,1.819508,0.376874,2.395329,0.554445,0.298657,0.028972,0.965556
cuda,timm_efficientdet,1,21.962179,19.169248,7.424870,28.695409,15.995352,4.753931,1.249053,393.374618,17.996893
cuda,timm_efficientnet,32,2.395323,5.947369,2.491052,8.626903,3.861423,1.580025,0.267939,5.270522,12.949941
cuda,timm_nfnet,128,2.700231,9.623909,4.577482,10.473277,5.803517,1.717186,0.255451,5.571560,1.860845
cuda,timm_regnet,32,3.090238,5.237382,2.215730,7.723300,3.639662,1.296439,0.306597,4.821379,11.309726
cuda,timm_resnest,32,0.802402,4.733940,1.014598,7.372761,2.782468,1.123119,0.088875,130.497134,3.693172
cuda,timm_vision_transformer,8,1.114468,4.448569,1.470475,6.608219,2.333225,1.032058,0.162644,146.370943,3.694851
cuda,timm_vision_transformer_large,8,3.662361,10.107566,4.764040,14.637244,7.344225,3.144710,0.888035,84.379663,9.515684
cuda,timm_vovnet,32,1.860502,4.686776,1.425583,7.652271,3.595236,1.281459,0.142866,4.454401,11.628321
cuda,tts_angular,64,0.122793,0.901244,0.044502,1.388735,0.026440,0.013860,0.001484,0.534014
cuda,vgg16,64,0.159880,1.557502,0.335704,2.407930,0.537414,0.220166,0.018225,1.195998
cuda,yolov3,16,3.738878,42.927080,3.537838,361.914350,14.420128,5.305425,0.328726,322.640092,32.883544
