dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.141925,22.827549,2.249468,24.510264,4.262691,1.289448,0.249003,0.000005,55.432481,4.035512
cuda,Background_Matting,4,1.488100,4.846968,1.608727,8.004106,3.876480,2.079452,0.174348,0.405186,5.246278
cuda,LearningToPaint,96,0.613202,2.463264,0.700765,3.229305,0.954485,0.453681,0.072719,0.224539,1.725134
cuda,Super_SloMo,6,1.704751,7.151742,1.911493,7.974234,4.009517,1.502012,0.089451,0.386760,3.183674
cuda,alexnet,128,0.099236,1.439712,0.152709,2.131021,0.368941,0.160947,0.010871,0.129456,0.978969
cuda,attention_is_all_you_need_pytorch,256,1.781828,9.518019,1.995710,12.315288,4.151618,1.470786,0.301359,13.151084,111.943071,18.053160
cuda,dcgan,32,0.117384,1.187596,0.136019,1.769425,0.142031,0.063427,0.010179,0.106056,0.830586
cuda,demucs,4,0.221393
cuda,densenet121,4,3.570685,13.656408,5.181754,19.660802,11.501041,3.664285,0.576286,0.858788,12.288798
cuda,drq,1,0.191350,1.686051,0.096179,2.596278,0.096360,0.048564,0.011478,0.256067,1.270068
cuda,fastNLP_Bert,6,2.110641,21.283333,1.881576,23.644585,3.786960,1.323280,0.237885,12.165065,30.201662,16.504615
cuda,functorch_dp_cifar10,64,0.451902,2.797168,1.056713,5.388992,1.954062,0.567532,0.058335,16.431110,20.123695,16.235347
cuda,hf_Albert,8,1.573709,3.751099,1.543858,6.501500,2.443384,0.944067,0.136009,22.111701,27.399817,26.484485
cuda,hf_Bart,4,2.345200,8.951716,2.745076,11.923704,3.686450,1.578367,0.332708,19.865881,24.196217,25.706018
cuda,hf_Bert,4,2.073142,7.469992,1.868304,9.179367,3.441822,1.179643,0.248517,10.778483,19.926744,14.446439
cuda,hf_BigBird,2,9.565224,5.354263,1.517865,9.078932,2.022152,0.943999,0.181213,9.847453,15.198814,0.890780
cuda,hf_DistilBert,8,0.856221,3.751805,1.059914,5.283438,1.416175,0.866753,0.105708,14.189250,19.656283,16.827351
cuda,hf_GPT2,4,2.027189,15.225226,1.887460,17.021267,2.897077,1.172185,0.198006,9.056895,36.202291,12.822683
