dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.9998
cuda,beit_base_patch16_224,64,0.9352
cuda,botnet26t_256,128,0.8949
cuda,cait_m36_384,2,1.0476
cuda,coat_lite_mini,0,0.0000
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,32,1.0584
cuda,convnext_base,32,1.0129
cuda,crossvit_9_240,0,0.0000
cuda,cspdarknet53,64,0.9606
cuda,deit_base_distilled_patch16_224,0,0.0000
cuda,densenet121,64,1.0897
cuda,dla102,64,1.0178
cuda,dm_nfnet_f0,128,0.9987
cuda,dpn107,0,0.0000
cuda,eca_botnext26ts_256,64,0.8915
cuda,eca_halonext26ts,64,0.8888
cuda,ecaresnet101d,64,0.8928
cuda,ese_vovnet19b_dw,128,0.9425
cuda,fbnetc_100,0,0.0000
cuda,fbnetv3_b,0,0.0000
cuda,gernet_l,128,0.9335
cuda,ghostnet_100,128,1.0562
cuda,gluon_inception_v3,128,0.9998
cuda,gluon_senet154,32,1.0739
cuda,gluon_xception65,32,1.0520
cuda,gmixer_24_224,64,0.9316
cuda,gmlp_s16_224,64,0.8041
cuda,hardcorenas_a,128,1.0718
cuda,hrnet_w18,2,1.1232
cuda,inception_v3,128,0.9999
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,1.0554
cuda,legacy_senet154,0,0.0000
cuda,mixer_b16_224,64,0.8229
cuda,mixnet_l,0,0.0000
cuda,mnasnet_100,0,0.0000
cuda,mobilenetv2_100,0,0.0000
cuda,mobilenetv3_large_100,0,0.0000
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,16,1.0034
cuda,nfnet_l0,64,1.0886
cuda,pit_b_224,64,0.9013
cuda,pnasnet5large,16,1.0057
cuda,poolformer_m36,64,0.9228
cuda,regnety_002,128,1.1102
cuda,repvgg_a2,128,1.0256
cuda,res2net101_26w_4s,64,1.0461
cuda,res2net50_14w_8s,2,1.0323
cuda,res2next50,2,1.0591
cuda,resmlp_12_224,128,1.1472
cuda,resnest101e,32,1.0945
cuda,resnet18,128,0.9994
cuda,rexnet_100,0,0.0000
cuda,sebotnet33ts_256,64,0.9090
cuda,selecsls42b,128,0.9993
cuda,spnasnet_100,0,0.0000
cuda,swin_base_patch4_window7_224,64,0.9782
cuda,swsl_resnext101_32x16d,32,0.9914
cuda,tf_efficientnet_b0,128,0.9992
cuda,tf_mixnet_l,64,1.0120
cuda,tinynet_a,128,1.0665
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,32,1.0383
cuda,visformer_small,0,0.0000
cuda,vit_base_patch16_224,0,0.0000
cuda,volo_d1_224,0,0.0000
cuda,xcit_large_24_p8_224,5,0.9993
