dev,name,batch_size,speedup
cuda,BERT_pytorch,16,3.2037
cuda,Background_Matting,4,1.2641
cuda,LearningToPaint,96,1.8667
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.1023
cuda,attention_is_all_you_need_pytorch,256,1.6352
cuda,dcgan,32,2.3850
cuda,demucs,0,0.0000
cuda,densenet121,4,4.9288
cuda,dlrm,0,0.0000
cuda,drq,1,2.6726
cuda,fastNLP_Bert,6,1.4801
cuda,hf_Albert,8,2.3106
cuda,hf_Bart,4,0.6700
cuda,hf_Bert,4,2.0438
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,1.4778
cuda,hf_GPT2,4,1.9358
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1838
cuda,hf_T5,8,1.9943
cuda,mnasnet1_0,32,2.5086
cuda,mobilenet_v2,96,1.7759
cuda,mobilenet_v3_large,32,3.0677
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8625
cuda,pytorch_CycleGAN_and_pix2pix,1,2.7462
cuda,pytorch_stargan,16,1.4454
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.5164
cuda,resnet18,16,2.6065
cuda,resnet50,32,1.8910
cuda,resnext50_32x4d,8,3.1587
cuda,shufflenet_v2_x1_0,128,1.7901
cuda,soft_actor_critic,256,1.6075
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,2.2293
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,2.7668
cuda,timm_nfnet,128,1.4928
cuda,timm_regnet,32,1.5954
cuda,timm_resnest,32,2.0999
cuda,timm_vision_transformer,0,0.0000
cuda,timm_vovnet,32,1.6736
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.2039
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,0,0.0000
