dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.082531,14.445249,4.891838,23.599600,11.180887,4.618388,0.643358,37.926571,56.575912,52.435347
cuda,beit_base_patch16_224,64,1.978889,6.406224,2.186612,9.907676,3.825892,1.587046,0.241675,0.948330,1.813586,6.736335
cuda,botnet26t_256,128,1.810899,11.374088,2.591882,17.099901,7.602682,2.868925,0.177583,17.096912,30.086244,25.491904
cuda,cait_m36_384,4,6.325928,14.227313,8.074983,25.569590,14.017746,5.613436,1.791464,7.296590,8.346444,27.070692
cuda,coat_lite_mini,128,1.781512,7.794811,2.599365,15.715736,6.976499,2.388237,0.213380,10.918468,44.716103,21.536860
cuda,convit_base,64,1.926959,6.465110,2.521467,12.970166,5.616436,2.250424,0.279454,4.360934,6.023997,13.500004
cuda,convmixer_768_32,32,2.335541,6.730975,3.700507,10.905184,4.162092,2.047106,0.349598,6.303833,7.019914,14.304542
cuda,convnext_base,64,2.418282,9.206722,5.172612,18.571630,9.493465,3.226207,0.541248,11.013089,32.285246,25.715700
cuda,crossvit_9_240,128,2.980466,9.006424,3.430938,15.692295,7.496347,2.727769,0.393691,8.628529,9.201174,18.901326
cuda,cspdarknet53,64,3.561450,9.396163,3.431613,15.088986,5.912571,2.600928,0.405824,38.151267,54.205423,47.414819
cuda,deit_base_distilled_patch16_224,64,1.616712,5.512570,2.032510,12.141990,3.932048,1.508321,0.222892,2.555429,2.621501,11.305943
cuda,dla102,128,3.474802,13.680821,5.312837,21.735570,9.548692,3.882363,0.721461,26.417647,46.619451,39.980277
cuda,dm_nfnet_f0,128,3.003165,9.978338,6.276158,16.263967,7.613334,2.466312,0.299613,17.884501,29.319079,30.641299
cuda,dpn107,32,5.903947,14.665502,5.466170,24.774177,11.059475,4.533230,0.655537,30.500813,79.078060,46.613698
cuda,eca_botnext26ts_256,128,2.026558,12.166847,3.083988,18.277191,7.952272,2.837005,0.190163,24.158643,31.068458,33.436843
cuda,ese_vovnet19b_dw,128,1.342418,7.272709,1.559877,11.950726,4.116727,1.570806,0.144456,17.467942,34.919481,23.759785
cuda,fbnetc_100,128,3.245657,10.538398,3.496703,16.666062,6.511167,2.533834,0.371505,36.879379,61.667827,46.626807
cuda,fbnetv3_b,128,5.230469,14.569725,5.478959,22.410037,10.271266,3.996667,0.799846,43.333131,66.596695,57.198190
cuda,gernet_l,128,3.015875,7.751339,2.811213,12.163464,4.094034,1.920685,0.304654,16.714737,25.262155,24.045917
cuda,ghostnet_100,128,4.460425,13.659482,4.437934,25.015774,11.090388,4.627861,0.544549,108.964908,151.204962,124.930645
cuda,gluon_inception_v3,128,3.080399,14.089331,4.848820,23.020752,10.819561,4.470788,0.622631,37.291481,55.508202,51.248487
cuda,gluon_xception65,32,4.093718,13.638163,5.178096,20.450217,9.233733,3.832234,0.953166,18.313481,28.225128,30.540992
cuda,gmixer_24_224,128,2.743734,7.007040,2.777629,12.481905,5.359389,2.307487,0.384849,4.588939,10.321850,12.974143
cuda,gmlp_s16_224,128,2.469975,11.070219,4.723433,16.970313,8.569083,3.057368,0.434140,5.532086,10.531346,16.320257
cuda,hrnet_w18,128,11.563310,40.611239,21.168514,58.599113,30.369856,13.465130,4.869951,51.882293,68.085094,91.669111
cuda,inception_v3,128,3.093334,14.321921,4.918811,23.384601,11.043198,4.559106,0.637712,37.796884,56.075177,52.236403
cuda,jx_nest_base,32,3.006594,12.425947,5.202773,23.726773,12.284117,4.243407,0.667904,11.438678,22.884542,28.136980
cuda,lcnet_050,128,1.470499,6.663735,1.845204,10.462654,3.741566,1.442932,0.149156,18.891080,33.307641,24.600957
cuda,mixer_b16_224,128,1.236031,5.964386,2.450611,8.642997,2.980332,1.083168,0.144210,3.951667,7.376338,9.167183
cuda,mixnet_l,128,6.898117,13.368116,3.958078,21.327194,8.791635,3.928668,0.607692,31.400232,60.760422,43.483574
cuda,mnasnet_100,128,2.410743,8.760579,2.541573,13.839177,5.299298,2.046655,0.267584,25.701193,45.808282,33.418441
cuda,mobilenetv2_100,128,2.496231,8.916117,2.570580,14.035245,5.667910,2.117073,0.290766,27.249704,48.251132,35.046800
cuda,mobilenetv3_large_100,128,2.524166,10.032818,2.855095,16.939314,6.504915,2.663173,0.297294,32.549506,55.607831,42.420384
cuda,mobilevit_s,64,3.101760,21.623420,5.372166,41.438152,23.040335,11.132249,0.385440,32.755121,60.826170,58.068391
cuda,nfnet_l0,128,2.726687,7.734088,3.164776,13.121299,5.345737,2.066996,0.291178,12.229491,23.135442,20.912976
cuda,pit_b_224,64,1.782431,6.211450,2.516153,10.520026,4.361203,1.732936,0.243043,0.200631,3.326549,7.124202
cuda,pnasnet5large,16,9.586944,31.771967,11.051876,50.248767,24.769371,12.001359,3.324805,56.555296,98.207986,86.507640
cuda,poolformer_m36,64,2.840757,17.258408,8.492363,32.489336,16.585698,5.548810,0.782171,14.484560,25.971163,38.457527
cuda,regnety_002,128,2.453959,7.934198,2.509873,13.731449,5.299441,2.110288,0.287474,28.686092,43.038095,37.094648
cuda,repvgg_a2,128,3.023098,7.715747,2.566621,11.864786,4.154925,1.609744,0.245862,9.230549,12.001104,16.044720
cuda,res2net101_26w_4s,64,6.116293,21.231497,8.346612,32.612610,16.464029,6.739279,1.813961,50.105371,65.743002,70.154552
cuda,res2net50_14w_8s,128,5.368681,19.148576,7.121802,32.123358,15.621524,5.976789,1.328535,96.201101,133.086908,116.593280
cuda,res2next50,128,3.177312,12.736871,4.343942,21.422300,8.920409,3.723985,0.572218,32.242540,43.030985,45.437399
cuda,resmlp_12_224,128,1.066360,4.234254,1.482908,10.641531,2.504918,1.080746,0.133163,3.564206,7.683680,11.514160
cuda,resnest101e,64,6.121076,16.579337,7.464976,28.636027,14.282085,5.810424,1.336617,24.508377,48.892144,44.349052
cuda,rexnet_100,128,3.026724,11.884267,3.667346,19.779105,7.867565,3.241619,0.358372,47.916267,86.289102,59.617724
cuda,sebotnet33ts_256,64,2.474189,13.878619,3.874470,22.388579,10.660861,3.772666,0.267670,30.632323,42.423096,43.124357
cuda,selecsls42b,128,1.346686,7.372788,2.164972,12.787256,5.366215,1.794993,0.192122,18.540590,31.141843,26.196455
cuda,spnasnet_100,128,3.157768,10.108109,3.349081,15.543228,6.265711,2.414754,0.353814,32.639624,55.689498,41.543003
cuda,swin_base_patch4_window7_224,64,5.071366,17.043651,5.953731,30.330571,15.167688,6.191318,0.635571,19.065354,24.212760,38.872714
cuda,swsl_resnext101_32x16d,32,3.427719,12.241769,4.949900,18.076781,7.696182,3.176790,0.652423,20.159339,30.797842,31.134839
cuda,tf_efficientnet_b0,128,2.827431,10.019635,3.378750,16.878796,6.929703,2.769827,0.356881,30.408966,50.186969,40.770792
cuda,tf_mixnet_l,128,7.249885,13.807218,4.277813,21.974954,9.280311,4.196416,0.611585,30.290619,59.386301,42.907799
cuda,tinynet_a,128,3.440387,10.674938,3.673356,17.696122,7.765910,3.013134,0.438253,44.821944,66.978832,55.674263
cuda,tnt_s_patch16_224,128,3.422639,9.889547,4.731996,16.748142,8.482719,3.146479,0.647141,3.540764,2.799297,15.339861
cuda,twins_pcpvt_base,64,5.187329,14.146348,6.898243,25.754134,12.990770,5.614234,1.204222,29.518663,68.496117,48.659682
cuda,visformer_small,128,1.448643,9.044402,3.069346,13.564951,5.180337,2.009870,0.222434,18.901813,35.859466,26.591281
cuda,vit_base_patch16_224,64,1.546041,5.328091,2.039799,11.118613,3.406998,1.385002,0.208570,2.644639,2.729111,10.562792
cuda,volo_d1_224,64,2.451641,10.279147,4.264102,16.882504,8.737146,3.105212,0.424575,5.566409,7.538070,16.600867
cuda,xcit_large_24_p8_224,5,5.910889,17.704655,10.392423,29.773170,16.081281,7.298055,1.680754,8.151913,14.538455,30.992075
