,Compiler,torchbench,huggingface,timm_models
eager,eager,2.03,3.09,2.28
aot_eager,aot_eager,7.33,11.78,9.69
aot_cudagraphs,aot_cudagraphs,10.29,20.14,16.96
nvprims_nvfuser,nvprims_nvfuser,61.99,99.19,144.26
inductor,inductor,76.19,41.09,77.56
inductor_no_cudagraphs,inductor_no_cudagraphs,74.25,36.23,75.97
