dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.083502,14.234777,5.283244,23.152823,10.883040,4.494688,0.618352,55.682686,14.657789
cuda,beit_base_patch16_224,64,2.135288,6.406162,2.192826,9.985548,3.831709,1.578439,0.244075,1.794922,5.866462
cuda,botnet26t_256,128,1.807552,11.439822,2.575552,17.249305,7.622655,2.863463,0.174557,30.238357,8.459031
cuda,cait_m36_384,4,6.409362,14.333736,8.637316,25.800591,14.040523,5.616539,1.802886,7.269269,20.442731
cuda,coat_lite_mini,128,1.789957,7.832461,2.595839,16.026124,7.253099,2.371962,0.215444,45.119058,10.887126
cuda,convit_base,64,1.920130,6.376933,2.797870,12.947549,5.356252,2.577048,0.282983,6.028653,9.475629
cuda,convmixer_768_32,32,2.310838,6.710228,3.685178,10.979429,4.179128,2.038122,0.339704,7.034651,8.388838
cuda,convnext_base,64,2.465119,9.255597,5.572061,18.221384,9.220636,3.205551,0.535053,32.719519,14.707150
cuda,crossvit_9_240,128,2.951688,8.676331,3.357240,15.225554,7.253352,2.692907,0.405847,9.227372,10.052740
cuda,cspdarknet53,64,3.559233,9.391356,3.392803,15.178378,5.948548,2.629497,0.405164,54.277585,9.312325
cuda,deit_base_distilled_patch16_224,64,1.576324,5.321921,2.030241,11.802469,3.883897,1.506469,0.216573,2.641255,8.597738
cuda,dla102,128,3.440238,13.581275,5.785356,21.624667,9.553031,3.849541,0.715790,46.576234,14.021217
cuda,dm_nfnet_f0,128,2.997628,9.995395,6.854831,15.887932,7.317484,2.505299,0.299537,29.797837,12.937868
cuda,dpn107,32,5.906770,14.789065,5.535246,25.817748,11.696219,4.709584,0.668935,78.982798,17.610276
cuda,eca_botnext26ts_256,128,1.918230,12.060455,3.067090,18.293045,8.058886,2.844452,0.195724,30.430651,9.383552
cuda,ese_vovnet19b_dw,128,1.362477,7.364150,1.583151,12.303948,4.521648,1.639164,0.145177,35.379318,6.578400
cuda,fbnetc_100,128,3.186348,10.459266,3.822675,16.234062,6.171061,2.504904,0.360684,63.287786,9.717595
cuda,fbnetv3_b,128,5.184949,14.452038,5.467684,22.397171,10.355414,3.961557,0.798794,67.539978,13.965750
cuda,gernet_l,128,2.999247,7.744730,2.777081,12.414021,3.905370,2.306590,0.305653,25.196433,7.860450
cuda,ghostnet_100,128,4.516167,13.669729,4.923512,25.765906,11.556621,4.697432,0.529197,149.925623,17.187905
cuda,gluon_inception_v3,128,3.050127,14.105272,4.811972,23.950005,11.038961,5.106830,0.621415,55.859356,14.828033
cuda,gluon_xception65,32,4.039332,13.420022,5.113827,20.372398,9.174025,3.803977,0.924018,28.115829,12.293370
cuda,gmixer_24_224,128,2.808878,7.522665,2.807906,13.355835,5.951550,2.364390,0.380818,10.082194,8.774654
cuda,gmlp_s16_224,128,2.432467,11.169366,4.820942,17.217279,8.637398,3.104081,0.438262,10.660826,11.036031
cuda,hrnet_w18,128,11.812148,41.066329,21.323654,58.658355,30.794264,13.189077,4.941135,66.799638,41.093650
cuda,inception_v3,128,3.064063,14.263741,5.241055,23.214536,10.914569,4.505922,0.627834,55.548972,14.641815
cuda,jx_nest_base,32,3.011107,12.429425,5.598530,23.104582,12.296449,4.249268,0.670235,22.762240,16.469937
cuda,lcnet_050,128,1.412423,6.575392,1.849329,10.621958,3.976138,1.444972,0.149901,33.142255,5.960631
cuda,mixer_b16_224,128,1.219670,5.979149,2.699251,8.420263,2.764611,1.071525,0.148090,7.313980,5.224656
cuda,mixnet_l,128,6.946236,13.411685,4.430652,21.205008,8.707278,3.922050,0.607706,59.565068,12.389055
cuda,mnasnet_100,128,2.421995,8.764110,2.825023,14.076666,5.111471,2.050957,0.264739,46.399258,8.234643
cuda,mobilenetv2_100,128,2.498446,9.188115,2.619572,14.341416,5.801470,2.110343,0.291093,47.429652,7.885108
cuda,mobilenetv3_large_100,128,2.452498,9.818320,2.823463,16.291403,6.230423,2.558580,0.294652,56.160833,9.400291
cuda,mobilevit_s,64,2.899912,21.337665,5.299537,40.076911,22.917400,10.091923,0.380528,62.129586,24.167292
cuda,nfnet_l0,128,2.721930,7.690369,3.120580,13.077989,5.344313,2.054783,0.288210,22.965580,8.638523
cuda,pit_b_224,64,1.829743,6.244110,2.502427,10.748250,4.392095,1.737480,0.236219,3.366214,7.104124
cuda,pnasnet5large,16,8.784152,30.945574,11.924095,48.615238,24.694451,10.400276,3.350198,96.521710,30.018147
cuda,poolformer_m36,64,2.726646,17.030143,8.418558,32.094970,16.441118,5.488431,0.776597,26.346973,23.735507
cuda,regnety_002,128,2.440637,7.826378,2.753071,13.009015,4.767735,2.001853,0.280690,43.013735,8.036005
cuda,repvgg_a2,128,2.983924,7.623783,2.794230,11.677346,4.079828,1.582446,0.237798,12.007047,6.948092
cuda,res2net101_26w_4s,64,6.293735,21.418348,9.443954,33.514344,17.127945,6.872899,1.802516,62.984074,21.888070
cuda,res2net50_14w_8s,128,5.573158,19.454142,8.345842,32.831295,16.078958,6.043571,1.386995,132.109706,22.029666
cuda,res2next50,128,2.961176,12.460358,4.302723,20.705318,8.806974,3.712588,0.578443,42.957331,13.087487
cuda,resmlp_12_224,128,1.045584,4.088935,1.480803,10.527499,2.526636,1.089736,0.132374,7.007467,7.978267
cuda,resnest101e,64,6.135201,16.528860,7.442719,28.432379,14.241368,5.732112,1.295487,50.366083,19.661631
cuda,rexnet_100,128,3.033129,11.864554,4.056267,19.603660,7.734162,3.231149,0.359036,85.682322,11.936102
cuda,sebotnet33ts_256,64,2.495610,13.727679,3.864275,22.292882,10.644121,3.765301,0.267411,42.245255,12.535445
cuda,selecsls42b,128,1.357173,7.606352,2.615552,13.039736,4.968296,2.106856,0.193373,30.926047,8.131146
cuda,spnasnet_100,128,3.149070,10.101050,3.370780,15.578550,6.273387,2.410127,0.355228,56.134125,8.966555
cuda,swin_base_patch4_window7_224,64,5.105921,16.695056,5.914995,30.519535,15.302065,6.480174,0.637398,24.223801,20.272161
cuda,swsl_resnext101_32x16d,32,3.414248,12.150431,4.911763,17.696000,7.636051,3.105489,0.644109,31.356164,10.644461
cuda,tf_efficientnet_b0,128,2.824891,10.006730,3.729734,16.743702,6.821047,2.695632,0.352404,50.179887,10.592209
cuda,tf_mixnet_l,128,7.230648,13.637776,4.258641,21.503933,9.067890,4.084703,0.606355,59.002760,12.727908
