,Compiler,torchbench,huggingface,timm_models
eager,eager,"86%, 44/51","98%, 43/44","88%, 60/68"
ts_nvfuser,ts_nvfuser,"80%, 41/51","91%, 40/44","63%, 43/68"
aot_eager,aot_eager,"76%, 39/51","98%, 43/44","84%, 57/68"
aot_cudagraphs,aot_cudagraphs,"75%, 38/51","80%, 35/44","79%, 54/68"
aot_nvfuser,aot_nvfuser,"57%, 29/51","32%, 14/44","49%, 33/68"
inductor_cudagraphs,inductor_cudagraphs,"65%, 33/51","82%, 36/44","71%, 48/68"
