dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,10.961688,9.438884,3.736989,1.796252,7.955393,2.790217,1.042974,0.137748,1.115277,7.210580,0.509362
cuda,BartForCausalLM,4,16.423887,13.327135,7.005174,2.147952,9.890938,3.246479,1.456818,0.266043,1.394014,1.478927,6.529433
cuda,BartForConditionalGeneration,2,41.125121,33.531953,17.264341,6.863066,21.094904,9.027773,3.625843,0.965175,1.238419,1.274616,12.200252
cuda,BertForMaskedLM,16,15.526496,12.393739,5.514768,2.263078,8.287098,3.488718,1.493062,0.269868,1.959301,7.104199,1.440520
cuda,BertForQuestionAnswering,16,15.658388,12.528742,5.734592,2.442635,8.217155,3.474834,1.485127,0.264891,1.544254,6.578858,1.022996
cuda,BlenderbotSmallForCausalLM,64,10.641229,8.671978,4.212421,1.580660,6.203308,2.131203,1.015599,0.167297,2.400305,6.042146,2.069252
cuda,BlenderbotSmallForConditionalGeneration,64,26.939696,21.836409,10.741961,3.711908,14.342596,6.347316,2.465466,0.535340,2.122524,1.853889,9.626039
cuda,CamemBert,16,16.257115,12.929957,5.769057,2.286936,8.143265,3.489974,1.491666,0.267999,0.894145,5.863003,0.343607
cuda,DebertaForMaskedLM,4,28.032959,21.509195,13.031121,2.934587,16.088482,4.217332,2.097222,0.351632,15.031168,0.856423,21.278174
cuda,DebertaForQuestionAnswering,8,28.562400,21.951091,13.375949,2.924742,16.791853,4.212977,2.097634,0.349116,17.007119,1.782822,23.609524
cuda,DebertaV2ForMaskedLM,1,42.719373,30.692724,16.870758,4.151288,19.484447,5.011310,2.660000,0.613164,33.649707,1.526266,40.839919
cuda,DistilBertForMaskedLM,128,8.581528,7.157131,3.414724,1.155074,5.201214,1.675917,0.792078,0.124331,1.489627,4.490677,1.171812
cuda,DistilBertForQuestionAnswering,256,8.849627,7.444054,3.711763,1.161311,5.687117,1.715559,0.798858,0.118896,0.988523,4.181583,0.579896
cuda,DistillGPT2,16,10.814493,9.460885,6.122976,1.180859,8.045843,1.880141,0.779698,0.104964,1.588091,2.177778,4.742028
cuda,ElectraForCausalLM,32,17.592074,14.336893,7.411041,2.484948,12.913304,3.691709,1.584229,0.270350,3.731292,3.074624,11.833424
cuda,ElectraForQuestionAnswering,64,15.993221,12.811465,5.960727,2.498150,10.741229,3.555636,1.508667,0.272686,2.308082,9.696070,1.744676
cuda,GPT2ForSequenceClassification,4,17.131172,14.299316,8.027634,2.332040,10.655437,3.582698,1.419977,0.225901,1.292423,1.473483,6.348512
cuda,GoogleFnet,16,11.873784,10.221683,6.718278,1.292471,10.250351,1.836996,0.786110,0.123526,5.015283,1.780131,9.919125
cuda,LayoutLMForMaskedLM,16,18.355389,14.861586,7.673502,2.360435,10.579466,3.636708,1.547934,0.278193,1.972719,1.871192,7.352924
cuda,LayoutLMForSequenceClassification,16,18.492790,15.042065,7.918293,2.362568,12.502812,4.468602,1.797287,0.270043,7.258805,7.155634,14.316458
cuda,M2M100ForConditionalGeneration,16,39.136504,31.584278,15.471596,5.413551,20.939474,8.200378,3.698179,0.755273,3.873755,8.695387,15.283285
cuda,MBartForCausalLM,4,18.040277,14.890553,8.487988,2.237759,11.465268,3.601131,1.513745,0.277456,1.401368,1.360722,6.721221
cuda,MBartForConditionalGeneration,2,41.191594,33.414468,16.737930,6.900710,20.466456,9.120844,3.740035,1.010751,0.977893,0.523592,11.879364
cuda,MT5ForConditionalGeneration,16,26.855133,21.953779,9.965110,3.794483,15.004443,5.840760,2.356115,0.493284,3.955473,20.624390,12.980470
cuda,MegatronBertForCausalLM,4,31.318526,24.882387,11.548622,4.920391,15.045290,7.667946,2.964969,0.667428,1.126208,10.027760,0.395801
cuda,MegatronBertForQuestionAnswering,8,31.463121,25.035769,11.381293,4.864751,15.419656,7.726947,2.926122,0.671501,1.703625,10.821324,0.772934
cuda,MobileBertForMaskedLM,64,34.647727,27.572022,7.161456,6.092929,18.579541,9.044320,4.253409,2.302307,3.039739,20.877901,1.745280
cuda,MobileBertForQuestionAnswering,128,34.708350,27.614537,7.096654,6.072565,18.757339,9.136657,4.312193,2.397629,2.673127,20.738140,1.007369
cuda,OPTForCausalLM,2,16.569522,13.835291,7.463255,2.184310,10.190415,3.977458,1.551938,0.267759,1.447313,1.679888,6.459355
cuda,PLBartForCausalLM,8,10.047805,8.529341,4.955480,1.147091,7.111804,1.736160,0.814628,0.124215,1.079680,1.200594,4.439818
cuda,PLBartForConditionalGeneration,4,21.514211,17.703977,8.867082,3.020661,12.653143,5.035918,2.024381,0.399337,1.668515,1.705074,8.618002
cuda,PegasusForCausalLM,32,16.680428,13.642951,7.131106,2.131152,10.509161,3.551951,1.506639,0.269017,1.697615,1.590796,7.311673
cuda,PegasusForConditionalGeneration,32,30.110158,26.598274,11.407452,4.426900,17.127668,7.350276,3.137589,0.683008,2.081353,0.682554,12.451180
cuda,RobertaForCausalLM,16,16.487212,13.303065,6.468884,2.305182,8.674399,3.563471,1.523247,0.266536,0.866860,0.713405,5.673774
cuda,RobertaForQuestionAnswering,16,15.784850,12.620546,5.797142,2.273721,7.984713,3.513386,1.497392,0.266740,0.558517,5.321494
cuda,Speech2Text2ForCausalLM,256,10.240378,8.686027,5.560894,1.002569,8.214928,1.531903,0.767513,0.120015,1.288679,1.097425,5.000134
cuda,T5ForConditionalGeneration,4,19.676208,16.237112,7.876294,2.347984,11.699937,4.438882,1.514917,0.305871,2.479745,5.842217,8.777244
cuda,T5Small,4,19.536375,16.089924,7.750134,2.351045,11.596684,4.514610,1.526207,0.304615,2.221491,5.613661,8.545777
cuda,XGLMForCausalLM,8,34.505142,28.610525,14.827172,5.297606,19.839332,8.656159,3.152791,0.781829,4.100034,22.108176,14.632688
cuda,XLNetLMHeadModel,8,46.952660,39.897716,19.522781,8.092728,23.850507,13.477804,3.541942,0.821706,7.934531,13.108558
cuda,YituTechConvBert,16,24.291580,19.719748,9.484750,4.051343,14.430260,5.352257,2.470941,0.452724,6.378232,8.474070,15.541932
