dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,2.445787
cuda,beit_base_patch16_224,64,2.407946
cuda,botnet26t_256,128,2.569898
cuda,cait_m36_384,2,9.698689
cuda,convnext_base,32,3.494651
cuda,cspdarknet53,64,5.458247
cuda,densenet121,64,14.270145
cuda,dm_nfnet_f0,128,10.023312
cuda,dpn107,32,14.095348
cuda,eca_botnext26ts_256,64,2.783128
cuda,eca_halonext26ts,64,3.050140
cuda,ecaresnet101d,64,5.036708
cuda,fbnetv3_b,128,7.916780
cuda,gernet_l,128,4.498259
cuda,gluon_inception_v3,128,2.424985
cuda,gluon_senet154,32,10.439845
cuda,gluon_xception65,32,2.640004
cuda,gmlp_s16_224,64,2.833766
cuda,inception_v3,128,2.435166
cuda,lcnet_050,128,1.373737
cuda,nfnet_l0,64,6.392812
cuda,regnety_002,128,3.838371
cuda,repvgg_a2,128,4.186374
cuda,res2net101_26w_4s,64,6.330558
cuda,res2net50_14w_8s,2,4.428287
cuda,res2next50,2,2.397395
cuda,resnet18,128,0.555924
cuda,sebotnet33ts_256,64,3.914489
cuda,swsl_resnext101_32x16d,32,2.677363
cuda,tf_efficientnet_b0,128,3.936867
cuda,tinynet_a,128,4.395893
cuda,twins_pcpvt_base,32,6.990937
cuda,vit_base_patch16_224,64,1.650504
