dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,2.314219
cuda,AlbertForQuestionAnswering,2,2.306034
cuda,BigBird,1,10.129475
cuda,DebertaForMaskedLM,4,4.123709
cuda,DebertaForQuestionAnswering,4,4.151606
cuda,DistillGPT2,1,1.963306
cuda,MBartForCausalLM,16,2.742116
cuda,MBartForConditionalGeneration,8,11.540337
cuda,MT5ForConditionalGeneration,2,14.277728
cuda,MegatronBertForCausalLM,2,17.673353
cuda,MobileBertForQuestionAnswering,32,69.556204
cuda,OPTForCausalLM,4,2.867584
cuda,PegasusForCausalLM,8,2.781890
cuda,PegasusForConditionalGeneration,4,7.319616
cuda,RobertaForCausalLM,4,5.516601
cuda,Speech2Text2ForCausalLM,64,1.354026
cuda,XGLMForCausalLM,1,7.382157
