dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.8549
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,0.8288
cuda,cait_m36_384,2,1.0227
cuda,coat_lite_mini,128,0.8512
cuda,convit_base,32,0.8327
cuda,convmixer_768_32,32,0.9263
cuda,convnext_base,32,0.7891
cuda,crossvit_9_240,64,0.8584
cuda,cspdarknet53,64,0.8147
cuda,deit_base_distilled_patch16_224,64,0.8016
cuda,densenet121,64,1.0527
cuda,dla102,64,0.8347
cuda,dm_nfnet_f0,128,0.8779
cuda,dpn107,32,0.8322
cuda,eca_botnext26ts_256,64,0.6837
cuda,eca_halonext26ts,64,0.6899
cuda,ecaresnet101d,64,0.8033
cuda,ese_vovnet19b_dw,128,0.7947
cuda,fbnetc_100,128,0.8548
cuda,fbnetv3_b,128,0.8631
cuda,gernet_l,128,0.8371
cuda,ghostnet_100,128,0.9499
cuda,gluon_inception_v3,128,0.8542
cuda,gluon_senet154,32,1.0429
cuda,gluon_xception65,32,0.7667
cuda,gmixer_24_224,64,0.7154
cuda,gmlp_s16_224,64,0.7803
cuda,hardcorenas_a,128,0.8495
cuda,hrnet_w18,2,2.7209
cuda,inception_v3,128,0.8542
cuda,jx_nest_base,32,0.8021
cuda,lcnet_050,128,0.9889
cuda,legacy_senet154,32,1.0453
cuda,mixer_b16_224,64,0.8019
cuda,mixnet_l,64,0.8407
cuda,mnasnet_100,128,0.8525
cuda,mobilenetv2_100,128,0.7777
cuda,mobilenetv3_large_100,128,0.8735
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,16,0.9014
cuda,nfnet_l0,64,0.8010
cuda,pit_b_224,0,0.0000
cuda,pnasnet5large,16,0.8388
cuda,poolformer_m36,64,0.8045
cuda,regnety_002,128,1.2566
cuda,repvgg_a2,128,0.8807
cuda,res2net101_26w_4s,64,0.9067
cuda,res2net50_14w_8s,2,2.4231
cuda,res2next50,2,2.5279
cuda,resmlp_12_224,128,0.7826
cuda,resnest101e,32,1.0852
cuda,resnet18,128,0.8495
cuda,rexnet_100,128,0.7263
cuda,sebotnet33ts_256,64,0.7074
cuda,selecsls42b,128,0.8485
cuda,spnasnet_100,128,0.8461
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,0.8221
cuda,tf_efficientnet_b0,128,0.6984
cuda,tf_mixnet_l,64,0.8416
cuda,tinynet_a,128,0.7072
cuda,tnt_s_patch16_224,64,0.8735
cuda,twins_pcpvt_base,32,1.2786
cuda,visformer_small,128,0.8403
cuda,vit_base_patch16_224,64,0.8381
cuda,volo_d1_224,64,0.8532
cuda,xcit_large_24_p8_224,5,0.9039
