dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,2,1.777951,19.612357,3.787795,9.533961,6.267595,2.691069,0.214426,82.015078,75.819709
cuda,AlbertForQuestionAnswering,2,1.797737,19.128450,3.707298,9.434361,6.254195,2.695778,0.210312,21.266482,15.376898
cuda,AllenaiLongformerBase,1,9.730414,79.657706,12.445478,26.835655,17.630324,8.180740,0.321916,110.795500,70.645869
cuda,BartForCausalLM,2,2.361892,15.938385,3.714568,9.181460,5.938355,2.771213,0.247735,46.103532,43.354654
cuda,BartForConditionalGeneration,1,10.421672,21.762655,7.508756,29.344916,13.049614,5.829814,0.608021,15.371315
cuda,BertForMaskedLM,64,5.094669,19.904928,3.851057,10.579599,6.911363,3.123735,0.276414,59.326213,53.960747
cuda,BertForQuestionAnswering,64,5.123790,14.636497,3.736715,10.257066,6.691261,3.056473,0.273044,17.990393,17.454190
cuda,BlenderbotSmallForCausalLM,64,1.303113,14.591305,2.526846,6.778267,4.341840,2.047930,0.177034,34.124787,28.906048
cuda,BlenderbotSmallForConditionalGeneration,32,5.477370,22.777641,6.149861,15.758785,10.032814,4.963647,0.452513,64.820572,64.392721
cuda,CamemBert,1,5.040887,14.479329,3.081797,9.089093,5.969154,2.608384,0.264982,48.002279,45.799436
cuda,DebertaForMaskedLM,4,3.500523,44.495734,6.234176,15.769869,9.714679,5.350204,0.417732,69.865263,47.570928
cuda,DebertaForQuestionAnswering,4,3.510793,42.744530,6.130991,15.598803,9.614704,5.327451,0.413656,47.430068,26.608562
cuda,DistilBertForMaskedLM,16,0.869948,11.051618,2.175524,5.822811,3.545850,1.927701,0.141004,18.949909,15.955196
cuda,DistilBertForQuestionAnswering,32,0.900891,18.389135,2.053428,5.556624,3.371094,1.836705,0.132323,33.658673,23.082057
cuda,DistillGPT2,1,1.500001,14.743989,1.368708,4.044070,2.497530,1.231084,0.114223,38.918627,29.631539
cuda,ElectraForCausalLM,1,5.150114,13.656196,2.996072,8.903780,5.838058,2.549138,0.255299,59.542825,57.891679
cuda,ElectraForQuestionAnswering,64,5.141345,32.339803,3.806247,10.494171,6.819104,3.120069,0.279438,94.370579,76.438281
cuda,GPT2ForSequenceClassification,4,4.483432,19.508005,3.392167,8.807986,5.646712,2.683101,0.221781,43.912883,36.692704
cuda,LayoutLMForMaskedLM,16,5.325159,15.303317,4.003544,10.862278,7.110797,3.221595,0.284326,32.976203,32.649561
cuda,LayoutLMForSequenceClassification,16,5.176010,9.041433,3.750038,11.012269,7.228849,3.262531,0.280121,14.925277,20.754606
cuda,M2M100ForConditionalGeneration,2,6.164995,26.699602,9.000449,23.154826,14.606596,7.439049,0.666898,67.214635,72.910869
cuda,MBartForCausalLM,16,2.378180,12.817662,3.898829,10.044139,6.490148,3.043881,0.262320,37.088564,38.319520
cuda,MT5ForConditionalGeneration,2,13.667616,29.972219,6.393403,14.087142,9.199354,4.033609,0.457528,78.191367,68.868339
cuda,MegatronBertForCausalLM,2,17.207612,28.909341,8.098515,21.212516,13.878769,6.437462,0.534071,43.045826,43.662483
cuda,MegatronBertForQuestionAnswering,8,16.875975,27.039354,7.466397,19.546350,13.151375,5.556002,0.491049,56.323936,56.507546
cuda,MobileBertForMaskedLM,16,67.032257,30.962903,10.798458,36.946039,24.399486,10.889582,1.123633,88.574001,105.743481
cuda,MobileBertForQuestionAnswering,32,67.605034,25.018517,10.036982,36.423947,24.149503,10.658604,1.074198,60.921603,82.746480
cuda,PLBartForCausalLM,16,0.930284,11.111161,2.205744,4.982435,3.075074,1.598889,0.133473,18.625057,14.752965
cuda,PegasusForCausalLM,8,2.113490,12.469692,3.600725,9.717292,6.278464,2.939579,0.248054,22.223835,23.175570
cuda,PegasusForConditionalGeneration,4,6.079970,26.238440,9.522616,23.605927,15.048371,7.468168,0.657672,59.878238,67.031352
cuda,RobertaForCausalLM,4,5.077977,21.059885,4.267833,10.662059,6.730520,3.158112,0.271825,34.260304,28.236630
cuda,RobertaForQuestionAnswering,64,5.190896,9.863462,3.666698,10.073836,6.387504,2.988489,0.263216,7.491546,11.474140
cuda,Speech2Text2ForCausalLM,64,0.903118,14.881701,1.750756,5.200408,3.173473,1.694114,0.137510,43.323629,35.440286
cuda,T5ForConditionalGeneration,4,7.592732,26.733186,4.003511,9.996270,6.440452,2.894779,0.318780,69.234871,56.619685
cuda,T5Small,1,7.601831,20.035778,3.047114,8.708375,5.698956,2.386880,0.304769,65.945054,57.773290
cuda,TrOCRForCausalLM,8,2.265811,9.630131,3.826390,8.878265,5.718953,2.722533,0.238376,17.951237,21.125744
cuda,YituTechConvBert,1,8.273380,39.883110,4.335292,12.847290,8.332819,3.832798,0.379847,76.301049,53.754575
