dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,1.842361,37.593448,4.146340,21.668530,12.979412,7.751532,0.313624,256.157709,244.509288
cuda,botnet26t_256,128,2.178394,79.178030,2.990153,12.917628,8.663740,3.654686,0.135152,214.547003,151.330986
cuda,convit_base,32,0.691294,40.112965,3.521897,11.833750,7.353336,4.034277,0.238163,95.441050,70.782100
cuda,convmixer_768_32,32,0.750166,6.468671,2.063900,6.373815,3.838271,2.160308,0.210163,11.830009,13.891435
cuda,cspdarknet53,64,4.937960,23.425060,3.342616,9.468795,5.665422,3.120497,0.222824,154.811746,144.294114
cuda,densenet121,64,13.241901,79.530986,4.690030,43.961944,27.828573,14.309816,0.402403,359.189864,328.503377
cuda,dla102,64,2.284297,32.948793,3.672627,16.093652,9.386884,5.792157,0.332594,146.646371,133.606823
cuda,dm_nfnet_f0,128,9.239106,11.293481,4.962894,14.592157,9.787923,3.832154,0.347527,2.667514,11.110215
cuda,dpn107,32,13.422451,101.308552,4.752684,20.296036,11.652185,7.411496,0.377435,324.691199,248.610227
cuda,eca_botnext26ts_256,64,2.417514,76.606259,3.489727,14.009075,9.392426,3.986368,0.149896,241.370805,182.327291
cuda,eca_halonext26ts,64,2.621873,84.205111,4.504611,18.009939,12.451668,4.896252,0.163281,178.198605,116.572750
cuda,ecaresnet101d,64,4.331041,16.450021,4.091610,15.485080,9.389753,5.196392,0.409578,87.567817,90.870159
cuda,ese_vovnet19b_dw,128,1.099742,22.402201,1.401395,9.371162,5.688343,3.039539,0.124228,121.857016,110.271677
cuda,fbnetc_100,128,3.471089,20.711479,2.339361,8.430719,4.931492,2.886167,0.205996,119.371763,109.510643
cuda,fbnetv3_b,128,7.437878,41.020321,5.180368,16.607503,9.969414,5.604711,0.436352,190.302057,171.236117
cuda,gernet_l,128,4.141776,10.981607,1.787050,6.184583,3.617419,2.091589,0.172845,74.050050,71.113345
cuda,ghostnet_100,128,1.681219,49.951194,3.389015,16.644005,9.732761,5.904811,0.313979,327.730663,297.935556
cuda,gluon_inception_v3,128,1.842129,9.500070,4.060809,21.237951,12.793997,7.559047,0.304920,2.256210,18.180244
cuda,gluon_senet154,32,9.122655,24.759090,6.052722,23.056332,14.182370,7.501328,0.740657,84.497808,89.129629
cuda,gluon_xception65,32,1.895085,20.832457,3.305252,11.400776,6.662628,3.954828,0.386156,118.474267,112.514162
cuda,hardcorenas_a,128,1.648881,23.373910,1.796287,8.226902,5.010237,2.603790,0.173390,122.411113,109.120878
cuda,hrnet_w18,2,18.729761,41.652985,9.938316,35.674944,22.088777,11.746051,0.950812,287.735327,292.614687
cuda,inception_v3,128,1.843069,9.556782,4.078943,21.391788,12.829962,7.677666,0.307608,2.321746,18.361971
cuda,lcnet_050,128,0.992924,10.719974,1.827648,6.113838,3.709023,2.007773,0.121802,56.937158,54.344647
cuda,legacy_senet154,32,5.538913,12.865755,6.139287,23.154331,14.212115,7.602765,0.740433,4.818439,21.527608
cuda,mixnet_l,64,9.787330,58.649321,3.846201,16.503044,9.438123,6.007465,0.444171,238.533672,200.360184
cuda,mnasnet_100,128,2.424320,8.407357,1.728407,7.475068,4.521549,2.438503,0.166048,52.955803,53.817945
cuda,mobilenetv2_100,128,2.424981,11.570493,2.156358,7.561826,4.596059,2.420301,0.181988,41.660211,39.879982
cuda,mobilenetv3_large_100,128,2.422312,9.077969,2.540079,9.483335,5.678522,3.135787,0.212393,49.136221,52.158492
cuda,mobilevit_s,32,3.676524,197.283518,6.903916,26.872296,17.783611,8.174417,0.285229,487.700206,324.299632
cuda,nfnet_l0,64,5.698059,35.036754,2.830699,10.969883,7.250721,2.946575,0.328965,76.945836,56.057857
cuda,pit_b_224,64,1.414354,64.634975,3.977282,11.204664,7.223773,3.319718,0.244956,236.850536,187.497251
cuda,poolformer_m36,64,5.534090,146.954846,7.857403,33.959002,21.069381,11.898779,0.427067,188.374071,83.398398
cuda,regnety_002,128,3.382368,24.584598,1.954309,7.757578,4.437702,2.730503,0.209324,127.716696,112.918262
cuda,repvgg_a2,128,3.854089,8.012982,1.431833,5.143402,3.179754,1.583975,0.136405,48.784243,47.413527
cuda,res2net101_26w_4s,64,5.472436,38.151529,6.098905,28.504466,17.569744,9.634328,0.612951,229.523927,226.220909
cuda,res2net50_14w_8s,2,3.665993,41.585560,4.576860,24.817781,14.919142,8.543548,0.530029,369.309402,357.334568
cuda,res2next50,2,1.829110,22.869269,2.781240,14.792210,8.643670,5.305039,0.305959,147.307215,142.131238
cuda,resmlp_12_224,128,0.784834,26.219383,1.591829,6.029510,3.560106,2.118367,0.145221,136.637372,118.098090
cuda,resnet18,128,0.333609,8.266095,0.852202,3.717651,2.291527,1.132029,0.067496,51.451658,47.782614
cuda,rexnet_100,128,4.111226,83.609018,3.070914,14.756222,8.620993,5.047621,0.278046,428.568879,362.888209
cuda,sebotnet33ts_256,64,3.491594,82.567964,4.286983,16.662033,11.221575,4.699729,0.203868,183.758349,122.220804
cuda,selecsls42b,128,0.479316,21.046598,1.648218,9.362673,5.816552,3.005140,0.140153,138.864767,128.884719
cuda,spnasnet_100,128,3.445585,4.886577,2.272496,8.396983,4.956827,2.853508,0.202393,11.530531,17.394343
cuda,swsl_resnext101_32x16d,32,2.255775,9.363452,2.902876,10.360080,6.073441,3.584959,0.314801,37.500262,41.536660
cuda,tf_efficientnet_b0,128,3.532713,37.164795,2.636516,11.623290,6.990192,3.858444,0.251088,168.051046,145.236529
cuda,tf_mixnet_l,64,13.244871,34.925268,3.772727,18.149829,10.372054,6.688128,0.439921,130.570582,117.697363
cuda,tinynet_a,128,3.837027,26.947502,3.263958,12.362506,7.409764,4.137534,0.297485,168.998235,157.784614
cuda,visformer_small,128,1.080540,52.236709,2.805519,7.222629,4.527799,2.167988,0.191392,126.619716,84.497025
