dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.931274,24.414696,4.052949,12.409989,8.535917,3.313086,0.253669,61.663256,53.822526
cuda,Background_Matting,4,0.544152,22.899637,2.173103,16.136075,10.123989,5.513183,0.167190,90.247375,85.725984
cuda,LearningToPaint,96,0.305182,17.415304,0.764320,2.645161,1.473760,0.817717,0.067010,101.951593,87.972602
cuda,alexnet,128,0.154629,11.590273,0.287028,2.060340,1.160793,0.746608,0.021740,27.707923,18.470675
cuda,attention_is_all_you_need_pytorch,256,2.280923,74.099724,4.318064,11.898264,7.317539,3.918413,0.312273,161.001430,103.235413
cuda,dcgan,32,0.140914,5.356507,0.205753,0.597525,0.329198,0.155368,0.014937,21.662299,17.115123
cuda,densenet121,4,3.660776,109.301609,4.274585,42.596933,26.529147,14.222946,0.394552,479.647028,417.693595
cuda,drq,1,0.275372,10.118194,0.147613,0.559043,0.289078,0.136448,0.023339,19.129091,9.726409
cuda,fastNLP_Bert,6,4.100086,26.303451,4.141902,11.258843,7.245143,3.445510,0.297913,83.306953,72.511016
cuda,hf_Albert,8,1.792272,19.358724,3.821306,9.151350,5.989173,2.685507,0.216048,90.402379,84.113433
cuda,hf_Bart,4,3.474320,15.603750,5.052042,12.267100,7.822463,3.852579,0.340739,43.642462,45.489501
cuda,hf_Bert,4,4.985601,18.111636,3.904960,10.444996,6.836192,3.102500,0.273611,36.751315,33.343092
cuda,hf_DistilBert,8,0.851092,9.304250,2.076995,5.751778,3.577764,1.857947,0.133771,20.610170,19.189943
cuda,hf_GPT2,4,4.238079,24.650930,3.433526,8.812884,5.657462,2.692163,0.230398,47.591128,35.272733
cuda,hf_Longformer,2,9.699271,93.115795,14.612498,31.432353,20.617758,9.810807,0.331024,110.165102,63.318548
cuda,hf_Reformer,4,1.861908,42.034769,1.099523,4.944198,3.042335,1.623086,0.075856,59.999737,24.054960
cuda,hf_T5,8,7.424767,26.271081,3.775826,9.950549,6.188561,3.109414,0.325293,72.969195,60.738497
cuda,mnasnet1_0,32,0.493185,32.685610,1.668960,6.981451,4.157624,2.309444,0.167103,194.941578,170.972076
cuda,mobilenet_v2,96,0.478217,23.204612,2.170166,7.628861,4.635325,2.444255,0.188030,174.125506,160.793086
cuda,mobilenet_v3_large,32,0.647323,43.161949,2.247570,9.035465,5.419841,2.932354,0.212610,199.118865,167.471187
cuda,nvidia_deeprecommender,256,0.169456,3.131000,0.146410,0.468640,0.247978,0.121153,0.012792,21.237217,18.727878
cuda,pytorch_CycleGAN_and_pix2pix,1,0.283997,14.377981,1.335563,7.606620,4.468303,2.840888,0.112436,27.290172,21.897372
cuda,pytorch_stargan,16,0.268111,8.127275,0.867646,2.071975,1.237024,0.620794,0.068765,37.423822,32.266967
cuda,pytorch_unet,1,0.346245,15.037635,0.965347,4.487841,2.762402,1.424366,0.080117,40.262496,30.708556
cuda,resnet18,16,0.287813,11.234314,0.807895,3.564841,2.183730,1.095471,0.065127,72.312971,65.476860
cuda,resnet50,32,0.632994,4.046823,1.737212,6.892192,4.139229,2.271183,0.167811,83.090282,87.742290
cuda,resnext50_32x4d,8,0.636324,15.682160,1.621963,6.261819,3.725656,2.065384,0.163764,106.833183,99.103390
cuda,shufflenet_v2_x1_0,128,0.765698,23.494243,2.365839,9.231155,5.611419,3.098196,0.192251,139.600228,127.931981
cuda,soft_actor_critic,256,0.207896,2.069729,0.080317,0.306841,0.145480,0.070368,0.009029,7.312806,5.634855
cuda,squeezenet1_1,32,0.274337,11.156167,0.612228,3.327150,1.946844,1.147372,0.064326,20.363478,13.161441
cuda,timm_efficientnet,32,2.806162,34.632570,2.476701,10.183423,6.130202,3.346738,0.240410,154.871592,132.987208
cuda,timm_nfnet,128,9.377857,48.125092,5.098346,15.070018,10.260900,3.929893,0.358949,109.113294,81.344793
cuda,timm_regnet,32,6.271429,32.158576,2.582794,8.550797,4.982102,2.913374,0.275772,140.246502,119.328341
cuda,timm_vovnet,32,2.128081,23.476155,1.838329,11.046272,6.810124,3.650216,0.135578,206.908353,196.370391
cuda,vgg16,64,0.189365,9.038525,0.356497,2.367718,1.443929,0.746005,0.038715,20.718213,14.413479
