dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,12.058060,10.506489,4.661193,1.666833,9.073323,3.308882,1.156435,0.147665,1.049280,1.067154,7.210952
cuda,BartForCausalLM,4,16.557500,13.426347,6.955933,2.016512,10.086525,3.654565,1.554981,0.281904,1.387476,1.516904,6.639916
cuda,BartForConditionalGeneration,2,44.026532,35.778030,17.691938,6.194700,22.198955,9.646138,3.949609,1.045167,0.872426,1.260712,11.851099
cuda,BertForMaskedLM,16,16.921368,13.679928,6.663889,2.312492,9.451398,3.830183,1.628555,0.290106,1.988630,2.094060,7.202411
cuda,BertForQuestionAnswering,16,17.078532,13.828732,6.742903,2.326444,9.462405,3.816575,1.630922,0.290089,1.560884,1.661907,6.716833
cuda,BlenderbotSmallForCausalLM,64,11.278753,9.241474,4.574987,1.511147,6.689607,2.249785,1.086488,0.174800,2.469875,6.171943,2.057356
cuda,BlenderbotSmallForConditionalGeneration,64,28.032301,22.804147,11.215058,3.361959,15.182436,6.767655,2.683715,0.578991,2.080858,1.846086,9.594949
cuda,CamemBert,16,16.936355,13.664610,6.600588,2.307760,9.350695,3.855764,1.615010,0.289842,0.810356,0.976650,5.980733
cuda,DebertaForMaskedLM,4,30.206862,23.551374,14.751985,2.722074,18.539992,4.740495,2.270522,0.373223,15.201658,2.364128,21.974847
cuda,DebertaForQuestionAnswering,8,29.896736,23.241565,14.436041,2.669066,18.209977,4.699041,2.254224,0.364876,16.337745,2.727528,23.045519
cuda,DebertaV2ForMaskedLM,1,43.824534,31.932245,17.645008,3.922729,20.585385,5.692155,2.906181,0.640265,33.512396,1.826198,40.810542
cuda,DistilBertForMaskedLM,128,10.249279,8.846276,5.071129,1.083659,6.935770,2.083707,0.862991,0.130448,1.512247,3.753848,4.519232
cuda,DistilBertForQuestionAnswering,256,10.274315,8.885261,5.111223,1.072631,7.134916,2.100269,0.865819,0.126596,0.900226,2.926389,4.053631
cuda,DistillGPT2,16,11.315706,9.902508,6.290920,1.117265,8.204597,1.905116,1.075361,0.113857,1.671626,2.883008,4.756846
cuda,ElectraForCausalLM,32,18.813248,15.484075,8.347107,2.300523,14.161419,3.938155,1.647362,0.295645,3.533361,3.809035,11.764909
cuda,ElectraForQuestionAnswering,64,16.961205,13.731817,6.676221,2.281144,11.685414,3.848928,1.635130,0.295494,2.347959,2.309859,9.748905
cuda,GPT2ForSequenceClassification,4,17.629453,14.784120,8.358020,2.196898,10.824574,3.880975,1.545214,0.253120,1.301643,2.455011,6.064253
cuda,GoogleFnet,16,12.110921,10.380764,6.962457,1.380038,10.584067,1.900016,0.834420,0.130257,3.922039,1.791353,9.003211
cuda,LayoutLMForMaskedLM,16,18.755047,15.245911,8.055028,2.164481,10.923759,3.908926,1.666306,0.301262,1.985653,2.493062,7.331326
cuda,LayoutLMForSequenceClassification,16,18.847382,15.370118,8.235551,2.195930,12.774534,4.742776,1.932706,0.291949,7.164717,7.687048,14.205545
cuda,M2M100ForConditionalGeneration,16,40.248990,32.555521,15.787170,5.105977,21.831319,8.775559,3.949550,0.786016,3.717190,8.640175,15.429705
cuda,MBartForCausalLM,4,18.456533,15.430600,8.692298,2.070603,11.797162,3.720687,1.614656,0.282506,1.372498,1.326780,6.655246
cuda,MBartForConditionalGeneration,2,41.680363,33.946093,16.744325,6.110732,21.283316,9.527312,3.920960,1.070559,0.851295,0.495994,11.780543
cuda,MT5ForConditionalGeneration,16,28.163948,23.251089,10.884476,3.652158,15.318356,6.511015,2.470977,0.539587,3.950994,22.406606,12.225499
cuda,MegatronBertForCausalLM,4,32.802616,26.228258,12.288703,4.455688,16.681973,8.265891,3.209926,0.742172,1.115703,1.665431,10.452013
cuda,MegatronBertForQuestionAnswering,8,32.539848,26.014667,12.176078,4.394285,16.757901,8.147626,3.178745,0.741809,1.597963,1.537348,11.057895
