dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.0039,1.7272,7.3527
cuda,Background_Matting,4,0.9994,1.0907,6.7789
cuda,LearningToPaint,96,0.9996,0.5006,1.1996
cuda,Super_SloMo,6,0.9988,1.1152,5.8099
cuda,alexnet,128,0.9989,0.3663,4.3604
cuda,attention_is_all_you_need_pytorch,256,1.0042,1.5307,7.2926
cuda,dcgan,32,0.9878,0.3385,0.2032
cuda,demucs,4,1.0000,0.7197,17.6423
cuda,densenet121,4,1.0009,1.7113,0.7478
cuda,dlrm,2048,1.0011,0.6265,16.2088
cuda,drq,1,1.0006,0.3937,0.2216
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,1.0013,1.4655,8.1462
cuda,hf_Bart,4,1.0161,1.6988,13.9121
cuda,hf_Bert,4,1.0355,1.5374,9.3734
cuda,hf_BigBird,2,0.9970,7.5213,12.8091
cuda,hf_DistilBert,8,1.0007,0.7692,7.9550
cuda,hf_GPT2,4,1.0123,1.5403,12.6272
cuda,hf_Longformer,2,1.0182,4.4765,11.9574
cuda,hf_Reformer,4,0.9992,1.8794,1.8182
cuda,hf_T5,8,1.0018,2.7330,19.9411
cuda,mnasnet1_0,32,0.9982,0.7794,1.0328
cuda,mobilenet_v2,96,0.9985,0.7780,4.1342
cuda,mobilenet_v3_large,32,1.0060,0.8429,1.1305
cuda,moco,32,0.9968,1.7414,3.8035
cuda,nvidia_deeprecommender,256,0.9992,0.3653,14.8097
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9982,0.5455,0.8898
cuda,pytorch_stargan,16,0.9968,0.5174,1.0835
cuda,pytorch_struct,200,0.9938,0.4037,0.8360
cuda,pytorch_unet,1,1.0004,0.6061,2.8364
cuda,resnet18,16,1.0015,0.4991,0.9418
cuda,resnet50,32,0.9993,0.8151,3.0183
cuda,resnext50_32x4d,8,0.9995,0.8204,1.9888
cuda,shufflenet_v2_x1_0,128,1.0018,0.9059,1.7034
cuda,soft_actor_critic,256,0.9782,0.2969,0.0802
cuda,speech_transformer,32,1.0051,1.8942,3.1061
cuda,squeezenet1_1,32,0.9974,0.4921,0.5421
cuda,tacotron2,64,0.9837,25.0876,10.0403
cuda,timm_efficientdet,1,1.0167,12.8961,1.3273
cuda,timm_efficientnet,32,1.0138,1.3389,1.7915
cuda,timm_nfnet,128,0.9994,2.1124,11.1134
cuda,timm_regnet,32,1.0161,1.7463,6.1723
cuda,timm_resnest,32,1.0004,0.5945,1.7941
cuda,timm_vision_transformer,8,1.0028,0.9196,1.7645
cuda,timm_vovnet,32,1.0190,0.9537,2.6554
cuda,tts_angular,64,0.9843,0.4616,0.7849
cuda,vgg16,64,0.9995,0.4707,11.3081
cuda,vision_maskrcnn,4,0.9582,10.5026,9.3008
cuda,yolov3,16,0.9987,6.0388,8.2462
