dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,AlbertForMaskedLM,2,1.679910
cuda,AlbertForQuestionAnswering,2,1.745167
cuda,AllenaiLongformerBase,1,6.212389
cuda,BartForCausalLM,2,2.135591
cuda,BartForConditionalGeneration,1,4.973468
cuda,BertForMaskedLM,64,2.230696
cuda,BertForQuestionAnswering,64,2.213545
cuda,BigBird,1,54.717739
cuda,BlenderbotSmallForCausalLM,64,1.333151
cuda,BlenderbotSmallForConditionalGeneration,32,2.941921
cuda,CamemBert,1,2.273632
cuda,DistilBertForMaskedLM,16,1.315569
cuda,DistilBertForQuestionAnswering,32,1.294549
cuda,DistillGPT2,1,1.052171
cuda,ElectraForCausalLM,1,2.036885
cuda,ElectraForQuestionAnswering,64,2.021415
cuda,GPT2ForSequenceClassification,4,1.987159
cuda,LayoutLMForMaskedLM,16,2.494891
cuda,LayoutLMForSequenceClassification,16,2.586185
cuda,M2M100ForConditionalGeneration,2,68.495547
cuda,MBartForCausalLM,16,2.260344
cuda,MBartForConditionalGeneration,8,5.089720
cuda,MT5ForConditionalGeneration,2,4.387398
cuda,MegatronBertForCausalLM,2,4.679900
cuda,MegatronBertForQuestionAnswering,8,4.515099
cuda,MobileBertForMaskedLM,16,9.328904
cuda,MobileBertForQuestionAnswering,32,9.379474
cuda,OPTForCausalLM,4,2.055506
cuda,PLBartForCausalLM,16,1.231087
cuda,PLBartForConditionalGeneration,8,2.464168
cuda,PegasusForCausalLM,8,27.220288
cuda,PegasusForConditionalGeneration,4,30.287572
cuda,RobertaForCausalLM,4,2.308488
cuda,RobertaForQuestionAnswering,64,2.282073
cuda,Speech2Text2ForCausalLM,64,2.281487
cuda,T5ForConditionalGeneration,4,3.072763
cuda,T5Small,1,3.157771
cuda,TrOCRForCausalLM,8,2.173451
cuda,XGLMForCausalLM,1,129.602410
cuda,XLNetLMHeadModel,4,4.916426
cuda,YituTechConvBert,1,3.178684
