dev,name,batch_size,ts_nvfuser,aot_nvfuser,inductor_cudagraphs
cuda,dm_nfnet_f0,128,0.6926,0.9984,1.4197
cuda,nfnet_l0,128,1.1232,1.1723,1.3022
cuda,res2next50,128,1.1019,1.1771,1.1839
cuda,inception_v3,128,1.1117,1.1341,1.1569
cuda,gluon_inception_v3,128,1.1118,1.1343,1.1561
cuda,adv_inception_v3,128,1.1114,1.1337,1.1542
cuda,regnety_002,128,1.1721,1.3507,1.1387
cuda,gmlp_s16_224,128,1.0132,1.0046,1.1265
cuda,resnet18,128,1.1493,1.1773,1.1172
cuda,gmixer_24_224,128,1.0235,1.0686,1.1111
cuda,selecsls42b,128,1.1901,1.2043,1.1088
cuda,lcnet_050,128,0.8855,1.2898,1.0618
cuda,rexnet_100,128,0.9848,1.0418,1.0538
cuda,hardcorenas_a,128,1.0392,1.0734,1.0434
cuda,ese_vovnet19b_dw,128,1.0539,1.0769,1.0384
cuda,visformer_small,128,1.0257,1.0207,1.0074
cuda,mobilenetv3_large_100,128,0.9951,1.0542,0.9999
cuda,mobilenetv2_100,128,0.9187,1.0497,0.9737
cuda,tinynet_a,128,0.9182,0.9901,0.9721
cuda,mnasnet_100,128,1.0296,1.0307,0.9533
cuda,cspdarknet53,64,0.8632,1.0739,0.9359
cuda,gernet_l,128,1.0045,1.0217,0.9308
cuda,repvgg_a2,128,0.9453,0.9964,0.9304
cuda,fbnetv3_b,128,0.8546,0.9855,0.93
cuda,fbnetc_100,128,1.0178,1.0367,0.9245
cuda,mixer_b16_224,128,0.9745,0.9983,0.9101
cuda,spnasnet_100,128,0.9757,0.9842,0.871
cuda,tnt_s_patch16_224,128,1.3134,1.5363,0.0
cuda,hrnet_w18,128,1.251,1.3241,0.0
cuda,dla102,128,1.253,1.299,0.0
cuda,ecaresnet101d,128,1.1944,1.2604,0.0
cuda,res2net50_14w_8s,128,1.1672,1.2417,0.0
cuda,convit_base,64,1.1491,1.2072,0.0
cuda,resnest101e,64,1.1244,1.2022,0.0
cuda,botnet26t_256,128,1.1518,1.1913,0.0
cuda,res2net101_26w_4s,128,1.1027,1.1724,0.0
cuda,sebotnet33ts_256,128,1.0638,1.1703,0.0
cuda,eca_botnext26ts_256,128,1.0191,1.165,0.0
cuda,eca_halonext26ts,128,1.0176,1.1591,0.0
cuda,densenet121,128,1.1025,1.1549,0.0
cuda,gluon_senet154,64,1.1534,1.149,0.0
cuda,volo_d1_224,128,1.0712,1.1442,0.0
cuda,twins_pcpvt_base,128,1.1128,1.1353,0.0
cuda,swsl_resnext101_32x16d,32,1.0952,1.1092,0.0
cuda,coat_lite_mini,128,1.0439,1.1069,0.0
cuda,nasnetalarge,16,1.0896,1.1036,0.0
cuda,mobilevit_s,128,1.0589,1.0978,0.0
cuda,pnasnet5large,16,1.0821,1.0881,0.0
cuda,pit_b_224,64,1.0414,1.0627,0.0
cuda,crossvit_9_240,64,1.0487,1.0512,0.0
cuda,convmixer_768_32,64,1.0202,1.0428,0.0
cuda,tf_efficientnet_b0,128,0.9618,1.0391,0.0
cuda,gluon_xception65,32,1.0671,1.034,0.0
cuda,mixnet_l,128,0.9829,1.0313,0.0
cuda,tf_mixnet_l,128,0.9843,1.0298,0.0
cuda,deit_base_distilled_patch16_224,128,1.0363,1.0214,0.0
cuda,dpn107,64,1.0166,1.0073,0.0
cuda,ghostnet_100,128,1.2063,0.9998,0.0
cuda,swin_base_patch4_window7_224,64,1.0657,0.9998,0.0
cuda,jx_nest_base,64,1.1357,0.9997,0.0
cuda,cait_m36_384,4,0.9961,0.9855,0.0
cuda,vit_base_patch16_224,128,0.9897,0.9819,0.0
cuda,beit_base_patch16_224,128,0.9714,0.962,0.0
cuda,resmlp_12_224,128,1.1983,0.0,0.0
cuda,levit_128,128,1.1533,0.0,0.0
cuda,poolformer_m36,64,1.0464,0.0,0.0
cuda,xcit_large_24_p8_224,11,1.0239,0.0,0.0
cuda,convnext_base,64,0.988,0.0,0.0
cuda,legacy_senet154,0,0.0,0.0,0.0
