dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,6.381373,4.883312
cuda,Background_Matting,4,4.759828,3.789497
cuda,LearningToPaint,96,1.851417,1.387837
cuda,Super_SloMo,6,5.237184,4.071562
cuda,alexnet,128,0.356348,0.182459
cuda,attention_is_all_you_need_pytorch,256,6.284038,4.966220
cuda,dcgan,32,0.413786,0.232757
cuda,demucs,4,0.322355
cuda,densenet121,4,12.046153,9.848816
cuda,dlrm,1024,0.563227,0.289243
cuda,drq,1,0.535758,0.212836
cuda,fastNLP_Bert,6,5.832706,4.252919
cuda,functorch_dp_cifar10,64,1.203413,0.890312
cuda,hf_Albert,8,5.320030,3.933655
cuda,hf_Bart,4,7.479886,5.606123
cuda,hf_Bert,4,5.591872,3.994906
cuda,hf_Bert_large,4,11.310063,8.201978
cuda,hf_DistilBert,8,2.736906,1.985601
cuda,hf_GPT2,4,5.885140,4.171617
cuda,hf_GPT2_large,4,16.846604,11.882855
cuda,hf_Longformer,2,20.800627,14.402115
cuda,hf_Reformer,4,2.862816,1.128451
cuda,hf_T5,8,8.169263,5.758217
cuda,hf_T5_large,2,33.849585,23.061792
cuda,lennard_jones,1000,0.257159,0.107479
cuda,mnasnet1_0,32,4.255870,3.388301
cuda,mobilenet_v2,96,4.603539,3.675017
cuda,mobilenet_v2_quantized_qat,96,10.149396,8.678709
cuda,mobilenet_v3_large,32,5.028806,4.017812
cuda,nvidia_deeprecommender,256,0.367197,0.163572
cuda,phlippe_resnet,128,1.710938,1.280464
cuda,pytorch_CycleGAN_and_pix2pix,1,1.840831,1.406524
cuda,pytorch_stargan,16,2.190850,1.733423
cuda,pytorch_struct,200,0.680282,0.414841
cuda,pytorch_unet,1,2.334756,1.833326
cuda,resnet152,32,13.200030,10.703493
cuda,resnet18,16,1.783834,1.333496
cuda,resnet50,32,4.485269,3.547148
cuda,resnet50_quantized_qat,32,9.950816,8.602096
cuda,resnext50_32x4d,8,4.468831,3.534613
cuda,shufflenet_v2_x1_0,128,5.035810,3.974655
cuda,soft_actor_critic,256,0.321916,0.095857
cuda,speech_transformer,32,7.127311,5.407854
cuda,squeezenet1_1,32,0.720470,0.462128
cuda,timm_efficientdet,1,26.693378,16.924575
cuda,timm_efficientnet,32,6.355785,4.464683
cuda,timm_nfnet,128,6.561612,4.484320
cuda,timm_regnet,32,7.460584,4.951738
cuda,timm_resnest,32,2.517904,1.844525
cuda,timm_vision_transformer,8,3.964323,3.034554
cuda,timm_vision_transformer_large,8,12.430457,9.837933
cuda,timm_vovnet,32,4.163515,2.695436
cuda,tts_angular,64,0.231402,0.041688
cuda,vgg16,64,0.509269,0.308401
cuda,yolov3,16,6.916289,5.206683
