,Compiler,torchbench,huggingface,timm_models
eager,eager,"97%, 56/58","100%, 46/46","100%, 61/61"
aot_eager,aot_eager,"91%, 53/58","100%, 46/46","100%, 61/61"
inductor,inductor,"86%, 50/58","93%, 43/46","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"91%, 53/58","98%, 45/46","97%, 59/61"
