dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.126444,8.868811,3.560585,1.858634,7.909459,3.252184,1.108618,0.139906,1.502651,7.789114,0.892358
cuda,AlbertForQuestionAnswering,4,10.832249,9.487750,3.895668,1.891634,8.556822,3.140628,1.536510,0.139260,1.227254,7.866858,0.508522
cuda,BartForCausalLM,4,12.991131,11.731035,6.033081,1.795998,9.262330,3.110425,1.468367,0.219959,1.337264,1.484867,6.447378
cuda,BartForConditionalGeneration,2,32.060371,28.574522,14.404436,4.958438,19.752908,8.559751,2.937721,0.823872,1.065153,1.187424,11.587974
cuda,BertForMaskedLM,16,13.648274,12.093467,6.132430,2.136845,8.875071,3.329626,1.317242,0.280922,1.927956,6.899014,1.437758
cuda,BertForQuestionAnswering,16,13.660950,12.096034,6.111528,2.090965,8.850548,3.002018,1.679805,0.240694,1.500825,6.424025,1.021530
cuda,BlenderbotSmallForCausalLM,64,8.373572,7.507197,3.599493,1.252922,6.142417,2.372724,0.920107,0.149186,2.392513,6.245225,2.041766
cuda,BlenderbotSmallForConditionalGeneration,64,20.465940,18.271531,8.382401,2.951222,12.698041,5.790246,2.107807,0.488266,2.108455,1.915717,9.522409
cuda,CamemBert,16,13.625060,12.109559,6.120617,1.876169,8.987768,3.266199,1.313918,0.249161,0.850451,5.684115,0.342461
cuda,DebertaForMaskedLM,4,28.948242,23.575547,15.966326,4.676417,23.781809,10.296706,3.577891,0.320836,17.575805,0.855249,30.307415
cuda,DebertaForQuestionAnswering,8,28.948858,23.473537,15.795294,4.646851,23.953659,10.287837,3.594832,0.323891,19.076499,1.788900,32.123911
cuda,DebertaV2ForMaskedLM,1,36.686367,28.168262,16.194820,3.953031,21.537758,6.983388,2.794235,0.557400,42.707091,1.535948,52.392359
cuda,DebertaV2ForQuestionAnswering,2,37.721555,29.134699,17.110882,5.603504,25.345706,10.371778,4.133729,0.556299,42.524464,0.511338,56.756451
cuda,DistilBertForMaskedLM,128,6.804780,6.167017,3.066981,0.996448,5.132833,1.656657,0.726365,0.110774,1.568053,4.676822,1.209099
cuda,DistilBertForQuestionAnswering,256,6.882573,6.215442,3.058536,1.011824,5.148794,1.706466,0.748398,0.109850,1.018325,4.167028,0.655203
cuda,DistillGPT2,16,8.666790,7.856436,4.867659,1.103033,6.787923,1.694248,0.741258,0.097149,2.117796,2.678076,5.186722
cuda,ElectraForCausalLM,32,15.548278,13.982438,8.075400,2.146549,11.799940,3.139814,1.346733,0.246695,3.532926,2.894681,9.497234
cuda,ElectraForQuestionAnswering,64,13.314157,11.783997,5.893799,1.849418,8.813863,3.266390,1.308152,0.245995,1.855629,6.714408,1.347364
cuda,GPT2ForSequenceClassification,4,12.123763,10.536202,4.976120,1.998476,7.260840,3.046999,1.263599,0.213581,1.353791,5.719560,1.004205
cuda,GoogleFnet,16,10.475487,9.308419,6.534526,1.590201,10.885252,2.401648,0.737232,0.110401,4.156439,1.756215,10.164820
cuda,LayoutLMForMaskedLM,16,14.243844,12.389087,6.237129,2.162113,9.323653,3.671408,1.344877,0.260802,1.947401,7.293694,1.423916
cuda,LayoutLMForSequenceClassification,16,13.956216,12.188281,6.190027,2.083656,9.656290,3.366221,1.360495,0.251673,7.130267,12.770891,6.655032
cuda,M2M100ForConditionalGeneration,16,28.189316,24.992475,12.548512,3.861249,19.792245,8.009921,3.043803,0.604719,3.961945,8.060666,15.266185
cuda,MBartForCausalLM,4,14.472934,13.219105,7.575467,1.831025,10.802928,3.116364,1.525722,0.226905,1.369482,1.303487,6.515367
