dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,48.372909,43.555193,38.595585,25.029661,5.383141,36.750907,10.217384,5.031949,0.639327,46.324147,102.464173,63.858965
cuda,beit_base_patch16_224,64,30.120751,26.902053,21.426023,15.072156,1.831684,22.333404,4.191000,1.866387,0.279642,0.846954,2.894000,10.131756
cuda,botnet26t_256,128,32.858678,30.525318,25.237114,19.778841,2.394086,29.037560,6.254032,2.363572,0.152805,28.882888,56.285913,40.696738
cuda,coat_lite_mini,128,34.175875,31.481487,26.634814,20.300369,2.385824,37.387358,7.305130,2.702209,0.247844,15.836182,40.336030,35.484608
cuda,convit_base,64,30.700006,27.743928,22.964209,15.987222,2.171581,26.336200,5.292887,2.228823,0.292095,6.209085,9.816896,18.934566
cuda,convmixer_768_32,32,22.558774,21.296371,16.238927,7.629590,2.938038,14.752220,2.597360,1.498221,0.277870,3.347627,13.650983,2.536813
cuda,convnext_base,64,35.016533,29.438877,24.637674,16.369734,3.993173,28.851156,5.613118,2.644887,0.517566,11.311106,16.733532,28.271901
cuda,crossvit_9_240,128,37.930300,33.375975,28.359780,18.389150,3.082456,32.484219,7.438612,3.176842,0.436447,21.985189,33.527709,39.457856
cuda,cspdarknet53,64,36.182618,31.797972,26.833421,17.240987,3.381190,26.375655,4.833524,3.011474,0.371817,27.289799,57.770633,40.336980
cuda,deit_base_distilled_patch16_224,64,25.916707,23.452397,18.674430,13.191124,1.529769,21.337219,3.372258,1.641946,0.218940,2.704663,3.813937,12.542136
cuda,dla102,128,47.218492,41.740070,36.710160,21.781318,5.313821,30.861641,8.652244,3.604814,0.613356,18.664636,41.494203,33.539155
cuda,dm_nfnet_f0,128,33.224121,28.644338,23.864506,14.359620,4.041314,24.961655,6.030120,2.309596,0.335577,24.544619,29.664994,39.478228
cuda,dpn107,32,57.573718,49.813908,44.938048,27.413684,5.646339,39.100212,8.753134,4.081904,0.613041,16.536139,30.685657,34.723607
cuda,eca_botnext26ts_256,128,34.743596,32.241510,26.997216,20.863733,2.735027,30.120231,6.389469,2.636358,0.179228,32.726787,62.649418,44.904153
cuda,eca_halonext26ts,128,38.311955,35.782766,30.951657,24.739894,3.056623,37.645430,11.959001,4.132236,0.181998,32.298027,67.465071,48.450437
cuda,ese_vovnet19b_dw,128,23.895725,22.077527,17.301219,13.510657,1.472586,21.499985,3.440672,1.436515,0.132360,29.392240,53.511089,38.974841
cuda,fbnetc_100,128,37.300981,33.247935,28.289168,19.639691,3.329825,28.079286,4.907784,2.605283,0.323178,46.127909,99.026392,58.177607
cuda,fbnetv3_b,128,53.143384,46.049838,40.977319,25.326301,5.662254,36.760598,9.439040,3.750428,0.718846,55.971117,107.421299,73.540942
cuda,gernet_l,128,29.939536,26.222211,21.270160,13.462949,2.573040,20.502168,3.448387,1.740640,0.257025,25.433260,48.973775,35.290226
cuda,ghostnet_100,128,54.810669,48.697241,41.962991,28.693519,5.048655,45.377030,9.246534,3.933740,0.540641,95.499241,168.260140,117.640338
cuda,gluon_inception_v3,128,47.602635,42.833465,37.952417,24.629789,5.248870,35.883452,9.916630,4.886120,0.635349,47.623339,105.361159,64.543789
cuda,gluon_xception65,32,51.593159,44.590349,39.562032,21.706370,6.358812,28.860449,8.088487,3.403156,0.794021,17.082687,34.399335,31.496166
cuda,gmixer_24_224,128,35.135621,30.513829,25.678859,16.440813,2.703606,25.688755,6.311204,2.824939,0.438152,0.195643,6.435117,12.811150
cuda,gmlp_s16_224,128,36.507225,31.467996,26.715239,17.572246,2.985616,29.932668,6.408297,2.920017,0.432218,0.200897,13.002220,15.839942
cuda,hrnet_w18,128,97.413282,91.023141,85.886434,41.039824,16.164185,60.559782,25.212372,9.512664,4.863686,43.083308,89.714599,79.995661
cuda,inception_v3,128,48.194536,43.376713,38.550312,25.021424,5.327513,36.974576,9.958006,4.978467,0.631899,47.117712,104.009410,64.827631
cuda,jx_nest_base,32,43.158318,37.812048,32.992537,21.649693,3.832780,35.805044,10.356225,3.917330,0.610934,11.955030,20.260904,30.536742
cuda,lcnet_050,128,25.764055,23.878847,19.060723,14.362011,2.000979,21.171087,2.887799,1.353725,0.141427,44.296417,75.540819,53.247282
cuda,mixer_b16_224,128,23.359832,20.989731,16.165605,11.668422,1.404290,19.000624,2.502087,1.159947,0.164257,0.156039,5.728453,9.033264
cuda,mixnet_l,128,48.208755,41.635034,36.577137,24.336997,4.293961,37.034702,7.455189,3.814624,0.582623,64.558531,100.019327,81.926309
cuda,mnasnet_100,128,34.001153,30.753978,25.755563,18.656865,2.712179,27.008863,4.008256,2.126843,0.240993,43.896255,90.299480,55.185500
cuda,mobilenetv2_100,128,33.470235,30.223692,25.357486,17.910827,2.580979,26.495872,4.344809,1.925727,0.258001,44.639015,95.791663,56.241611
cuda,mobilenetv3_large_100,128,35.600751,32.225301,27.449576,19.942511,3.024223,30.884296,4.773679,2.165243,0.279326,66.169650,119.282007,80.366417
cuda,mobilevit_s,64,51.627204,47.518844,42.627922,33.788961,4.092473,51.326620,13.803753,6.115972,0.376690,55.515878,133.080244,77.431044
cuda,nfnet_l0,128,32.237885,28.121871,23.315680,14.397098,3.053565,24.692366,5.692086,2.195347,0.334581,30.392588,39.499403,43.997865
cuda,pit_b_224,64,28.568952,25.828461,21.023995,14.968408,1.782668,24.449385,4.070276,1.844061,0.250957,9.222821,12.503921,20.669230
cuda,pnasnet5large,16,68.955930,64.181050,59.262128,30.313271,9.639018,48.962565,17.843632,9.373212,1.870844,27.100941,48.585119,56.210881
cuda,poolformer_m36,64,47.639328,41.445973,36.539820,23.386618,8.262385,38.706340,16.072475,5.571928,0.630673,10.241228,26.200727,34.258656
cuda,regnety_002,128,31.440726,27.962275,22.968074,16.067163,2.753437,24.215803,4.005926,1.849541,0.271763,42.979090,72.695447,54.106508
cuda,repvgg_a2,128,30.609322,26.952601,21.913981,14.025527,2.726082,20.770336,3.869310,1.565376,0.239662,14.726890,28.677126,24.438835
cuda,res2net101_26w_4s,64,74.189551,63.650887,58.502916,31.668087,9.879012,42.473735,14.961294,7.065984,1.607261,28.802896,58.110010,50.281701
cuda,res2net50_14w_8s,128,67.347536,58.358221,53.283858,29.089639,8.368490,41.946666,14.122708,6.087456,1.295192,21.833552,39.377403,44.164602
cuda,res2next50,128,42.349015,37.915992,33.073115,19.935894,4.524160,29.906375,8.066140,3.555185,0.522649,18.413138,38.905164,33.301840
cuda,resmlp_12_224,128,24.112123,21.826543,17.079627,13.565406,1.155226,49.256404,2.361891,1.348242,0.157717,0.139938,8.403664,37.097469
cuda,resnest101e,64,67.585461,56.834811,51.842414,28.242311,8.275598,40.689877,12.706755,6.307110,1.253396,43.263611,77.078253,64.731678
cuda,rexnet_100,128,47.537342,43.104494,38.146694,28.333240,3.921857,45.044252,6.918521,2.912790,0.359272,144.508382,234.205928,165.458253
cuda,sebotnet33ts_256,64,39.445847,36.278347,31.295855,23.759906,3.388314,34.909143,8.349440,3.486376,0.245684,37.702868,70.857601,52.473676
cuda,selecsls42b,128,29.038534,27.046964,22.298784,16.451659,2.170952,25.725501,4.479983,1.989223,0.190663,30.110456,63.014896,41.739750
