dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.776605,7.011930,3.998518,10.235107,4.145513,1.550471,0.319287,11.672934,7.351413
cuda,Background_Matting,4,1.640769,5.171621,2.762170,8.538662,4.263937,1.954073,0.209625,6.217041
cuda,LearningToPaint,96,0.713558,2.750510,1.280982,3.676947,1.121483,0.523971,0.074974,2.245216
cuda,Super_SloMo,6,1.591651,6.938620,2.677736,8.438061,4.089926,1.568931,0.118393,4.243103
cuda,alexnet,128,0.146689,1.712363,0.224444,2.609045,0.459235,0.199124,0.015305,1.127286
cuda,attention_is_all_you_need_pytorch,256,2.423050,7.773315,3.814039,10.504259,4.148155,1.713625,0.397811,15.659819,6.670186
cuda,dcgan,32,0.147789,2.035205,0.210060,2.679358,0.218191,0.089946,0.013239,6.451706,0.861556
cuda,demucs,4,0.276600
cuda,densenet121,4,4.086807,14.950190,9.559687,22.360313,13.067318,4.196932,0.656666,17.800395
cuda,drq,1,0.233575,1.788399,0.151880,2.836545,0.150788,0.074298,0.015184,1.209256
cuda,fastNLP_Bert,6,2.744098,8.792737,3.355375,12.148634,3.798196,1.648565,0.312119,6.270879,6.821653
cuda,functorch_dp_cifar10,64,0.429358,3.794208,1.488120,6.412433,2.239675,0.764814,0.072677,12.281732,4.150016
cuda,hf_Albert,8,2.215324,4.104053,2.600766,7.655564,3.556591,1.157770,0.162976,6.238808,4.293025
cuda,hf_Bart,4,3.185917,9.451662,4.362187,14.267689,5.848577,2.062139,0.434507,4.796186,9.609013
cuda,hf_Bert,4,2.666276,5.543986,3.216650,8.541689,3.879800,1.495661,0.319804,6.322628,2.414006
cuda,hf_DistilBert,8,1.185576,3.396176,1.571352,5.539608,1.963358,0.796658,0.130330,3.770420,3.104559
cuda,hf_GPT2,4,2.564785,5.124562,2.450500,7.794361,3.049578,1.350673,0.247299,5.210539,1.810299
cuda,hf_GPT2_large,4,8.586869,15.538021,11.064535,20.072583,10.135046,3.930646,1.287502,15.882594,2.809053
cuda,hf_Reformer,4,2.186642,8.246696,0.756879,8.963729,1.552084,0.594110,0.053506,3.166712,1.520417
cuda,hf_T5,8,3.430383,7.480103,3.664587,11.187189,4.371117,1.565687,0.307626,6.155279,7.499834
cuda,hf_T5_large,2,17.990570,32.159136,23.815878,45.424266,27.019120,6.251994,2.563850,24.805202,38.320290
cuda,lennard_jones,1000,0.106241,0.952726,0.075213,1.542569,0.072399,0.045486,0.006500,0.669509
cuda,mnasnet1_0,32,1.708146,6.027388,2.811132,8.622349,3.783208,1.480522,0.209385,5.494772,2.451666
cuda,mobilenet_v2,96,1.693918,6.885103,3.087090,8.424069,3.652291,1.585905,0.243800,5.045350
cuda,mobilenet_v3_large,32,1.877873,6.644705,3.559692,9.369784,4.008858,1.676073,0.242886,6.390013,5.008114
cuda,nvidia_deeprecommender,256,0.203436,1.268683,0.130753,2.366080,0.116796,0.064325,0.009717,1.235730,0.435550
