dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9965,4.7702,13.3697
cuda,beit_base_patch16_224,64,0.9791,4.6084,20.3000
cuda,botnet26t_256,128,0.9981,2.6946,12.8222
cuda,cait_m36_384,2,0.7211,16.0554,26.9379
cuda,coat_lite_mini,128,0.9952,4.4954,13.9221
cuda,convit_base,32,0.9965,3.5537,9.0418
cuda,convmixer_768_32,32,0.9991,4.0705,14.4931
cuda,convnext_base,32,0.8339,5.7357,13.9366
cuda,crossvit_9_240,64,0.7923,6.2493,6.6305
cuda,cspdarknet53,64,0.9955,3.7413,13.7075
cuda,deit_base_distilled_patch16_224,64,0.9952,3.5563,19.0931
cuda,densenet121,64,0.9186,7.9545,8.0166
cuda,dla102,64,0.9906,4.9530,10.5851
cuda,dm_nfnet_f0,128,0.9971,5.3765,17.7480
cuda,dpn107,32,0.9920,7.5744,15.4660
cuda,eca_botnext26ts_256,64,0.8258,2.9471,14.3588
cuda,eca_halonext26ts,64,0.8301,3.0825,14.3338
cuda,ecaresnet101d,64,0.9279,6.8422,13.7784
cuda,ese_vovnet19b_dw,128,0.9973,1.7888,9.7849
cuda,fbnetc_100,128,0.9942,3.4278,7.3946
cuda,fbnetv3_b,128,0.9568,5.4333,13.1352
cuda,gernet_l,128,0.9965,3.1191,10.2850
cuda,ghostnet_100,128,0.9413,4.2265,5.6486
cuda,gluon_inception_v3,128,0.9966,4.8836,13.3697
cuda,gluon_senet154,32,0.8895,12.1288,18.7196
cuda,gluon_xception65,32,0.9935,5.1645,16.0612
cuda,gmixer_24_224,64,0.7541,5.9833,12.9534
cuda,gmlp_s16_224,64,0.9667,5.4891,12.4460
cuda,hardcorenas_a,128,0.9946,2.3563,6.8992
cuda,hrnet_w18,2,0.8718,18.4702,1.5650
cuda,inception_v3,128,0.9964,4.6723,13.3697
cuda,jx_nest_base,32,0.9929,7.1916,20.6835
cuda,lcnet_050,128,0.9627,1.5549,2.7193
cuda,legacy_senet154,32,0.8870,11.7700,18.7216
cuda,mixer_b16_224,64,0.9929,2.8787,12.2880
cuda,mixnet_l,64,0.8501,7.9673,11.3388
cuda,mnasnet_100,128,0.9953,2.6693,6.2943
cuda,mobilenetv2_100,128,0.9936,2.6085,10.5991
cuda,mobilenetv3_large_100,128,0.9784,2.9234,6.6846
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,16,0.9490,19.9216,17.9134
cuda,nfnet_l0,64,0.7779,5.1025,13.0926
cuda,pit_b_224,64,0.9968,4.2411,25.6000
cuda,pnasnet5large,16,0.9412,14.1005,19.1207
cuda,poolformer_m36,64,0.9982,6.0023,21.0208
cuda,regnety_002,128,0.9209,3.2991,2.9413
cuda,repvgg_a2,128,0.9955,2.8671,7.0702
cuda,res2net101_26w_4s,64,0.9155,9.5412,12.9260
cuda,res2net50_14w_8s,2,0.8364,8.6191,1.7698
cuda,res2next50,2,0.8473,4.3992,1.7304
cuda,resmlp_12_224,128,0.9962,2.6402,10.2796
cuda,resnest101e,32,0.8699,10.2051,11.2343
cuda,resnet18,128,0.9950,1.1561,3.8858
cuda,rexnet_100,128,0.8740,3.9978,17.3217
cuda,sebotnet33ts_256,64,0.8631,3.7623,18.5585
cuda,selecsls42b,128,0.9953,2.0524,7.5887
cuda,spnasnet_100,128,0.9948,3.2515,6.8997
cuda,swin_base_patch4_window7_224,64,0.9593,9.7222,25.6620
cuda,swsl_resnext101_32x16d,32,0.9947,4.8621,24.9394
cuda,tf_efficientnet_b0,128,0.8342,4.0638,19.9030
cuda,tf_mixnet_l,64,0.8536,8.2333,11.7097
cuda,tinynet_a,128,0.8283,4.3815,16.0801
cuda,tnt_s_patch16_224,64,0.9948,8.6593,15.4089
cuda,twins_pcpvt_base,32,0.7606,11.5270,9.6643
cuda,visformer_small,128,1.0032,2.7851,15.4918
cuda,vit_base_patch16_224,64,0.9958,3.5835,18.9831
cuda,volo_d1_224,64,0.9950,6.2800,16.0598
cuda,xcit_large_24_p8_224,5,0.7576,14.0120,19.8076
