,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
ts_nvfuser,ts_nvfuser,1.04x,1.04x,1.03x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.00x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.17x,1.35x,1.31x
inductor_cudagraphs,inductor_cudagraphs,1.87x,2.07x,1.68x
