dev,name,batch_size,speedup,start_latency,peak_memory
cuda,AlbertForMaskedLM,2,1.6384,83.8685,31.5748
cuda,AlbertForQuestionAnswering,2,1.6436,30.6218,30.9507
cuda,AllenaiLongformerBase,1,2.2428,132.4742,14.8258
cuda,BartForCausalLM,2,1.4398,53.9595,22.9862
cuda,BartForConditionalGeneration,1,0.7444,78.2331,35.9444
cuda,BertForMaskedLM,64,1.2905,68.7616,19.6525
cuda,BertForQuestionAnswering,64,1.4184,30.4028,14.8286
cuda,BigBird,1,2.8801,148.0709,11.9957
cuda,BlenderbotSmallForCausalLM,64,1.2252,38.5202,20.9735
cuda,BlenderbotSmallForConditionalGeneration,32,1.6767,82.2578,16.4220
cuda,CamemBert,1,2.8621,58.1843,8.5079
cuda,DebertaForMaskedLM,4,1.3238,84.2038,19.5375
cuda,DebertaForQuestionAnswering,4,1.7610,61.9561,17.1948
cuda,DistilBertForMaskedLM,16,1.5951,25.1919,6.9202
cuda,DistilBertForQuestionAnswering,32,1.6340,39.8158,6.1663
cuda,DistillGPT2,1,2.3324,42.7579,6.9644
cuda,ElectraForCausalLM,1,5.1295,67.2386,1.4652
cuda,ElectraForQuestionAnswering,64,1.9042,107.1175,18.7773
cuda,GPT2ForSequenceClassification,4,2.5252,52.0582,23.5188
cuda,LayoutLMForMaskedLM,16,1.4679,41.8255,25.0152
cuda,LayoutLMForSequenceClassification,16,1.6123,26.6035,20.2427
cuda,M2M100ForConditionalGeneration,2,3.5055,88.4776,36.1987
cuda,MBartForCausalLM,16,1.2942,47.2206,19.6792
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,2,5.0400,97.6016,23.0579
cuda,MegatronBertForCausalLM,2,3.4345,65.5245,23.8634
cuda,MegatronBertForQuestionAnswering,8,2.6777,75.9501,24.1452
cuda,MobileBertForMaskedLM,16,4.6264,132.6974,5.3517
cuda,MobileBertForQuestionAnswering,32,4.8379,103.4079,4.9323
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.3680,22.5115,9.7486
cuda,PLBartForConditionalGeneration,0,0.0000
cuda,PegasusForCausalLM,8,1.5888,32.4434,17.7586
cuda,PegasusForConditionalGeneration,4,2.8700,87.1058,30.0638
cuda,RobertaForCausalLM,4,3.2835,44.5332,8.3440
cuda,RobertaForQuestionAnswering,64,1.4163,19.5876,14.8169
cuda,Speech2Text2ForCausalLM,64,1.9040,44.8061,4.4926
cuda,T5ForConditionalGeneration,4,1.6783,78.0985,17.6599
cuda,T5Small,1,1.5882,73.1265,7.2307
cuda,TrOCRForCausalLM,8,1.6569,29.3022,17.4263
cuda,XGLMForCausalLM,0,0.0000
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,3.9152,84.8059,8.3495
