dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,2.0300,183.4356,0.8250
cuda,Background_Matting,4,1.1159,183.8065,0.9139
cuda,LearningToPaint,96,1.2032,178.7819,0.6444
cuda,Super_SloMo,6,1.1742,93.2015,1.1855
cuda,alexnet,128,1.1620,17.8106,0.7430
cuda,attention_is_all_you_need_pytorch,256,1.0469,269.6108,0.8261
cuda,dcgan,32,1.6229,16.9230,0.7670
cuda,demucs,4,1.0000,0.7167,0.9886
cuda,densenet121,4,4.5603,1599.4226,0.6618
cuda,dlrm,2048,0.9604,18.9655,0.6973
cuda,drq,1,2.4186,18.6718,0.6427
cuda,fastNLP_Bert,6,1.3503,153.2715,0.8343
cuda,functorch_dp_cifar10,64,3.7742,208.4064,0.4037
cuda,hf_Albert,8,1.6628,80.7431,0.8804
cuda,hf_Bart,4,1.1751,163.5884,0.8530
cuda,hf_Bert,4,1.1642,82.4714,0.8517
cuda,hf_BigBird,2,1.0887,61.4215,0.8205
cuda,hf_DistilBert,8,1.1537,54.3823,0.7841
cuda,hf_GPT2,4,1.4228,149.3391,0.9505
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1098,77.5866,0.2990
cuda,hf_T5,0,0.0000
cuda,hf_T5_large,2,1.4145,1154.4563,0.8237
cuda,lennard_jones,1000,1.7135,5.8665,0.5646
cuda,mnasnet1_0,32,1.1612,924.0881,0.7268
cuda,mobilenet_v2,96,0.9574,673.3655,0.9975
cuda,mobilenet_v2_quantized_qat,96,0.9990,2.3672,0.9992
cuda,mobilenet_v3_large,32,1.4662,815.6827,0.7041
cuda,moco,32,0.7591,792.5782,0.7668
cuda,nvidia_deeprecommender,256,0.9044,12.5560,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,1,1.7242,35.9234,0.8941
cuda,pytorch_stargan,16,1.1151,128.5770,0.9023
cuda,pytorch_struct,200,1.7657,106.0572,0.4222
cuda,pytorch_unet,1,1.2042,64.8277,0.8590
cuda,resnet18,16,1.7819,195.5902,0.6163
cuda,resnet50,32,0.7127,175.1635,0.7254
cuda,resnet50_quantized_qat,32,0.9984,2.4340,1.0001
cuda,resnext50_32x4d,8,1.5568,626.7237,0.6615
cuda,shufflenet_v2_x1_0,128,1.0756,415.0044,0.8447
cuda,soft_actor_critic,256,1.3816,12.2199,0.6428
cuda,speech_transformer,32,1.4906,259.7565,0.8959
cuda,squeezenet1_1,32,1.6351,379.8186,0.8159
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,3.8319,1855.9202,1.0218
cuda,timm_efficientnet,32,1.0728,573.6101,1.0652
cuda,timm_nfnet,128,1.4697,136.2766,1.0220
cuda,timm_regnet,32,0.7378,335.4974,0.8481
cuda,timm_resnest,32,1.0289,362.8361,0.6862
cuda,timm_vision_transformer,8,2.5363,200.3176,0.7120
cuda,timm_vision_transformer_large,8,1.0534,189.7259,0.7222
cuda,timm_vovnet,32,0.9100,255.4935,0.8252
cuda,tts_angular,64,1.0112,4.6870,0.9842
cuda,vgg16,64,1.1703,22.3816,0.6471
cuda,yolov3,0,0.0000
