,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.22x,1.11x,1.00x
nvprims_nvfuser,nvprims_nvfuser,1.01x,1.02x,1.09x
inductor,inductor,1.79x,1.72x,1.38x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.35x,1.51x,1.33x
