dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.910358,15.099529,4.910017,20.872223,10.713688,4.232014,0.690685,1.198153,7.945072,12.057214
cuda,beit_base_patch16_224,64,1.868286,6.089352,2.122838,9.730846,3.656993,1.491621,0.259339,0.960547,1.918865,6.820827
cuda,botnet26t_256,128,1.759543,12.822628,2.928661,17.434327,7.483725,3.285555,0.170387,9.762855,21.763671,17.378197
cuda,cait_m36_384,4,6.207491,13.062984,6.901322,26.627935,14.456389,5.697606,1.907743,9.431253,10.712762,30.258644
cuda,coat_lite_mini,128,1.718705,7.930213,3.204274,15.565706,7.101508,2.300037,0.226315,12.743436,30.051551,23.871051
cuda,convit_base,64,1.913175,6.347126,2.724157,13.018054,5.551978,2.164049,0.284646,4.327795,5.944354,13.834349
cuda,convmixer_768_32,32,2.219929,6.749320,2.727226,9.688596,3.455861,1.485307,0.304337,3.915548,3.638965,9.707383
cuda,convnext_base,64,2.397746,9.007342,5.186114,22.062227,9.621447,3.328956,0.489494,18.384927,30.708377,36.798789
cuda,crossvit_9_240,128,2.909948,8.649669,3.870965,15.206308,7.174846,2.584528,0.426160,10.337497,11.244727,20.917799
cuda,cspdarknet53,64,3.805094,9.809022,3.713804,12.787325,5.282945,2.636514,0.401182,0.902312,13.140090,7.731394
cuda,deit_base_distilled_patch16_224,64,1.510120,5.358032,2.091962,12.236000,3.713486,1.457094,0.236433,2.556749,2.737419,11.804451
cuda,dla102,128,3.574996,13.720928,5.139139,18.264380,8.997178,3.282752,0.660158,1.156367,17.990195,11.037897
cuda,dm_nfnet_f0,128,2.853532,9.883244,5.877734,13.521514,6.769114,1.955026,0.289635,0.954756,11.383196,10.662930
cuda,dpn107,32,6.002252,14.710624,5.911270,20.714118,9.794929,3.787094,0.640113,1.348181,25.498412,13.510197
cuda,eca_botnext26ts_256,128,1.892846,14.322242,3.437720,19.349505,8.272253,2.851991,0.185778,14.518855,26.846956,23.071988
cuda,ese_vovnet19b_dw,128,1.289858,7.817267,1.550304,10.481031,3.958243,1.704151,0.136565,0.522076,1.804309,4.789266
cuda,fbnetc_100,128,3.171175,9.936733,3.041566,13.404630,5.670077,2.710993,0.368217,0.784203,30.245991,7.415862
cuda,fbnetv3_b,128,5.108292,14.669335,5.512521,19.835481,9.967926,3.982633,0.807188,1.343490,32.005105,12.249149
cuda,gernet_l,128,2.980346,7.906949,2.761505,9.842237,3.753376,1.633699,0.281207,0.709896,6.860446,5.515987
cuda,ghostnet_100,128,4.282886,13.454171,4.287120,19.443817,9.133691,3.662925,0.544004,1.130781,43.115408,11.902088
cuda,gluon_inception_v3,128,2.938956,15.287322,4.912713,21.098050,10.934859,4.260227,0.683443,1.214292,7.907571,12.115806
cuda,gluon_xception65,32,4.008026,13.469043,5.009696,18.176490,8.716772,2.955527,0.831663,3.760160,11.344494,13.710094
cuda,gmixer_24_224,128,2.672009,6.977937,2.328034,13.582116,5.822826,2.337492,0.405784,6.042557,8.966048,15.111153
cuda,gmlp_s16_224,128,2.323738,10.391400,3.996231,17.210487,8.557668,2.984286,0.440935,6.456492,10.108662,17.441489
cuda,hrnet_w18,128,11.535063,41.541619,16.269020,58.764402,36.171175,10.138906,6.020297,4.302801,18.012956,38.408855
cuda,inception_v3,128,2.920933,15.276573,4.920208,21.184315,10.943301,4.271218,0.686493,1.212885,7.927486,12.218227
cuda,jx_nest_base,32,2.915009,11.674486,5.515410,21.465329,11.108441,3.859795,0.642681,12.000683,18.964355,27.505529
cuda,lcnet_050,128,1.355113,8.968695,1.865988,11.266280,3.376837,1.326672,0.151152,0.494328,14.528327,4.723291
cuda,mixer_b16_224,128,1.203390,6.686242,2.379449,10.953564,3.155629,1.112782,0.152603,4.916088,7.179334,11.651225
cuda,mixnet_l,128,6.801432,13.042102,4.393767,18.033903,8.245831,3.613497,0.635473,1.171666,12.841187,10.723017
cuda,mnasnet_100,128,2.365291,8.893738,2.464350,11.854495,4.810809,1.947796,0.258564,0.569069,27.487488,6.091475
cuda,mobilenetv2_100,128,2.460709,9.592833,2.556465,11.892612,4.695750,2.196233,0.285687,0.732733,27.515395,5.695633
cuda,mobilenetv3_large_100,128,2.399216,9.758231,2.845550,13.239489,5.071347,2.795290,0.302551,0.645867,30.959669,7.079952
cuda,mobilevit_s,64,2.971652,17.812082,5.393389,35.821371,19.433352,9.705481,0.399524,11.153637,32.576755,34.687447
cuda,nfnet_l0,128,2.638704,7.736238,2.790358,11.597086,4.780466,1.610828,0.282013,1.473521,12.714370,8.257282
cuda,pit_b_224,64,1.729238,5.896022,2.579050,9.486506,3.942008,1.521628,0.262995,0.220498,3.227620,6.490422
cuda,pnasnet5large,16,8.488880,33.132870,11.440118,46.346198,28.961872,8.830341,2.670282,5.474533,10.980509,30.580343
cuda,poolformer_m36,64,3.287038,17.343111,7.129241,26.997373,15.054317,4.825323,0.742815,1.196363,7.284283,18.227089
cuda,regnety_002,128,2.364319,7.875505,2.506193,10.927957,4.216784,1.737837,0.280632,0.577836,17.037272,6.236800
cuda,repvgg_a2,128,2.999072,7.653859,2.691417,10.579194,3.705194,1.389380,0.236240,1.179208,4.343853,6.895010
cuda,res2net101_26w_4s,64,5.848317,20.483056,7.863384,28.234479,15.676690,5.549966,1.777693,1.953586,6.003918,18.323614
