dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,2.972115,15.142349,4.944063,21.074215,10.840619,4.243125,0.679570,7.903009,11.048660
cuda,beit_base_patch16_224,64,1.927116,6.244742,2.140273,10.040911,3.821707,1.524960,0.258921,1.942006,6.040333
cuda,botnet26t_256,128,1.763363,12.912628,2.892035,17.731140,7.913836,3.022565,0.166167,21.063347,7.782156
cuda,cait_m36_384,4,6.203590,13.039959,7.625937,26.749493,14.557780,5.709801,1.942455,10.789372,21.679887
cuda,coat_lite_mini,128,1.752616,8.044492,3.195270,15.856930,7.137781,2.670424,0.229469,30.044372,11.350455
cuda,convit_base,64,1.821291,6.086283,2.947465,12.698399,5.113001,2.470320,0.292248,5.943685,9.668189
cuda,convmixer_768_32,32,2.377443,6.852504,2.756788,10.112700,3.796938,1.498370,0.315246,3.438205,6.134821
cuda,convnext_base,64,2.352801,8.848164,5.477384,22.018085,9.615250,3.285484,0.481524,30.661825,18.811447
cuda,crossvit_9_240,128,2.875010,8.930686,3.881674,15.633343,7.456164,2.634139,0.428807,11.315484,10.745590
cuda,cspdarknet53,64,3.409671,9.763624,3.601787,12.674897,5.704412,2.231049,0.393757,13.691759,6.648182
cuda,deit_base_distilled_patch16_224,64,1.486569,5.266422,2.059713,11.727655,3.671991,1.432356,0.232852,2.769782,9.020807
cuda,dla102,128,3.273450,13.473707,5.525028,17.504427,8.329484,3.201541,0.668236,18.150168,9.746739
cuda,dm_nfnet_f0,128,2.847253,9.866157,6.375440,13.126200,6.352926,1.959119,0.289846,11.325578,9.820055
cuda,dpn107,32,5.992520,14.524465,6.794487,20.431189,10.012614,3.780286,0.638403,25.728507,12.957575
cuda,eca_botnext26ts_256,128,1.886542,13.436870,3.691688,17.810651,7.889281,2.807974,0.186661,27.214142,8.149896
cuda,ese_vovnet19b_dw,128,1.293319,7.747936,1.551366,10.378240,3.944055,1.711488,0.140222,1.833739,4.238638
cuda,fbnetc_100,128,3.085930,9.694624,3.026660,13.035632,5.924670,2.294160,0.359359,30.727363,6.486076
cuda,fbnetv3_b,128,5.166568,14.663083,5.536867,20.027286,10.100877,4.024835,0.796044,31.048518,11.167758
cuda,gernet_l,128,2.939036,7.788732,2.744863,10.043355,4.041135,1.625855,0.281597,6.619970,5.105904
cuda,ghostnet_100,128,4.134392,13.192469,4.728937,18.671618,8.561723,3.616232,0.531563,43.893758,10.677903
cuda,gluon_inception_v3,128,2.860112,15.022452,4.857031,20.830714,10.840127,4.218462,0.663766,7.852036,10.839555
cuda,gluon_xception65,32,3.996608,13.307595,4.951248,17.971213,8.658602,2.917040,0.830948,11.183280,9.846805
cuda,gmixer_24_224,128,2.600965,6.847829,2.285924,13.365234,5.766853,2.306435,0.401725,8.686084,8.938899
cuda,gmlp_s16_224,128,2.381694,10.266913,4.027191,17.511256,8.875244,2.992565,0.438804,10.260281,11.444637
cuda,hrnet_w18,128,11.074195,41.081012,17.599384,57.905037,35.636823,9.922577,5.920893,17.321403,35.023726
cuda,inception_v3,128,2.878917,14.963014,4.855445,20.848947,10.785976,4.210866,0.672172,7.952188,10.908754
cuda,jx_nest_base,32,2.844308,11.496817,5.931626,21.128887,10.987077,3.810108,0.642644,19.175190,15.759775
cuda,lcnet_050,128,1.352105,6.816600,2.136725,8.703559,3.387797,1.333245,0.149269,14.799019,4.088659
cuda,mixer_b16_224,128,1.201061,6.917603,2.351996,10.201398,3.123042,1.093875,0.150916,7.217716,5.725334
cuda,mixnet_l,128,6.786228,12.826505,4.858650,17.874274,7.765351,3.577728,0.637847,12.963705,10.066349
cuda,mnasnet_100,128,2.346931,8.766407,2.424569,11.678210,5.072783,1.914734,0.255660,27.756118,5.432979
cuda,mobilenetv2_100,128,2.548265,9.617798,2.586603,12.254746,5.098840,2.228446,0.275960,26.952369,5.328642
cuda,mobilenetv3_large_100,128,2.462991,9.861228,2.836409,13.291019,5.438810,2.436039,0.299450,30.716787,6.369915
cuda,mobilevit_s,64,2.987082,17.558311,5.266980,35.770618,19.251636,10.105331,0.397546,32.823542,23.606125
cuda,nfnet_l0,128,2.613812,7.519424,2.772250,11.394858,4.777550,1.596067,0.282381,12.403823,6.778671
cuda,pit_b_224,64,1.690649,5.868227,2.576010,9.412298,3.901693,1.511649,0.251864,3.216195,6.215746
cuda,pnasnet5large,16,8.363283,32.294600,11.146615,45.146446,28.161473,8.619307,2.620134,10.983135,25.532713
cuda,poolformer_m36,64,3.202708,16.914819,6.961318,25.531953,14.745972,4.769263,0.749616,7.262906,16.430487
cuda,regnety_002,128,2.442231,8.131051,2.573056,11.175203,4.594012,1.761158,0.290557,16.686047,5.715918
cuda,repvgg_a2,128,3.032367,7.640774,2.984908,10.510614,3.645446,1.368169,0.238923,4.330661,5.954050
cuda,res2net101_26w_4s,64,5.806007,20.423914,7.809516,28.090922,15.623019,5.531518,1.789310,6.050056,16.997023
cuda,res2net50_14w_8s,128,5.224820,18.632776,8.436077,25.877009,13.511393,5.162610,1.435492,5.642717,15.967561
cuda,res2next50,128,2.882445,12.287794,4.773254,16.441971,7.405026,3.154224,0.565433,5.696105,9.422468
cuda,resmlp_12_224,128,1.017229,3.999275,1.608315,10.346611,2.453562,1.076632,0.134442,7.074446,8.015977
cuda,resnest101e,64,5.887117,16.283818,8.091419,24.675774,13.188560,4.758588,1.228342,28.477149,16.799142
cuda,rexnet_100,128,3.158350,12.233614,4.518719,17.180706,6.946440,2.820545,0.350707,19.612357,9.623138
cuda,sebotnet33ts_256,64,2.349223,15.037175,4.574021,20.612282,10.098505,3.949660,0.255252,38.926509,10.256072
cuda,selecsls42b,128,1.260195,7.201889,2.372793,11.026892,4.865114,1.954650,0.196405,10.905720,6.273017
cuda,spnasnet_100,128,3.082475,9.715312,2.948427,13.326641,6.257917,2.238782,0.343349,27.490708,6.674751
cuda,swin_base_patch4_window7_224,64,4.599462,15.437067,7.101665,28.026555,14.627243,5.294020,0.664631,23.759805,19.914837
cuda,swsl_resnext101_32x16d,32,3.218338,11.126526,4.504763,14.900977,7.105779,2.365099,0.537301,12.867565,8.464663
cuda,tf_efficientnet_b0,128,2.710592,9.473163,3.126590,13.781426,6.213219,2.402494,0.343583,29.948837,7.556618
cuda,tf_mixnet_l,128,7.242999,13.485078,4.941638,18.709016,8.789032,3.815818,0.632798,13.019528,10.328959
cuda,tinynet_a,128,3.504278,10.990592,4.007860,15.358160,7.189604,2.751851,0.443542,36.397715,8.915439
cuda,tnt_s_patch16_224,128,3.264771,9.542995,5.030420,16.405129,8.205457,2.940964,0.698557,2.819631,12.089163
cuda,twins_pcpvt_base,64,4.860589,14.059304,6.626486,26.463392,13.731447,4.785956,1.389824,68.870753,20.315025
cuda,visformer_small,128,1.366578,8.276781,3.353940,11.113156,4.277919,1.590679,0.219066,19.144763,6.286129
cuda,vit_base_patch16_224,64,1.457948,5.187651,2.262156,11.528256,2.969668,1.708695,0.238553,2.888858,8.923740
cuda,volo_d1_224,64,2.343994,9.737804,5.020668,16.840655,8.311453,2.985544,0.463029,8.615369,12.553012
cuda,xcit_large_24_p8_224,5,5.693378,17.513944,9.356628,29.775369,16.752676,5.727026,1.683589,14.761552,21.992192
