dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,1.797470,73.853886,67.057140,1.715670,75.968066,3.445382,1.149130,0.188759,9.402813,20.142425
cuda,Background_Matting,4,1.139143,35.800475,30.064105,1.106624,51.527569,3.517330,2.108963,0.123539,0.000013,22.653250
cuda,LearningToPaint,96,0.486578,22.942984,20.738051,0.463881,41.747208,0.912408,0.410128,0.055875,0.268018,21.775387
cuda,Super_SloMo,6,1.200159,41.297081,36.314345,1.144336,56.426450,3.790691,1.390482,0.076688,0.000010,21.323455
cuda,alexnet,128,0.120914,5.869082,5.517362,0.102642,10.850872,0.370555,0.161871,0.011867,0.147428,5.589808
cuda,attention_is_all_you_need_pytorch,256,1.434257,94.515457,87.706122,1.915915,111.093946,3.795947,1.343501,0.207626,13.377534,38.800282
cuda,dcgan,32,0.137711,4.758889,4.345754,0.098372,8.080019,0.137001,0.060388,0.010794,0.124819,3.965020
cuda,demucs,4,0.229503
cuda,densenet121,4,2.676056,149.710312,132.938049,2.633031,253.978815,10.829520,3.395384,0.316454,0.000013,124.313913
cuda,dlrm,2048,0.398196,3.267249,2.884094,0.265044,11.095370,0.351863,0.097520,0.013801,0.142489,8.626905
cuda,drq,1,0.208236,5.546435,5.135680,0.074513,10.299225,0.098507,0.043702,0.012545,0.295412,5.542590
cuda,fastNLP_Bert,6,1.715477,67.330022,61.323637,1.380959,73.677618,3.809148,1.254221,0.177783,0.542566,14.389604
cuda,functorch_dp_cifar10,64,0.289224,14.113352,11.613367,0.608724,35.914088,1.814352,0.518566,0.050959,17.132219,42.091279
cuda,hf_Albert,8,1.227720,13.006748,7.843688,1.330436,31.190012,3.145017,0.984084,0.113219,17.370156,42.137793
cuda,hf_Bart,4,1.807093,52.940631,44.986611,1.650303,85.373619,4.112287,1.471076,0.216634,18.798671,61.236003
cuda,hf_Bert,4,1.573229,34.715365,28.857488,1.352095,36.131137,3.572666,1.122452,0.168539,1.561538,10.286047
cuda,hf_BigBird,2,8.330697,10.430084,6.289786,1.131898,13.385975,2.001503,0.857975,0.184008,9.276352,17.619580
cuda,hf_DistilBert,8,0.671908,15.016220,12.090424,0.817988,22.543876,1.754262,0.607097,0.086761,8.507812,19.831879
cuda,hf_GPT2,4,1.642087,65.145457,60.212776,1.415627,67.057779,2.928860,1.082560,0.154240,9.208236,17.556030
cuda,hf_Reformer,4,2.525096,25.021557,22.817689,0.506876,27.961092,1.050073,0.519594,0.054978,10.163123,15.865932
cuda,hf_T5_large,2,13.811671,348.472620,314.218042,5.038772,681.962130,20.342443,4.580014,0.783904,26.180655,399.455651
cuda,lennard_jones,1000,0.093798,0.962296,0.774458,0.046881,2.298598,0.038899,0.024509,0.005903,0.111250,1.686679
cuda,mnasnet1_0,32,1.040520,48.355859,42.711470,1.103757,81.980478,2.804287,1.175080,0.135453,14.902631,55.357899
cuda,mobilenet_v2,96,1.115834,51.828696,46.001704,1.315389,89.659950,3.241551,1.646406,0.140124,0.427609,45.497784
cuda,mobilenet_v2_quantized_qat,96,4.212089,72.013458,58.890470,2.425835,124.669850,5.894016,2.085954,0.282652,68.366602
cuda,mobilenet_v3_large,32,1.078290,50.211486,44.331055,1.248183,89.531417,3.180803,1.302583,0.147052,16.476359,63.018686
cuda,moco,32,2.564563,71.480758,64.281175,2.213346,92.337453,4.147091,1.684657,0.187179,17.347730,47.759084
cuda,nvidia_deeprecommender,256,0.134249,1.873891,1.613688,0.064408,5.835966,0.086545,0.039709,0.008210,1.287570,5.580973
cuda,pytorch_CycleGAN_and_pix2pix,1,0.457223,13.175671,10.040708,0.493441,17.817685,1.389565,0.653600,0.055734,0.247018,8.562328
cuda,pytorch_stargan,16,0.462570,9.024781,6.463980,0.379061,22.921281,0.703997,0.249584,0.043242,111.325897,128.198734
cuda,pytorch_struct,200,0.186378,5.320171,4.779700,0.130945,15.681971,0.165726,0.081211,0.017993,85.174080,96.218826
cuda,pytorch_unet,1,0.550157,21.371907,18.959116,0.482449,32.196272,1.384220,0.511429,0.056467,0.250111,14.004746
cuda,resnet18,16,0.470519,18.004184,15.784873,0.480712,34.655720,1.271106,0.527377,0.054184,16.543509,35.927770
