dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,adv_inception_v3,128,1,1,408,408,1.0000,0.9988,1.8967
cuda,beit_base_patch16_224,128,1,1,436,436,1.0000,0.9977,1.8992
cuda,botnet26t_256,128,1,1,285,285,1.0000,0.9974,2.6156
cuda,cait_m36_384,4,1,1,1383,1383,1.0000,0.9993,7.8505
cuda,coat_lite_mini,128,1,1,560,560,1.0000,0.9980,1.7769
cuda,convit_base,64,26,26,375,529,0.7089,0.6545,0.7630
cuda,convmixer_768_32,64,1,1,296,296,1.0000,0.9980,1.0547
cuda,convnext_base,64,1,1,459,459,1.0000,0.9982,2.6030
cuda,crossvit_9_240,64,27,27,546,633,0.8626,0.9419,1.9109
cuda,cspdarknet53,64,1,1,305,305,1.0000,0.9981,6.1742
cuda,deit_base_distilled_patch16_224,128,1,1,318,318,1.0000,0.9981,1.1674
cuda,densenet121,128,13,13,565,572,0.9878,0.9957,6.3552
cuda,dla102,128,1,1,485,485,1.0000,0.9988,2.4185
cuda,dm_nfnet_f0,128,1,1,592,592,1.0000,0.9988,9.0242
cuda,dpn107,64,1,1,973,973,1.0000,0.9984,16.4173
cuda,eca_botnext26ts_256,128,1,1,320,320,1.0000,0.9978,2.8203
cuda,eca_halonext26ts,128,1,1,351,351,1.0000,0.9971,3.0644
cuda,ecaresnet101d,128,1,1,692,692,1.0000,0.9987,4.2335
cuda,ese_vovnet19b_dw,128,1,1,133,133,1.0000,0.9964,1.5508
cuda,fbnetc_100,128,1,1,258,258,1.0000,0.9982,4.5176
cuda,fbnetv3_b,128,1,1,456,456,1.0000,0.9985,9.0363
cuda,gernet_l,128,1,1,246,246,1.0000,0.9971,5.0343
cuda,ghostnet_100,128,1,1,504,504,1.0000,0.9986,2.7992
cuda,gluon_inception_v3,128,1,1,408,408,1.0000,0.9987,1.8915
cuda,gluon_senet154,64,1,1,979,979,1.0000,0.9995,8.6428
cuda,gluon_xception65,32,1,1,485,485,1.0000,0.9988,1.9010
cuda,gmixer_24_224,128,1,1,500,500,1.0000,0.9982,2.2256
cuda,gmlp_s16_224,128,1,1,410,410,1.0000,0.9982,2.0168
cuda,hardcorenas_a,128,1,1,184,184,1.0000,0.9972,2.0225
cuda,hrnet_w18,128,1,1,1471,1471,1.0000,0.9996,17.9414
cuda,inception_v3,128,1,1,408,408,1.0000,0.9987,1.9013
cuda,jx_nest_base,64,1,1,785,785,1.0000,0.9990,4.8241
cuda,lcnet_050,128,1,1,126,126,1.0000,0.9955,1.3666
cuda,legacy_senet154,64,1,1,979,980,0.9990,0.9994,5.4004
cuda,levit_128,128,1,1,617,617,1.0000,0.9986,2.4583
cuda,mixer_b16_224,128,1,1,209,209,1.0000,0.9967,0.8545
cuda,mixnet_l,128,1,1,474,474,1.0000,0.9990,11.8273
cuda,mnasnet_100,128,1,1,205,205,1.0000,0.9974,3.0926
cuda,mobilenetv2_100,128,1,1,205,205,1.0000,0.9975,3.1275
cuda,mobilenetv3_large_100,128,1,1,233,234,0.9957,0.9977,2.9819
cuda,mobilevit_s,128,1,1,398,398,1.0000,0.9981,4.0920
cuda,nasnetalarge,16,1,1,1530,1530,1.0000,0.9996,27.5988
cuda,nfnet_l0,128,1,1,521,521,1.0000,0.9986,5.4237
cuda,pit_b_224,64,1,1,372,372,1.0000,0.9974,1.3295
cuda,pnasnet5large,16,1,1,1153,1153,1.0000,0.9995,21.0823
cuda,poolformer_m36,64,1,1,621,621,1.0000,0.9985,5.1935
cuda,regnety_002,128,1,1,267,267,1.0000,0.9985,3.9020
cuda,repvgg_a2,128,1,1,231,231,1.0000,0.9975,4.7838
cuda,res2net101_26w_4s,128,1,1,842,842,1.0000,0.9993,5.2746
cuda,res2net50_14w_8s,128,1,1,721,721,1.0000,0.9992,3.6389
cuda,res2next50,128,1,1,417,417,1.0000,0.9989,1.9580
cuda,resmlp_12_224,128,1,1,182,182,1.0000,0.9952,0.7872
cuda,resnest101e,64,1,1,1002,1002,1.0000,0.9992,7.2982
cuda,resnet18,128,1,1,90,90,1.0000,0.9929,0.3993
cuda,rexnet_100,128,1,1,370,370,1.0000,0.9981,4.7233
cuda,sebotnet33ts_256,128,1,1,404,404,1.0000,0.9981,4.0151
cuda,selecsls42b,128,1,1,174,174,1.0000,0.9973,0.5625
cuda,spnasnet_100,128,1,1,253,253,1.0000,0.9978,4.3708
cuda,swin_base_patch4_window7_224,64,1,1,1428,1428,1.0000,0.9989,9.4703
cuda,swsl_resnext101_32x16d,32,1,1,450,450,1.0000,0.9988,2.2160
cuda,tf_efficientnet_b0,128,1,1,294,294,1.0000,0.9980,4.1127
cuda,tf_mixnet_l,128,1,1,489,489,1.0000,0.9988,15.1796
cuda,tinynet_a,128,1,1,343,343,1.0000,0.9982,4.6960
cuda,tnt_s_patch16_224,128,1,1,836,836,1.0000,0.9987,3.5643
cuda,twins_pcpvt_base,128,1,1,1082,1082,1.0000,0.9990,5.6577
cuda,visformer_small,128,1,1,304,304,1.0000,0.9981,1.1384
cuda,vit_base_patch16_224,128,1,1,316,316,1.0000,0.9970,1.1516
cuda,volo_d1_224,128,1,1,572,572,1.0000,0.9991,2.7084
cuda,xcit_large_24_p8_224,11,1,1,1306,1306,1.0000,0.9992,6.2275
