dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.802254,33.938476,29.723782,17.459696,5.266069,27.028206,9.656275,5.108939,0.576459,43.280055,98.708796,58.497262
cuda,beit_base_patch16_224,64,23.174177,19.147352,14.834499,8.981350,1.886448,14.316393,3.824244,2.072403,0.284146,0.759074,3.242211,8.146698
cuda,botnet26t_256,128,26.129512,23.213083,18.995426,14.122580,2.642638,21.512376,6.140939,2.807723,0.143277,26.021920,51.769765,36.198976
cuda,cait_m36_384,4,57.086604,43.520137,40.331480,18.243469,6.160133,35.572287,15.978107,7.687692,2.130908,7.847217,21.725405,31.948402
cuda,coat_lite_mini,128,27.662275,24.237592,19.945095,14.051740,2.590449,26.618333,7.788794,3.177199,0.229122,13.413575,43.397107,28.743695
cuda,convit_base,64,23.399484,19.684269,16.442477,9.692987,2.153709,19.244315,5.415404,2.498496,0.286892,5.476999,8.658667,17.367939
cuda,convmixer_768_32,32,21.515369,19.849947,15.540498,6.623980,2.903066,12.301913,3.782299,2.105108,0.313373,3.365108,12.214967,2.723534
cuda,convnext_base,64,27.181957,20.600728,17.535185,9.584379,3.629793,18.633273,5.758445,2.901141,0.515579,6.105201,12.482366,19.025756
cuda,crossvit_9_240,128,31.951664,26.404624,22.073687,12.012836,3.030572,26.251267,7.695052,3.663534,0.460558,17.569962,32.099051,35.109526
cuda,cspdarknet53,64,30.504364,24.851998,20.961428,11.480474,3.973755,17.591600,5.046812,2.638827,0.327008,24.918293,53.790538,35.282766
cuda,deit_base_distilled_patch16_224,64,20.814495,17.642283,13.544379,8.239834,1.626967,25.498171,4.042310,1.922180,0.238007,2.276428,3.813589,21.304490
cuda,dla102,128,38.721942,32.361758,28.421017,14.766627,5.210231,22.378918,7.867565,3.858108,0.570710,17.122589,39.397437,30.356750
cuda,dm_nfnet_f0,128,27.340178,21.216407,17.752953,8.642894,3.610349,17.190452,5.557501,2.337079,0.283830,22.818344,28.314873,35.228567
cuda,dpn107,32,45.691702,36.710479,33.382982,17.252223,5.541574,26.396948,7.912694,4.750781,0.569671,17.099963,31.998006,32.543696
cuda,eca_botnext26ts_256,128,26.104201,23.011204,19.696046,14.178186,2.783549,21.482439,6.189782,2.816460,0.159987,31.275617,56.187119,41.721659
cuda,ese_vovnet19b_dw,128,18.592735,16.148823,12.033689,8.604151,1.691881,13.938956,3.474870,1.617413,0.119527,26.421606,48.754570,33.552075
cuda,fbnetc_100,128,30.000656,25.089568,20.784239,12.783548,3.392263,19.367399,5.257820,2.556981,0.308522,44.539526,96.630827,54.772847
cuda,fbnetv3_b,128,45.340240,37.235900,32.853854,17.862063,6.005653,27.384475,8.945970,4.299979,0.648517,54.190450,104.851410,70.513323
cuda,gernet_l,128,24.738828,19.938531,15.829809,8.669680,2.843754,13.258808,2.976947,1.886485,0.235389,22.336550,45.129017,29.980061
cuda,ghostnet_100,128,41.789251,34.379506,30.120463,17.924881,4.619089,30.342074,8.862345,4.288565,0.490244,99.876293,176.541374,117.291156
cuda,gluon_inception_v3,128,39.529972,33.724008,29.625937,17.380456,5.228363,26.589369,9.366583,5.063088,0.582153,42.597682,97.267407,57.406577
cuda,gluon_xception65,32,44.105305,36.035459,32.146650,14.562922,6.092044,20.834476,7.677623,3.749279,0.742543,14.141984,28.798549,27.017230
cuda,gmixer_24_224,128,28.439913,22.408397,19.036063,9.919960,2.750539,17.938431,5.646658,3.038837,0.409752,0.000010,6.913561,11.019236
cuda,gmlp_s16_224,128,29.345351,23.225890,19.856921,10.878561,3.113350,20.075822,6.178466,3.169384,0.440843,0.000009,12.430748,12.570650
cuda,hrnet_w18,128,100.514800,91.712674,88.297529,41.961833,18.186719,59.537868,28.852895,12.352337,5.007163,41.911891,88.923415,78.995752
cuda,inception_v3,128,39.032729,33.177121,29.895823,17.628895,5.297094,27.113706,9.411473,5.092865,0.587603,43.747353,102.155977,58.903091
cuda,jx_nest_base,32,38.196111,31.273361,27.289068,15.656814,3.976348,29.147137,11.135921,4.366570,0.602865,11.256403,22.697565,29.339063
cuda,lcnet_050,128,19.098624,16.744991,13.382000,8.849612,2.068712,13.481408,3.089208,1.560748,0.130224,40.678606,72.062057,47.507275
cuda,mixer_b16_224,128,17.993393,15.163114,11.830075,7.344092,1.416195,12.553451,2.262285,1.330663,0.150872,0.000009,6.039639,6.747908
cuda,mixnet_l,128,39.328002,30.915553,27.628716,16.016109,4.196431,26.062567,7.084593,4.327230,0.543669,62.835980,99.416387,77.412590
cuda,mnasnet_100,128,24.236803,20.414755,17.165743,10.734734,2.556500,16.503627,4.045215,2.101222,0.219251,40.718586,88.390961,49.239455
cuda,mobilenetv2_100,128,25.573920,21.698912,18.418871,11.511875,2.937256,16.816738,3.977227,2.303711,0.234661,41.890131,91.730523,50.348812
cuda,mobilenetv3_large_100,128,27.161252,23.140396,19.857413,12.722908,2.974793,20.500895,5.041484,2.686429,0.260983,67.785530,122.880657,78.745993
cuda,mobilevit_s,64,36.500881,31.272165,28.079877,19.179265,4.437711,35.695745,14.213373,6.153962,0.391364,52.945832,102.401825,74.156980
cuda,nfnet_l0,128,24.889543,19.853149,16.505540,8.328673,3.115904,16.354746,5.092799,2.250049,0.276757,29.389374,39.055831,40.758186
cuda,pit_b_224,64,21.684011,18.117549,14.815806,8.893025,2.076757,15.234020,4.239309,2.145512,0.262019,0.000010,12.055443,8.579195
cuda,pnasnet5large,16,71.602812,63.862240,60.617859,30.318980,11.233389,46.505050,21.730372,10.245514,1.978966,28.367931,50.167682,56.681047
cuda,poolformer_m36,64,40.116863,32.725377,29.520360,17.182263,5.885800,31.112351,15.093295,6.261519,0.611177,16.809534,33.509836,37.001440
cuda,regnety_002,128,24.224077,19.630838,16.449205,9.785613,2.548530,15.842288,4.195644,2.088221,0.245508,39.333625,69.226880,48.130521
cuda,repvgg_a2,128,23.843030,19.177912,15.950924,8.738318,2.993285,13.034411,3.423096,1.719443,0.217595,13.279536,26.661931,20.780376
cuda,res2net101_26w_4s,64,60.993459,50.830470,47.634622,23.394825,8.718222,33.857570,14.900647,7.182028,1.536479,29.307440,60.598530,49.557465
cuda,res2net50_14w_8s,128,54.546628,45.826799,42.686767,20.794184,7.846172,32.576334,13.739866,6.806419,1.247228,19.960230,38.215566,40.192050
cuda,res2next50,128,33.613533,28.603291,25.298472,13.541913,4.498375,20.929485,7.538548,3.880030,0.489648,16.391146,35.392720,28.620512
cuda,resmlp_12_224,128,15.318567,12.542559,9.462789,6.176714,1.023983,19.804223,2.177346,1.756864,0.131285,0.000009,7.808167,14.738728
cuda,resnest101e,64,56.893991,45.595312,42.284963,20.123318,7.332824,31.892440,12.831767,6.161822,1.188997,41.706520,78.494082,61.448605
cuda,rexnet_100,128,35.161915,29.686776,26.444699,17.005370,3.953829,28.975701,6.523974,3.268513,0.327453,140.911855,229.232730,157.123831
cuda,sebotnet33ts_256,64,30.708061,26.472719,23.291246,16.103573,3.711885,24.724044,8.457620,3.341130,0.221086,36.851492,61.452495,49.407703
cuda,selecsls42b,128,20.982038,18.555954,15.404761,10.102272,2.201983,16.885042,4.436766,2.441842,0.175435,25.423028,54.718833,34.569954
cuda,spnasnet_100,128,27.828446,23.193693,19.892070,12.102566,3.288168,18.354021,4.962580,2.473021,0.287362,44.635468,92.703343,54.420167
cuda,swin_base_patch4_window7_224,64,44.138674,35.940363,32.678755,18.749290,5.021443,39.005135,14.226227,6.550285,0.731011,21.869212,30.125822,47.539690
cuda,swsl_resnext101_32x16d,32,34.532537,28.575226,25.226617,11.803509,4.973599,17.055351,6.162501,3.004449,0.490430,7.164658,11.278357,17.787323
cuda,tf_efficientnet_b0,128,29.378765,24.543116,21.216615,12.975506,3.515490,21.316413,5.690668,2.759019,0.306702,65.314794,112.079036,77.415419
cuda,tf_mixnet_l,128,39.705027,30.887798,27.706663,16.079868,4.205463,26.240315,7.721070,4.247358,0.545230,63.075756,100.943366,77.783791
cuda,tinynet_a,128,33.038743,27.344100,24.123580,14.112692,4.018432,22.204645,6.596126,3.112679,0.374363,66.320799,111.703532,78.728065
cuda,tnt_s_patch16_224,128,35.646752,28.742295,25.573120,12.902784,3.752010,23.085669,8.334589,3.904965,0.747880,7.900361,13.084663,22.175438
cuda,twins_pcpvt_base,64,48.337556,37.806643,34.611929,17.673151,5.326121,33.221582,13.599846,5.589643,1.369926,39.162108,69.741333,60.494318
cuda,visformer_small,128,21.692416,18.992159,15.722315,10.342269,2.464734,15.649856,3.329950,1.682178,0.202423,18.628376,34.236340,26.567395
cuda,vit_base_patch16_224,64,19.653458,16.580752,13.293098,8.152685,1.600017,23.742565,3.518765,1.808474,0.230258,2.367753,3.909220,19.703117
cuda,volo_d1_224,64,30.882123,25.987109,22.581468,13.052739,3.352476,23.259398,7.832330,3.553443,0.440447,13.520380,24.383809,27.350132
cuda,xcit_large_24_p8_224,5,59.073849,46.095058,42.766640,20.895115,8.808192,37.090014,16.715394,7.565786,2.012357,0.000012,35.125383,25.621738
