dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,4.776043,0.000218
cuda,Background_Matting,4,3.442024,0.000112
cuda,LearningToPaint,96,1.364791,0.000077
cuda,Super_SloMo,6,3.027358,0.000197
cuda,alexnet,128,0.478520,0.000060
cuda,attention_is_all_you_need_pytorch,256,4.433070,0.000230
cuda,dcgan,32,0.417689,0.000060
cuda,demucs,4,1.469392,0.000180
cuda,densenet121,4,7.379429,0.000193
cuda,dlrm,1024,0.359663,0.000077
cuda,drq,1,0.653308,0.000095
cuda,fastNLP_Bert,6,4.937235,0.000350
cuda,functorch_dp_cifar10,64,1.181076,0.000085
cuda,hf_Albert,8,2.457769,0.000179
cuda,hf_Bart,4,10.116750,0.000481
cuda,hf_Bert,4,4.990219,0.000162
cuda,hf_Bert_large,4,9.933344,0.000234
cuda,hf_BigBird,2,12.530020,0.002375
cuda,hf_DistilBert,8,2.329243,0.000126
cuda,hf_GPT2,4,4.591229,0.000249
cuda,hf_GPT2_large,4,14.220424,0.000670
cuda,hf_Longformer,2,10.909490,0.004131
cuda,hf_Reformer,4,4.021868,0.001194
cuda,hf_T5,8,5.301476,0.000273
cuda,hf_T5_large,2,24.827207,0.001027
cuda,lennard_jones,1000,0.379322,0.000067
cuda,mnasnet1_0,32,3.044951,0.000105
cuda,mobilenet_v2,96,3.176553,0.000138
cuda,mobilenet_v3_large,32,3.355057,0.000109
cuda,moco,32,27.905010,0.817961
cuda,nvidia_deeprecommender,256,0.476256,0.000060
cuda,phlippe_densenet,128,3.186178,0.000124
cuda,phlippe_resnet,128,1.300290,0.000085
cuda,pytorch_CycleGAN_and_pix2pix,1,1.166638,0.000098
cuda,pytorch_stargan,16,1.221790,0.000116
cuda,pytorch_struct,200,0.727305,0.000066
cuda,pytorch_unet,1,1.591294,0.000096
cuda,resnet152,32,9.025420,0.000185
cuda,resnet18,16,1.337414,0.000095
cuda,resnet50,32,3.114577,0.000125
cuda,resnext50_32x4d,8,3.178872,0.000115
cuda,shufflenet_v2_x1_0,128,3.411721,0.000173
cuda,soft_actor_critic,256,0.411716,0.000082
cuda,speech_transformer,32,5.878425,0.000514
cuda,squeezenet1_1,32,1.016754,0.000084
cuda,timm_efficientnet,32,4.777376,0.000348
cuda,timm_nfnet,128,5.812644,0.000261
cuda,timm_regnet,32,6.536433,0.000427
cuda,timm_resnest,32,1.753120,0.000117
cuda,timm_vision_transformer,32,3.273843,0.000157
cuda,timm_vision_transformer_large,32,10.130608,0.000398
cuda,timm_vovnet,32,3.497744,0.000255
cuda,tts_angular,64,0.427618,0.000093
cuda,vgg16,64,0.710432,0.000070
cuda,yolov3,16,4.868884,0.000133
