dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,11.017614,6.294855,6.242582
cuda,Background_Matting,4,7.273061,3.966346,3.951442
cuda,LearningToPaint,96,2.820597,1.433176,1.418945
cuda,Super_SloMo,6,7.680955,4.690071,4.676133
cuda,alexnet,128,0.760066,0.278187,0.264433
cuda,attention_is_all_you_need_pytorch,256,10.432591,6.272590,6.257806
cuda,dcgan,32,0.682400,0.266611,0.252774
cuda,demucs,4,2.152805,0.705397,0.690267
cuda,densenet121,4,17.040146,9.793004,9.775782
cuda,dlrm,1024,0.753275,0.391304,0.377381
cuda,drq,1,0.975880,0.336020,0.322600
cuda,fastNLP_Bert,6,10.801997,5.867050,5.850919
cuda,functorch_dp_cifar10,64,2.326439,1.156312,1.142880
cuda,hf_Albert,8,7.936170,5.426542,5.411865
cuda,hf_Bart,4,17.558792,7.262571,7.246029
cuda,hf_Bert,4,10.195676,5.268886,5.254172
cuda,hf_Bert_large,4,20.359995,10.422939,10.406487
cuda,hf_BigBird,2,35.747979,23.236681,23.209672
cuda,hf_DistilBert,8,5.237926,2.656973,2.641834
cuda,hf_GPT2,4,9.497228,4.883299,4.867884
cuda,hf_GPT2_large,4,28.946406,14.605009,14.586438
cuda,hf_Longformer,2,30.025414,18.920088,18.877629
cuda,hf_Reformer,4,5.879734,1.944860,1.923245
cuda,hf_T5,8,12.375789,6.736354,6.721562
cuda,hf_T5_large,2,52.523672,27.282361,27.262244
cuda,lennard_jones,1000,0.579737,0.198758,0.184852
cuda,mnasnet1_0,32,6.619153,3.534460,3.519106
cuda,mobilenet_v2,96,6.872844,3.726474,3.711256
cuda,mobilenet_v3_large,32,7.506375,4.071500,4.055268
cuda,nvidia_deeprecommender,256,0.746579,0.276129,0.262607
cuda,phlippe_densenet,128,6.811811,3.651028,3.635933
cuda,phlippe_resnet,128,2.617528,1.317929,1.303926
cuda,pytorch_CycleGAN_and_pix2pix,1,2.854310,1.674765,1.660736
cuda,pytorch_stargan,16,3.166114,1.827667,1.813301
cuda,pytorch_struct,200,1.301769,0.577864,0.565053
cuda,pytorch_unet,1,3.608171,1.907038,1.892768
cuda,resnet152,32,19.749720,10.925796,10.906180
cuda,resnet18,16,2.734650,1.390009,1.375626
cuda,resnet50,32,6.799299,3.623966,3.609229
cuda,resnext50_32x4d,8,6.817072,3.626023,3.611211
cuda,shufflenet_v2_x1_0,128,7.511883,4.086972,4.071510
cuda,soft_actor_critic,256,0.592391,0.173270,0.159189
cuda,speech_transformer,32,13.406965,7.491716,7.474400
cuda,squeezenet1_1,32,1.726017,0.694878,0.680923
cuda,timm_efficientnet,32,9.668577,4.918120,4.903311
cuda,timm_nfnet,128,11.159517,5.192327,5.177827
cuda,timm_regnet,32,11.889923,5.341624,5.326726
cuda,timm_resnest,32,3.786398,1.877939,1.863480
cuda,timm_vision_transformer,32,6.984266,3.850589,3.835191
cuda,timm_vovnet,32,6.138200,2.744955,2.730179
cuda,tts_angular,64,0.495095,0.066349,0.052428
cuda,vgg16,64,1.199378,0.476349,0.463046
cuda,yolov3,16,10.617323,5.510662,5.493816
