dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,23.819139,21.960676,19.303576,13.604925,7.349638,20.601081,3.262685,1.482445,0.154882,1.287460,3.551191,15.784082
cuda,BartForCausalLM,4,27.926647,23.888828,21.343554,14.499897,7.423669,18.185562,3.525486,2.092825,0.233590,3.504096,1.879824,14.834747
cuda,BartForConditionalGeneration,2,56.891910,45.939923,43.251757,24.983689,20.704920,25.557939,9.106905,5.462186,1.178278,0.705677,0.455241,22.526374
cuda,BertForMaskedLM,16,28.769921,24.259659,21.640267,14.070947,7.667642,19.050948,4.209832,2.015918,0.309091,0.561946,6.364009,13.611669
cuda,BertForQuestionAnswering,16,28.960020,24.450327,21.823211,14.172009,7.676527,18.016296,4.223058,2.035359,0.310656,0.201810,5.946245,12.141469
cuda,BlenderbotSmallForCausalLM,64,20.262353,17.434235,14.917964,10.323940,5.384595,15.298908,2.321005,1.411234,0.157993,3.439739,2.375452,13.950783
cuda,BlenderbotSmallForConditionalGeneration,64,38.507172,32.060654,29.334230,17.137118,12.956764,19.422776,6.677659,3.310606,0.656944,1.642573,2.296738,17.235140
cuda,CamemBert,16,29.196899,24.672041,22.011472,14.447622,7.761687,17.828726,4.281049,2.032431,0.314549,0.574983,5.114397,12.123116
cuda,DebertaForMaskedLM,4,31.778483,26.412893,23.801313,16.930854,6.600689,22.523814,3.883561,2.099065,0.290941,16.158344,3.256259,28.668288
cuda,DebertaForQuestionAnswering,8,31.499113,26.145875,23.559705,16.681921,6.459490,23.266823,3.673031,2.079056,0.287427,17.284613,2.901915,30.643480
cuda,DebertaV2ForMaskedLM,1,49.515369,37.826752,34.964619,22.468354,13.899314,23.837383,4.838272,3.142770,0.572674,36.642247,1.331517,52.518406
cuda,DebertaV2ForQuestionAnswering,2,47.319151,35.660109,32.964723,20.222548,14.135690,22.395800,5.794491,3.714401,0.584517,36.781537,53.704680
cuda,DistilBertForMaskedLM,128,17.910361,16.103816,13.607044,9.677637,4.305071,13.086444,1.945796,1.074933,0.133684,3.472292,8.638565,11.297512
cuda,DistilBertForQuestionAnswering,256,17.284037,15.505987,13.015173,9.101032,4.227541,12.372449,1.977176,1.066902,0.128516,3.822762,10.640992,11.430769
cuda,DistillGPT2,16,16.359031,14.701577,12.202604,8.608956,3.770912,11.711010,2.174539,1.029346,0.115138,1.075114,2.056916,8.045961
cuda,ElectraForCausalLM,32,33.614995,28.975376,26.353067,18.950809,8.164757,29.554405,4.385511,2.083103,0.310112,1.955388,13.001467,20.946192
cuda,ElectraForQuestionAnswering,64,28.865520,24.348085,21.696334,14.359664,7.965575,21.669998,4.257328,1.999696,0.310483,0.233634,6.771196,15.724183
cuda,GPT2ForSequenceClassification,4,24.990026,21.829959,19.145510,12.494512,6.689160,14.099042,4.006581,1.901993,0.266085,0.461572,1.449719,8.946030
cuda,GoogleFnet,16,18.899384,16.821762,14.221049,10.329592,3.132988,16.840135,2.076538,1.106886,0.133301,3.974663,2.031414,13.761531
cuda,LayoutLMForMaskedLM,16,31.072452,26.552978,23.918077,16.360758,7.770366,21.584686,4.418890,2.053972,0.312780,3.000928,6.388087,16.220823
cuda,LayoutLMForSequenceClassification,16,31.226654,26.739935,24.107718,16.611920,7.814642,22.504697,4.365937,2.046320,0.308065,5.057965,8.271232,18.985647
cuda,M2M100ForConditionalGeneration,16,74.610920,57.518857,54.556419,33.900436,20.947491,37.453562,11.347702,6.321934,0.760676,16.665284,21.737306,41.872040
cuda,MBartForCausalLM,4,28.168972,24.080792,21.493708,14.615069,7.623808,18.706496,3.619954,2.147933,0.230877,3.537193,1.863795,15.475706
cuda,MBartForConditionalGeneration,2,59.024013,47.953945,45.289546,26.891701,20.174339,27.575361,9.575790,5.583729,1.154280,0.664465,0.399744,22.557096
cuda,MT5ForConditionalGeneration,16,45.626337,39.668091,36.982940,24.483861,13.556441,30.744041,5.979526,2.625507,0.437007,39.327628,75.847218,59.682009
cuda,MegatronBertForCausalLM,4,50.513613,40.817316,38.224683,23.601870,15.188495,26.562120,8.665452,4.000768,0.796001,1.916956,11.848886,20.497515
cuda,MegatronBertForQuestionAnswering,8,50.258341,40.581053,37.979916,23.421113,15.147184,26.844274,8.553751,3.966542,0.798185,2.351133,9.860140,21.350906
cuda,MobileBertForMaskedLM,64,57.264481,45.967606,43.376159,22.293412,26.157033,31.616084,9.715136,5.731310,2.454525,20.036293,41.565864,56.071116
cuda,MobileBertForQuestionAnswering,128,58.135150,46.780478,44.191077,23.156875,25.976636,33.320527,9.644075,5.732241,2.519452,16.284878,34.609035,52.973580
cuda,PLBartForCausalLM,8,20.776318,18.550220,16.031103,12.239120,4.140988,16.361028,1.861100,1.098653,0.120821,2.181640,1.624725,10.562503
cuda,PLBartForConditionalGeneration,4,37.285358,31.290609,28.551810,19.418841,9.983742,24.072344,4.833337,2.689772,0.323874,3.147110,2.179673,18.069460
cuda,PegasusForCausalLM,32,27.004728,23.049082,20.440707,13.620804,7.548710,17.889444,3.554584,2.115444,0.230478,4.088015,2.314287,16.126878
cuda,PegasusForConditionalGeneration,32,42.504646,38.969778,36.278497,21.308353,17.387412,25.427360,7.489954,3.875903,0.736902,2.435041,1.854856,24.337433
cuda,RobertaForCausalLM,16,31.338621,26.811544,24.153018,16.544492,7.672991,19.525210,4.335087,2.052340,0.306325,0.564817,5.523641,11.631547
cuda,RobertaForQuestionAnswering,16,28.800332,24.331817,21.591393,14.077761,7.616839,16.175506,4.192739,2.009616,0.305471,0.197375,4.762921,10.317916
cuda,Speech2Text2ForCausalLM,256,19.424662,17.320571,14.776434,11.410754,4.189667,15.327402,1.789824,1.067644,0.121802,2.516545,3.651316,10.740374
cuda,T5ForConditionalGeneration,4,34.718315,30.523232,27.992236,19.179187,9.622095,23.300179,3.880863,1.893062,0.288297,4.223787,11.227786,18.214105
cuda,T5Small,4,34.850984,30.649900,28.107722,19.301644,9.602197,23.213933,3.871648,1.890216,0.286243,4.231032,11.244654,17.993618
cuda,XGLMForCausalLM,8,45.691521,37.761148,35.125216,20.948365,15.150233,25.213502,7.478889,4.490765,0.487791,9.472487,5.337554,29.590225
cuda,YituTechConvBert,16,41.885284,35.246115,32.049424,20.310185,11.897856,29.375679,6.352040,3.244566,0.518760,1.071936,16.866199,22.357532
