dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.059640,25.567581,23.151585,14.635227,8.303692,17.324790,5.029893,2.210046,0.300572,10.222697,24.433429,21.445548
cuda,Background_Matting,4,27.495137,24.752173,20.347125,13.005655,2.790039,20.620895,5.735325,3.101570,0.248529,12.215878,27.604140,22.843395
cuda,LearningToPaint,96,16.445051,15.384840,11.723594,8.744179,1.218549,13.600673,1.333798,0.783168,0.082007,13.258019,24.835959,19.423229
cuda,Super_SloMo,6,22.600014,20.415144,17.557810,10.973651,2.616900,16.445863,5.447374,2.886945,0.147790,8.771937,17.016245,8.448879
cuda,alexnet,128,6.819528,6.464531,3.604967,3.188197,0.727749,6.604190,0.941354,0.321399,0.016311,4.990212,9.148125,4.830688
cuda,attention_is_all_you_need_pytorch,256,29.987431,26.701076,24.183138,15.489856,10.784431,18.832458,5.040184,2.351775,0.384686,14.507132,31.084397,28.886247
cuda,dcgan,32,7.586504,7.261512,3.866792,3.304979,0.335475,4.362338,0.213281,0.117685,0.014744,0.163795,1.574111
cuda,demucs,4,15.253677,14.248726,11.282475,10.066772,0.666178,14.957593,1.216436,0.699522,0.047314,6.626094,9.681566,12.235469
cuda,densenet121,4,58.231709,51.646573,48.497566,29.705467,7.673367,40.841006,14.602043,6.086339,0.773959,29.786545,58.177215,49.190968
cuda,dlrm,1024,4.470647,4.186754,1.875587,1.446587,1.287374,2.271845,0.336742,0.131857,0.015028,0.151415,2.276201
cuda,drq,1,10.028911,9.514963,5.400617,4.921046,0.828217,6.980717,0.188816,0.106600,0.016739,0.407952,3.313810
cuda,fastNLP_Bert,6,29.732574,26.043471,23.611076,16.042969,7.885071,18.877057,4.554305,2.138242,0.311897,0.368248,6.539858,11.312440
