dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.8877,255.0388,12.9900,0.8692
cuda,beit_base_patch16_224,64,0.9336,137.7441,8.0495,0.9562
cuda,botnet26t_256,128,0.8973,167.0721,5.8123,0.8496
cuda,cait_m36_384,4,0.9430,231.0843,32.3991,0.9350
cuda,coat_lite_mini,128,0.9938,191.8045,6.9770,0.8820
cuda,convit_base,64,0.9897,198.6618,8.2074,0.8836
cuda,convmixer_768_32,32,0.9805,371.7958,6.1971,0.9869
cuda,convnext_base,64,0.9877,266.0660,11.5753,0.9177
cuda,crossvit_9_240,128,0.7943,118.8186,12.1277,0.8742
cuda,cspdarknet53,64,0.8314,150.2701,10.2243,0.8637
cuda,deit_base_distilled_patch16_224,64,0.9849,121.6825,6.2786,0.9469
cuda,dla102,128,0.8778,307.3635,14.7173,0.9214
cuda,dm_nfnet_f0,128,0.9897,208.1448,10.4903,0.8975
cuda,dpn107,32,0.8881,206.3558,19.1605,0.9302
cuda,eca_botnext26ts_256,128,0.7180,223.8812,6.5382,0.7712
cuda,eca_halonext26ts,128,0.7253,229.8791,6.7663,0.7724
cuda,ese_vovnet19b_dw,128,0.8897,109.5594,4.3093,0.8938
cuda,fbnetc_100,128,0.8218,145.1155,9.6764,0.8605
cuda,fbnetv3_b,128,0.8267,190.0190,16.9021,0.7882
cuda,gernet_l,128,0.9005,178.4630,8.5981,0.7952
cuda,ghostnet_100,128,0.7770,147.7710,14.7682,0.8898
cuda,gluon_inception_v3,128,0.8850,256.0086,13.1179,0.8692
cuda,gluon_xception65,32,0.8836,206.8964,18.1117,0.9376
cuda,gmixer_24_224,128,0.8241,177.8352,11.7040,0.9768
cuda,gmlp_s16_224,128,0.9860,153.5432,11.2531,0.9823
cuda,hrnet_w18,128,0.7296,571.3426,32.3921,0.9297
cuda,inception_v3,128,0.8872,255.2092,13.1866,0.8692
cuda,jx_nest_base,32,0.9753,123.4300,13.7372,0.8973
cuda,lcnet_050,128,0.7656,47.8993,4.7716,0.7744
cuda,mixer_b16_224,128,0.9910,159.5361,5.0792,0.9704
cuda,mixnet_l,128,0.8279,294.6538,15.6829,0.8488
cuda,mnasnet_100,128,0.8129,117.3134,7.6749,0.9136
cuda,mobilenetv2_100,128,0.8225,114.7721,7.9061,0.7668
cuda,mobilenetv3_large_100,128,0.8160,101.2992,8.2320,0.8697
cuda,mobilevit_s,64,0.7111,161.3416,10.4769,0.7693
cuda,nfnet_l0,128,0.7821,224.7418,10.3825,0.8319
cuda,pit_b_224,64,0.9883,160.5130,7.1736,0.7935
cuda,pnasnet5large,16,0.9418,306.7328,21.2209,1.0117
cuda,poolformer_m36,64,0.9828,177.5205,13.5086,0.9525
cuda,regnety_002,128,0.7732,59.6089,8.2190,0.8303
cuda,repvgg_a2,128,0.8653,141.6023,8.4332,0.8122
cuda,res2net101_26w_4s,64,0.8254,184.5519,27.6540,0.9298
cuda,res2net50_14w_8s,128,0.8522,268.9683,25.4842,0.9088
cuda,res2next50,128,0.8832,233.9221,12.6727,0.9192
cuda,resmlp_12_224,128,0.9838,72.4354,4.6558,0.9524
cuda,resnest101e,64,0.8730,262.8905,25.7699,0.9543
cuda,rexnet_100,128,0.7308,158.8726,10.6995,0.7888
cuda,sebotnet33ts_256,64,0.7609,146.7993,8.3411,0.7135
cuda,selecsls42b,128,0.8551,104.6616,5.5422,0.9027
cuda,spnasnet_100,128,0.8070,126.2081,9.3252,0.9209
cuda,swin_base_patch4_window7_224,64,0.9403,250.6456,17.5508,0.9297
cuda,swsl_resnext101_32x16d,32,0.9037,242.6023,14.4177,0.8928
cuda,tf_efficientnet_b0,128,0.7147,183.2515,9.9910,0.7730
cuda,tf_mixnet_l,128,0.8340,303.3691,15.6669,0.8607
cuda,tinynet_a,128,0.6994,152.2247,11.7017,0.7834
cuda,tnt_s_patch16_224,128,0.9948,472.7027,15.3873,0.9809
cuda,twins_pcpvt_base,64,0.9347,143.7772,22.4050,0.9212
cuda,visformer_small,128,0.9452,135.6091,5.6861,0.9425
cuda,vit_base_patch16_224,64,0.9854,120.7576,6.2479,0.9453
cuda,volo_d1_224,64,0.9668,158.3155,11.1397,0.9243
cuda,xcit_large_24_p8_224,5,0.8948,151.0313,29.2115,0.9176
