dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.632419,2.611763
cuda,beit_base_patch16_224,64,1.616492,2.460332
cuda,botnet26t_256,128,1.207693,1.218331
cuda,cait_m36_384,2,4.129486,11.058114
cuda,coat_lite_mini,128,1.549083,2.541075
cuda,convit_base,32,2.777019,4.247485
cuda,convmixer_768_32,32,1.285351,1.743371
cuda,convnext_base,32,1.867529,3.347223
cuda,crossvit_9_240,64,1.941689,3.727912
cuda,cspdarknet53,64,1.655985,1.744001
cuda,deit_base_distilled_patch16_224,64,1.269690,1.971015
cuda,densenet121,64,2.999181,4.552663
cuda,dla102,64,1.569048,3.027265
cuda,dm_nfnet_f0,128,2.252438,2.602148
cuda,dpn107,32,3.004923,4.157155
cuda,eca_botnext26ts_256,64,1.278865,1.440702
cuda,eca_halonext26ts,64,1.373275,1.504499
cuda,ecaresnet101d,64,2.117854,4.093481
cuda,ese_vovnet19b_dw,128,0.912097,0.708284
cuda,fbnetc_100,128,1.624203,1.424879
cuda,fbnetv3_b,128,2.504192,2.501496
cuda,gernet_l,128,1.467122,1.370086
cuda,ghostnet_100,128,1.365503,2.535563
cuda,gluon_inception_v3,128,1.637468,2.636789
cuda,gluon_senet154,32,3.525813,7.714740
cuda,gluon_xception65,32,1.690647,3.095962
cuda,gmixer_24_224,64,1.716953,3.868325
cuda,gmlp_s16_224,64,1.773570,3.319385
cuda,hardcorenas_a,128,1.131665,1.013886
cuda,hrnet_w18,2,5.404711,12.058147
cuda,inception_v3,128,1.638135,2.649766
cuda,jx_nest_base,32,2.118233,4.600936
cuda,lcnet_050,128,0.894906,0.547435
cuda,legacy_senet154,32,3.147696,7.657125
cuda,mixer_b16_224,64,0.995334,1.500607
cuda,mixnet_l,64,4.082567,3.380270
cuda,mnasnet_100,128,1.352332,1.138495
cuda,mobilenetv2_100,128,1.372995,0.985076
cuda,mobilenetv3_large_100,128,1.379497,1.252502
cuda,nasnetalarge,16,5.665143,12.843690
cuda,nfnet_l0,64,2.060497,2.880985
cuda,pit_b_224,64,1.342665,2.450343
cuda,pnasnet5large,16,4.539689,8.570812
cuda,poolformer_m36,64,2.145746,3.281805
cuda,regnety_002,128,1.476897,1.564324
cuda,repvgg_a2,128,1.391762,1.105906
cuda,res2net101_26w_4s,64,2.891472,6.393693
cuda,res2net50_14w_8s,2,2.422181,5.717963
cuda,res2next50,2,1.514696,2.624239
cuda,resmlp_12_224,128,0.976875,1.376900
cuda,resnest101e,32,3.206103,6.326096
cuda,resnet18,128,0.618304,0.432130
cuda,rexnet_100,128,1.548304,1.938668
cuda,sebotnet33ts_256,64,1.739567,1.877273
cuda,selecsls42b,128,0.822370,1.029565
cuda,spnasnet_100,128,1.618756,1.378107
cuda,swin_base_patch4_window7_224,64,3.080065,5.985258
cuda,swsl_resnext101_32x16d,32,1.530294,2.916765
cuda,tf_efficientnet_b0,128,1.706205,1.972105
cuda,tf_mixnet_l,64,4.334126,3.390280
cuda,tinynet_a,128,1.722919,2.362147
cuda,tnt_s_patch16_224,64,2.276882,5.502657
cuda,twins_pcpvt_base,32,3.207432,7.437963
cuda,visformer_small,128,1.120653,1.369040
cuda,vit_base_patch16_224,64,1.210081,1.945042
cuda,volo_d1_224,64,1.924002,3.735422
cuda,xcit_large_24_p8_224,5,3.595900,9.222913
