dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9994,1.6531,8.4632
cuda,beit_base_patch16_224,64,1.0000,1.6088,12.1668
cuda,botnet26t_256,128,0.9998,1.2636,7.0239
cuda,cait_m36_384,2,1.0004,3.5369,21.1543
cuda,coat_lite_mini,128,1.0004,1.5630,7.5603
cuda,convit_base,32,0.9894,2.5240,8.4357
cuda,convmixer_768_32,32,0.9996,1.8865,7.9666
cuda,convnext_base,32,1.0026,1.5972,9.3367
cuda,crossvit_9_240,64,1.0067,1.6977,3.5962
cuda,cspdarknet53,64,0.9991,1.6428,6.9118
cuda,deit_base_distilled_patch16_224,64,1.0000,1.2628,11.7864
cuda,densenet121,64,1.0160,2.6844,4.8159
cuda,dla102,64,1.0023,1.4580,6.9473
cuda,dm_nfnet_f0,128,0.9990,2.2798,11.1158
cuda,dpn107,32,0.9989,2.6681,10.4026
cuda,eca_botnext26ts_256,64,0.9991,1.2391,4.9073
cuda,eca_halonext26ts,64,0.9992,1.2707,4.9254
cuda,ecaresnet101d,64,1.0033,1.9601,8.3299
cuda,ese_vovnet19b_dw,128,0.9991,0.9590,5.5186
cuda,fbnetc_100,128,0.9991,1.5887,3.9347
cuda,fbnetv3_b,128,1.0092,2.3113,6.1377
cuda,gernet_l,128,0.9992,1.4383,6.0313
cuda,ghostnet_100,128,1.0033,1.2933,3.0985
cuda,gluon_inception_v3,128,0.9994,1.6406,8.4632
cuda,gluon_senet154,32,1.0021,3.0569,12.6993
cuda,gluon_xception65,32,0.9995,1.4877,9.1571
cuda,gmixer_24_224,64,0.9986,1.4697,5.8548
cuda,gmlp_s16_224,64,0.9987,1.5552,7.0911
cuda,hardcorenas_a,128,0.9989,1.1159,3.4354
cuda,hrnet_w18,2,1.0056,4.6070,1.4173
cuda,inception_v3,128,0.9996,1.6823,8.4632
cuda,jx_nest_base,32,0.9988,1.9064,12.0866
cuda,lcnet_050,128,1.0104,0.8274,1.2982
cuda,legacy_senet154,32,0.9998,2.8933,12.7038
cuda,mixer_b16_224,64,0.9999,1.0331,7.9385
cuda,mixnet_l,64,1.0096,3.9486,4.2715
cuda,mnasnet_100,128,0.9989,1.3718,3.3050
cuda,mobilenetv2_100,128,0.9988,1.3323,5.4233
cuda,mobilenetv3_large_100,128,1.0100,1.3198,3.3552
cuda,mobilevit_s,32,1.0108,1.4673,3.8168
cuda,nasnetalarge,16,1.0031,5.1856,12.9552
cuda,nfnet_l0,64,1.0067,1.8090,4.9958
cuda,pit_b_224,64,0.9998,1.4874,14.3584
cuda,pnasnet5large,16,1.0041,4.0638,14.1825
cuda,poolformer_m36,64,0.9997,2.1060,13.5150
cuda,regnety_002,128,1.0152,1.3828,1.5734
cuda,repvgg_a2,128,0.9995,1.4313,4.3747
cuda,res2net101_26w_4s,64,1.0031,2.3874,8.1685
cuda,res2net50_14w_8s,2,1.0002,2.0673,1.6433
cuda,res2next50,2,0.9961,1.3656,1.6004
cuda,resmlp_12_224,128,0.9990,1.0141,5.0509
cuda,resnest101e,32,1.0026,2.8634,7.0115
cuda,resnet18,128,0.9988,0.4828,2.4074
cuda,rexnet_100,128,0.9992,1.4975,6.3815
cuda,sebotnet33ts_256,64,0.9997,1.5196,7.6496
cuda,selecsls42b,128,0.9992,0.8461,5.0325
cuda,spnasnet_100,128,0.9989,1.5539,3.6028
cuda,swin_base_patch4_window7_224,64,0.9997,2.8311,14.8558
cuda,swsl_resnext101_32x16d,32,0.9988,1.5166,17.9876
cuda,tf_efficientnet_b0,128,0.9996,1.6023,6.2800
cuda,tf_mixnet_l,64,1.0118,4.2268,4.6391
cuda,tinynet_a,128,1.0098,1.6067,5.2556
cuda,tnt_s_patch16_224,64,0.9995,2.2572,8.3047
cuda,twins_pcpvt_base,32,1.0009,2.6496,6.1955
cuda,visformer_small,128,0.9994,1.1520,8.8471
cuda,vit_base_patch16_224,64,0.9996,1.2910,11.7208
cuda,volo_d1_224,64,0.9998,1.8917,8.7490
cuda,xcit_large_24_p8_224,5,1.0012,3.0479,11.3352
