dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,13.868576,11.968534,4.317002,2.123733,8.842093,3.258655,1.160122,0.156043,1.330920,8.071944,0.806534
cuda,AlbertForQuestionAnswering,4,14.422647,12.427866,4.322205,2.104861,8.817476,3.249132,1.161945,0.154781,0.916987,7.610464,0.413762
cuda,AllenaiLongformerBase,4,58.713005,49.928801,29.265246,7.941230,34.847568,15.446436,5.266027,0.468986,16.163760,0.673816,30.065619
cuda,BartForCausalLM,4,19.243488,15.814984,7.426887,2.402854,10.430719,3.518751,1.678838,0.325061,2.222366,2.319689,7.744593
cuda,BartForConditionalGeneration,2,49.301724,40.605568,18.443467,7.410730,23.638561,10.341416,5.047031,1.260102,0.591053,1.184033,13.502837
cuda,BertForMaskedLM,16,18.793990,15.264818,6.335554,2.590376,9.059221,3.940161,1.719787,0.324528,1.818498,7.255001,1.417761
cuda,BertForQuestionAnswering,16,18.809726,15.299617,6.427224,2.562433,9.031164,3.905991,1.691141,0.319905,1.351196,6.639208,1.002436
cuda,BlenderbotSmallForCausalLM,64,12.818973,10.525845,4.559717,1.585861,6.685309,2.318750,1.158644,0.196659,2.986917,6.778860,2.761137
cuda,BlenderbotSmallForConditionalGeneration,64,31.981740,26.333096,11.892328,4.502594,15.194937,6.774566,2.876623,0.676840,1.929216,1.818827,9.938492
cuda,CamemBert,16,19.057304,15.501916,6.471052,2.615135,9.180594,4.017708,1.726278,0.324540,0.716522,6.165207,0.341088
cuda,DebertaForMaskedLM,4,32.249050,25.219862,15.133734,3.552572,18.267732,5.044027,2.484206,0.400385,15.003955,0.938124,21.966701
cuda,DebertaForQuestionAnswering,8,32.213391,25.219732,15.204943,3.506320,18.143843,5.005852,2.457311,0.395260,15.915037,1.818855,22.635721
cuda,DebertaV2ForMaskedLM,1,51.196238,37.485956,19.411283,5.063007,22.246591,6.607248,3.425303,0.703021,34.329122,1.481885,42.697788
cuda,DebertaV2ForQuestionAnswering,2,50.624627,37.052521,18.983280,5.757870,22.325358,7.547429,3.950763,0.717726,34.134019,0.570963,43.706010
cuda,DistilBertForMaskedLM,128,10.205913,8.628336,3.938453,1.321410,5.760214,2.075549,0.921005,0.141719,1.388484,4.596390,1.141763
cuda,DistilBertForQuestionAnswering,256,10.205939,8.644032,3.937050,1.493452,5.706040,1.911118,0.931303,0.140573,0.812506,4.138540,0.555772
cuda,DistillGPT2,16,10.376016,8.860082,4.582625,1.380008,6.581351,2.001486,0.866721,0.123443,1.714211,1.871380,5.149190
cuda,ElectraForCausalLM,32,21.016780,17.384749,8.267931,2.654532,13.717972,4.185755,1.800169,0.326158,3.661518,3.039988,11.893715
cuda,ElectraForQuestionAnswering,64,19.050238,15.455639,6.409007,2.591850,11.291498,3.992875,1.724546,0.324498,2.126758,9.725738,1.729450
cuda,GPT2ForSequenceClassification,4,16.977881,13.858422,6.097109,2.888293,8.778879,3.497180,1.599255,0.279769,1.817723,7.498764,1.406356
cuda,LayoutLMForMaskedLM,16,21.286865,17.360535,8.151538,2.672083,10.926460,4.107966,1.760672,0.329934,1.858650,1.859099,7.431025
cuda,LayoutLMForSequenceClassification,16,21.357108,17.536433,8.418011,2.684231,12.823530,4.858851,2.020639,0.322987,6.269458,6.289068,13.484133
cuda,M2M100ForConditionalGeneration,16,46.061955,37.629783,16.384973,6.841524,22.860463,9.169580,4.333279,0.928398,4.439598,11.508422,18.059022
cuda,MBartForCausalLM,4,20.158308,16.847565,8.165679,2.579094,11.435143,3.775572,2.033782,0.352355,2.138950,2.241120,8.108692
cuda,MBartForConditionalGeneration,2,48.573091,39.804507,17.329878,7.728195,23.583337,11.717893,4.511394,1.352542,0.558181,0.593353,14.857507
cuda,MT5ForConditionalGeneration,16,30.179056,24.961606,10.539056,4.209932,16.191827,7.292891,2.459101,0.534149,4.194033,20.234231,14.264765
cuda,MegatronBertForCausalLM,4,37.846969,30.676816,12.787558,6.171952,17.448459,8.611789,3.503314,0.911450,1.133877,12.213907,0.393644
cuda,MegatronBertForQuestionAnswering,8,37.274483,30.184178,12.462786,6.136619,17.156863,8.536413,3.483986,0.904380,1.423169,12.501767,0.641409
cuda,MobileBertForMaskedLM,64,50.631275,41.893236,11.465633,7.843101,26.048262,13.881799,5.691824,3.441106,3.137356,26.334681,1.715294
cuda,MobileBertForQuestionAnswering,128,50.972157,42.231972,11.542834,8.227345,25.987810,13.896772,5.667507,3.442105,2.561150,25.631999,1.004021
