dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForQuestionAnswering,4,10.125300,8.835846,3.355145,1.732824,7.549746,2.948639,1.015972,0.135137,1.119821,7.125265,0.513747
cuda,BartForCausalLM,4,12.443864,11.240954,5.587521,1.687397,8.648348,2.736705,1.128583,0.221204,1.330413,1.527426,6.162289
cuda,BartForConditionalGeneration,2,31.501788,28.205771,13.713499,4.751391,18.830066,7.791818,2.851021,0.799870,1.019854,1.183555,11.103208
cuda,BertForMaskedLM,16,13.231946,11.689402,5.737848,1.965119,8.160615,2.881160,1.242892,0.250442,1.974507,6.451845,1.434216
cuda,BertForQuestionAnswering,16,13.275132,11.715555,5.738447,1.762297,8.361804,2.924645,1.240304,0.247805,1.458139,5.935452,1.014625
cuda,BlenderbotSmallForCausalLM,64,7.957081,7.116726,3.243316,1.149426,5.553154,2.018554,0.850761,0.145255,2.386881,5.903276,2.049617
cuda,BlenderbotSmallForConditionalGeneration,64,20.001683,17.887561,7.873998,2.827679,12.081692,5.220015,2.047596,0.485287,2.108240,1.906477,9.289641
cuda,CamemBert,16,13.698076,11.925660,5.740824,1.782487,8.066573,2.875166,1.232889,0.249008,0.918490,5.296301,0.344007
cuda,DebertaForMaskedLM,4,27.971836,22.628610,14.778180,2.549832,17.908305,3.919619,1.912793,0.324667,14.651305,0.854984,20.563053
cuda,DebertaForQuestionAnswering,8,28.001784,22.584951,14.686041,2.504652,17.810795,3.878836,1.900779,0.318224,15.805187,1.765697,21.668690
cuda,DebertaV2ForMaskedLM,1,40.075843,31.398610,18.698888,2.948248,22.170590,4.416204,2.345869,0.551728,34.133924,1.576893,40.938109
cuda,DebertaV2ForQuestionAnswering,2,38.615254,29.974654,17.297067,3.347107,21.160810,5.087218,2.700145,0.549140,32.602336,0.505864,40.186754
cuda,DistilBertForMaskedLM,128,6.503338,5.900757,2.810836,0.937423,4.555468,1.403601,0.663149,0.111312,1.478823,4.206684,1.173711
cuda,DistilBertForQuestionAnswering,256,6.659114,6.029267,2.856781,0.937308,4.671993,1.424917,0.663510,0.111833,0.919244,3.718150,0.575681
