dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,2.1754,26.2573,26.2546,1.0905
cuda,Background_Matting,4,1.0372,179.8191,20.0539,1.0393
cuda,LearningToPaint,96,1.0475,15.1875,7.8588,0.9143
cuda,Super_SloMo,6,1.1527,101.8730,20.0747,1.3409
cuda,alexnet,128,1.1581,10.7065,3.2860,0.8335
cuda,attention_is_all_you_need_pytorch,256,1.0484,68.8711,43.4512,0.6781
cuda,dcgan,32,0.9582,2.8725,2.5858,0.8874
cuda,demucs,4,1.0000,77.5882,0.2132,0.9886
cuda,densenet121,4,1.0860,62.6620,48.8896,1.0000
cuda,dlrm,1024,1.3330,149.5187,2.6423,0.8152
cuda,drq,1,1.0764,2.8780,3.2167,0.8778
cuda,fastNLP_Bert,6,1.4153,42.3276,25.1452,1.2146
cuda,functorch_dp_cifar10,64,1.2364,11.0241,12.1053,0.4214
cuda,hf_Albert,8,1.6437,45.6435,17.9328,1.2076
cuda,hf_Bart,4,1.2080,45.8543,28.8884,1.1284
cuda,hf_Bert,4,1.1902,32.7818,18.2178,1.0334
cuda,hf_BigBird,0,0.0000
cuda,hf_DistilBert,8,1.1834,32.8411,11.1002,0.9565
cuda,hf_GPT2,4,1.4965,33.4434,17.7126,1.1698
cuda,hf_GPT2_large,4,1.4611,164.1892,46.2331,1.1831
cuda,hf_Longformer,2,1.6887,82.1753,166.4640,0.9975
cuda,hf_Reformer,4,1.1411,72.8921,16.2565,1.0026
cuda,hf_T5,8,1.5312,119.5976,28.2791,1.1504
cuda,hf_T5_large,2,1.6412,123.3731,106.8259,0.9220
cuda,lennard_jones,1000,0.9157,1.2471,1.7166,0.9991
cuda,mnasnet1_0,32,1.0653,26.7257,21.2489,0.8658
cuda,mobilenet_v2,96,1.3228,53.9526,19.1236,1.2832
cuda,mobilenet_v2_quantized_qat,0,0.0000
cuda,mobilenet_v3_large,32,1.1501,29.6406,53.1293,0.8960
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.8835,9.6542,3.0185,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,1,1.5444,11.0463,8.3854,0.9986
cuda,pytorch_stargan,16,1.2098,19.9992,47.6028,1.0703
cuda,pytorch_struct,200,1.1442,3.3642,19.2313,0.4335
cuda,pytorch_unet,1,1.1701,49.9773,9.7083,1.1050
cuda,resnet152,32,1.0327,87.6992,49.8259,0.9671
cuda,resnet18,16,1.0516,11.6029,11.6709,0.7048
cuda,resnet50,32,1.0870,35.4886,20.4565,0.9342
cuda,resnet50_quantized_qat,0,0.0000
cuda,resnext50_32x4d,8,1.0247,26.8463,19.7361,0.8350
cuda,shufflenet_v2_x1_0,128,1.2011,31.2343,20.6030,1.1066
cuda,soft_actor_critic,256,0.9253,1.1899,2.5996,0.9991
cuda,speech_transformer,32,1.4104,35.8307,23.8189,1.0437
cuda,squeezenet1_1,32,1.2990,9.9423,4.6077,1.1864
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,1.4229,101.3107,125.8910,1.1435
cuda,timm_efficientnet,32,1.1401,38.1320,63.1083,1.3920
cuda,timm_nfnet,128,1.3868,148.1445,25.5155,1.2192
cuda,timm_regnet,32,1.0601,92.2625,46.1620,1.0770
cuda,timm_resnest,32,1.3714,22.9983,57.0937,1.0013
cuda,timm_vision_transformer,8,1.3935,17.9177,30.2096,0.9227
cuda,timm_vision_transformer_large,8,1.0343,191.8219,47.9581,1.1400
cuda,timm_vovnet,32,0.9903,38.9067,19.1802,0.9525
cuda,tts_angular,64,1.0116,9.4121,1.7647,0.9884
cuda,vgg16,64,1.1662,91.0894,3.6557,0.9553
cuda,yolov3,16,1.1481,89.0288,27.6962,1.1042
