dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,13.947999,12.523124,5.931349,2.249094,7.939527,3.198542,1.302263,0.262523,8.151792,4.354088
cuda,Background_Matting,4,14.327759,13.467129,7.133209,2.666347,10.298173,5.179435,2.523225,0.265996,5.924325
cuda,LearningToPaint,96,6.062894,5.698979,3.164355,0.956553,3.974435,1.451968,0.579522,0.088593,1.802549
cuda,Super_SloMo,6,14.558714,13.446459,7.499831,2.702564,10.138160,5.322480,2.043428,0.115340,5.640659
cuda,alexnet,128,1.824920,1.757756,1.476478,0.192697,2.745495,0.721854,0.365550,0.012716,1.466556
cuda,attention_is_all_you_need_pytorch,256,29.952979,28.710186,21.604593,2.311229,23.821688,3.701450,1.511461,0.304246,9.003456,4.637779
cuda,dcgan,32,1.871094,1.792841,1.360028,0.180057,1.881966,0.175175,0.075895,0.011531,0.709143
cuda,demucs,4,0.225333
cuda,densenet121,4,36.476563,34.396466,17.814325,7.023204,22.970069,13.594725,4.196932,0.825864,12.417855
cuda,dlrm,1024,1.558357,1.394364,0.991736,0.150266,1.917056,0.337209,0.101131,0.014042,1.082477
cuda,drq,1,2.140300,1.982557,1.619884,0.113101,2.572826,0.114974,0.063662,0.013036,1.072887
cuda,fastNLP_Bert,6,15.748127,14.181695,8.022451,1.803393,11.430526,3.317851,1.346052,0.249602,4.234355,5.305053
cuda,functorch_dp_cifar10,64,5.527152,5.294763,2.908482,1.089585,5.566969,2.278916,0.625766,0.060631,3.787650,2.797188
cuda,hf_Albert,8,10.244575,8.945326,3.426171,2.016438,6.450249,2.838557,1.047880,0.139208,5.121264,2.913757
cuda,hf_Bart,4,18.674075,17.014407,9.021365,2.634145,13.066911,4.213237,1.746803,0.362395,3.556954,6.792775
cuda,hf_Bert,4,13.161603,11.655865,5.777730,1.753219,8.718095,3.068757,1.229286,0.248629,4.777184,0.381116
cuda,hf_DistilBert,8,6.514983,5.908613,2.935668,0.932446,4.873534,1.573263,0.662627,0.111817,2.913733,1.853998
cuda,hf_GPT2,4,11.718925,10.124802,4.604469,1.820356,6.625068,2.488514,1.198034,0.219578,4.351649,1.848398
cuda,hf_GPT2_large,4,34.135452,29.013453,12.305202,6.781230,16.931585,8.529998,4.149980,1.020238,11.639469,1.183995
cuda,hf_Longformer,2,152.866455,146.257306,128.097700,7.113225,133.747206,112.549358,4.575853,0.405627,0.717103,13.071352
cuda,hf_Reformer,4,11.246967,9.380081,7.656326,0.704765,8.359671,1.088807,0.538805,0.048686,3.651057,1.442792
cuda,hf_T5,8,16.761883,14.394414,6.638786,2.029333,11.508226,4.092491,1.362017,0.285583,5.118425,7.015172
cuda,hf_T5_large,2,61.884195,50.683476,21.132221,9.264999,34.104927,18.196351,5.169268,2.279424,22.930073,22.680170
cuda,lennard_jones,1000,1.135900,1.086869,0.870476,0.058440,1.385242,0.044699,0.029246,0.005979,0.576874
cuda,mnasnet1_0,32,14.283081,13.503523,7.402406,2.578175,8.716413,3.951906,1.572949,0.266284,3.980433,2.977417
cuda,mobilenet_v2,96,15.755136,14.920182,8.097831,2.463162,8.994481,4.125215,1.704412,0.310223,3.454696
cuda,mobilenet_v3_large,32,15.349311,14.450518,7.434086,2.878090,9.379170,4.064758,1.653653,0.285487,4.927899,32.835672
cuda,nvidia_deeprecommender,256,1.468789,1.366919,1.048312,0.136162,2.070737,0.101254,0.060101,0.009045,1.164169,0.386616
cuda,pytorch_CycleGAN_and_pix2pix,1,5.326427,4.998838,2.465205,0.883214,4.619344,1.811446,0.642448,0.067491,3.078171
cuda,pytorch_stargan,16,6.067086,5.721655,3.040667,0.974430,4.208795,1.218811,0.379791,0.056821,39.388092,2.180189
cuda,pytorch_struct,200,1.946710,1.797034,1.217378,0.141986,2.482551,0.169656,0.096298,0.019595,1.416249,15.866364
cuda,pytorch_unet,1,7.078218,6.659678,3.637970,1.149881,5.114590,2.073315,0.992560,0.090523,2.670088
cuda,resnet152,32,37.425744,34.972018,15.441831,7.989057,16.699774,9.518442,3.350737,1.252636,9.520309,2.956969
cuda,resnet18,16,6.483925,6.139134,3.764870,1.275969,4.585501,1.639675,0.694112,0.084721,2.131418,3.058382
cuda,resnet50,32,13.719302,12.876002,6.526645,2.502367,7.825537,3.696356,1.400960,0.262163,3.891225,2.875696
cuda,resnext50_32x4d,8,12.879613,12.038313,5.706152,2.336382,7.164324,3.204858,1.360750,0.233147,3.885233,2.978428
cuda,shufflenet_v2_x1_0,128,15.922334,14.961372,7.936206,2.772419,9.815025,4.863466,2.314484,0.390326,4.752166
cuda,soft_actor_critic,256,1.679245,1.569772,1.375033,0.056165,2.231309,0.050402,0.029199,0.005837,0.916273
cuda,speech_transformer,32,17.460387,15.772882,8.159124,2.191769,12.263998,4.202590,1.775206,0.273869,6.412172
cuda,squeezenet1_1,32,2.685065,2.532027,1.909359,0.404246,3.440461,1.185079,0.538914,0.034908,1.946078
cuda,timm_efficientdet,1,59.416665,49.851336,23.651800,11.907152,33.237218,19.012832,5.408477,1.678382,44.765502,21.883294
cuda,timm_efficientnet,32,16.840954,15.073463,7.558552,3.087218,9.985288,4.513177,1.866793,0.336169,5.626416,40.682243
cuda,timm_nfnet,128,15.446003,13.399009,5.375239,3.530706,11.448084,4.818263,2.135834,0.295860,9.729796,0.715696
cuda,timm_regnet,32,17.692408,15.463133,6.907828,3.186967,8.810915,4.297004,1.550394,0.377359,5.215662,23.377270
cuda,timm_resnest,32,9.466290,8.958894,5.770103,1.285546,8.482666,3.395751,1.303576,0.110878,43.629670,4.044776
cuda,timm_vision_transformer,8,8.780321,8.034914,3.898079,1.344899,7.100751,2.595139,1.109245,0.176092,16.854396,4.611167
cuda,timm_vision_transformer_large,8,25.719617,23.267193,9.132650,5.219069,15.768428,8.021217,3.351039,1.033422,10.348717,12.069054
cuda,timm_vovnet,32,12.070922,10.728689,5.879526,1.890407,8.379079,4.062439,1.525814,0.185354,4.463369,2.666562
cuda,tts_angular,64,1.178830,1.082134,0.974319,0.054601,1.501100,0.029503,0.015301,0.001755,0.583356
cuda,vgg16,64,2.111478,2.007561,1.559675,0.268520,2.871471,0.856783,0.305552,0.021724,1.589302
cuda,yolov3,16,21.283682,19.734908,10.462051,4.095133,12.779633,6.522583,2.471752,0.473147,6.545456
