dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,4,8.320268,5.747009,5.733113
cuda,AlbertForQuestionAnswering,4,8.327359,5.784457,5.766829
cuda,AllenaiLongformerBase,4,30.912397,20.937239,20.920268
cuda,BartForCausalLM,4,10.971542,5.451922,5.437118
cuda,BartForConditionalGeneration,2,26.520286,14.333782,14.316015
cuda,BertForMaskedLM,16,10.841118,5.548257,5.534166
cuda,BertForQuestionAnswering,16,10.754340,5.523355,5.508631
cuda,BlenderbotForCausalLM,4,22.253755,10.775399,10.758436
cuda,BlenderbotSmallForCausalLM,64,7.580939,3.689210,3.674845
cuda,BlenderbotSmallForConditionalGeneration,64,17.470257,9.463205,9.448135
cuda,CamemBert,16,10.921805,5.569885,5.555863
cuda,DebertaForMaskedLM,4,13.486026,6.265536,6.232128
cuda,DebertaForQuestionAnswering,8,13.290622,6.105370,6.074518
cuda,DebertaV2ForMaskedLM,1,26.979227,11.206171,11.155482
cuda,DebertaV2ForQuestionAnswering,2,26.520817,11.164916,11.116594
cuda,DistilBertForMaskedLM,128,5.490313,2.925244,2.911338
cuda,DistilBertForQuestionAnswering,256,5.394179,2.962398,2.947978
cuda,DistillGPT2,16,5.207098,2.714016,2.699738
cuda,ElectraForCausalLM,32,11.093069,5.675380,5.661277
cuda,ElectraForQuestionAnswering,64,10.861029,5.561535,5.546868
cuda,GPT2ForSequenceClassification,4,10.010440,5.042659,5.027811
cuda,LayoutLMForMaskedLM,16,11.314826,5.643449,5.628920
cuda,LayoutLMForSequenceClassification,16,11.292690,5.652684,5.637380
cuda,M2M100ForConditionalGeneration,16,27.076095,14.676771,14.658501
cuda,MBartForCausalLM,4,11.055855,5.503664,5.489307
cuda,MBartForConditionalGeneration,2,26.441791,14.309293,14.290198
cuda,MT5ForConditionalGeneration,16,18.551146,10.501065,10.485488
cuda,MegatronBertForCausalLM,4,21.381809,11.083596,11.067560
cuda,MegatronBertForQuestionAnswering,8,21.518136,11.153422,11.136191
cuda,MobileBertForMaskedLM,64,40.642102,23.328130,23.307083
cuda,MobileBertForQuestionAnswering,128,40.415598,23.139509,23.117690
cuda,OPTForCausalLM,2,10.324207,5.586481,5.572062
cuda,PLBartForCausalLM,8,5.978876,2.938058,2.924207
cuda,PLBartForConditionalGeneration,4,13.410409,7.195552,7.180859
cuda,PegasusForCausalLM,32,11.227655,5.542330,5.527296
cuda,PegasusForConditionalGeneration,32,19.576618,13.985131,13.966602
cuda,RobertaForCausalLM,16,11.091122,5.688247,5.674115
cuda,RobertaForQuestionAnswering,16,11.115216,5.654678,5.639887
cuda,Speech2Text2ForCausalLM,256,5.799973,2.786823,2.773113
cuda,T5ForConditionalGeneration,4,12.669520,7.244002,7.229350
cuda,T5Small,4,12.810831,7.192087,7.177612
cuda,TrOCRForCausalLM,32,11.229247,5.584936,5.570535
cuda,XGLMForCausalLM,8,20.913283,11.238578,11.223159
cuda,XLNetLMHeadModel,8,27.890340,17.013123,16.993620
cuda,YituTechConvBert,16,16.800644,9.093896,9.079259
